year,quarter,district,open_rate,close_rate
2018,1,1001156,94,45
2018,1,1001155,132,49
2018,1,1001154,122,49
2018,1,1001153,85,49
2018,1,1001152,118,55
2018,1,1001151,133,46
2018,1,1001150,123,60
2018,1,1001149,117,55
2018,1,1001148,95,51
2018,1,1001147,136,46
2018,1,1001146,70,55
2018,1,1001145,115,57
2018,1,1001144,102,47
2018,1,1001143,103,53
2018,1,1001142,115,63
2018,1,1001141,95,45
2018,1,1001140,96,50
2018,1,1001139,97,46
2018,1,1001138,92,45
2018,1,1001137,107,52
2018,1,1001136,82,51
2018,1,1001135,88,47
2018,1,1001134,99,55
2018,1,1001133,86,48
2018,1,1001132,111,49
2018,1,1001131,90,52
2018,1,1001130,88,45
2018,1,1001129,98,53
2018,1,1001128,102,45
2018,1,1001127,109,47
2018,1,1001126,110,57
2018,1,1001125,83,43
2018,1,1001124,145,56
2018,1,1001123,106,46
2018,1,1001122,99,45
2018,1,1001121,123,49
2018,1,1001120,103,44
2018,1,1001119,117,59
2018,1,1001118,57,35
2018,1,1001117,93,46
2018,1,1001116,111,52
2018,1,1001115,92,46
2018,1,1001114,95,47
2018,1,1001113,132,74
2018,1,1001112,106,44
2018,1,1001111,92,48
2018,1,1001110,90,50
2018,1,1001109,95,47
2018,1,1001108,102,50
2018,1,1001107,85,45
2018,1,1001106,93,45
2018,1,1001105,91,51
2018,1,1001104,97,58
2018,1,1001103,85,60
2018,1,1001102,121,56
2018,1,1001101,84,44
2018,1,1001100,85,52
2018,1,1001099,94,52
2018,1,1001098,82,46
2018,1,1001097,92,69
2018,1,1001096,64,41
2018,1,1001095,86,44
2018,1,1001094,69,43
2018,1,1001093,99,48
2018,1,1001092,90,43
2018,1,1001091,90,57
2018,1,1001090,81,42
2018,1,1001089,101,46
2018,1,1001088,83,47
2018,1,1001087,86,42
2018,1,1001086,113,73
2018,1,1001085,83,45
2018,1,1001084,86,48
2018,1,1001083,114,49
2018,1,1001082,77,45
2018,1,1001081,86,46
2018,1,1001080,128,42
2018,1,1001079,169,48
2018,1,1001078,93,46
2018,1,1001077,76,40
2018,1,1001076,79,55
2018,1,1001075,96,54
2018,1,1001074,94,41
2018,1,1001073,80,43
2018,1,1001072,94,52
2018,1,1001071,83,49
2018,1,1001070,84,43
2018,1,1001069,75,48
2018,1,1001068,91,49
2018,1,1001067,106,58
2018,1,1001066,68,44
2018,1,1001065,103,52
2018,1,1001064,74,47
2018,1,1001063,97,55
2018,1,1001062,84,45
2018,1,1001061,115,47
2018,1,1001060,76,58
2018,1,1001059,105,46
2018,1,1001058,90,44
2018,1,1001057,91,50
2018,1,1001056,93,43
2018,1,1001055,96,55
2018,1,1001054,99,54
2018,1,1001053,83,49
2018,1,1001052,83,43
2018,1,1001051,88,53
2018,1,1001050,92,48
2018,1,1001049,125,54
2018,1,1001048,93,46
2018,1,1001047,98,44
2018,1,1001046,100,43
2018,1,1001045,96,50
2018,1,1001044,94,47
2018,1,1001043,113,54
2018,1,1001042,89,50
2018,1,1001041,94,50
2018,1,1001040,113,58
2018,1,1001039,104,48
2018,1,1001038,63,43
2018,1,1001037,101,52
2018,1,1001036,81,40
2018,1,1001035,97,46
2018,1,1001034,106,51
2018,1,1001033,126,54
2018,1,1001032,81,47
2018,1,1001031,102,56
2018,1,1001030,100,52
2018,1,1001029,150,55
2018,1,1001028,108,57
2018,1,1001027,70,45
2018,1,1001026,110,47
2018,1,1001025,86,48
2018,1,1001024,94,51
2018,1,1001023,69,47
2018,1,1001022,98,50
2018,1,1001021,68,43
2018,1,1001020,49,36
2018,1,1001019,125,49
2018,1,1001018,92,40
2018,1,1001017,111,51
2018,1,1001016,101,48
2018,1,1001015,69,46
2018,1,1001014,203,77
2018,1,1001013,94,48
2018,1,1001012,84,45
2018,1,1001011,106,53
2018,1,1001010,91,41
2018,1,1001009,105,51
2018,1,1001008,94,52
2018,1,1001007,97,53
2018,1,1001006,86,51
2018,1,1001005,109,47
2018,1,1001004,86,45
2018,1,1001003,81,43
2018,1,1001002,94,43
2018,1,1001001,87,51
2018,1,1001000,89,43
2018,1,1000999,88,49
2018,1,1000998,93,46
2018,1,1000997,110,52
2018,1,1000996,127,48
2018,1,1000995,113,52
2018,1,1000994,85,48
2018,1,1000993,89,49
2018,1,1000992,109,48
2018,1,1000991,108,45
2018,1,1000990,99,43
2018,1,1000989,99,48
2018,1,1000988,80,42
2018,1,1000987,72,43
2018,1,1000986,100,40
2018,1,1000985,89,46
2018,1,1000984,104,49
2018,1,1000983,99,48
2018,1,1000982,92,48
2018,1,1000981,109,51
2018,1,1000980,84,46
2018,1,1000979,86,46
2018,1,1000978,92,45
2018,1,1000977,95,50
2018,1,1000976,93,50
2018,1,1000975,114,55
2018,1,1000974,100,46
2018,1,1000973,117,55
2018,1,1000972,88,45
2018,1,1000971,88,50
2018,1,1000970,90,48
2018,1,1000969,121,55
2018,1,1000968,92,50
2018,1,1000967,90,47
2018,1,1000966,120,51
2018,1,1000965,99,50
2018,1,1000964,94,42
2018,1,1000963,98,49
2018,1,1000962,99,48
2018,1,1000961,85,49
2018,1,1000960,96,45
2018,1,1000959,88,44
2018,1,1000958,79,43
2018,1,1000957,88,45
2018,1,1000956,88,47
2018,1,1000955,92,45
2018,1,1000954,94,45
2018,1,1000953,102,48
2018,1,1000952,104,48
2018,1,1000951,92,44
2018,1,1000950,87,44
2018,1,1000949,90,49
2018,1,1000948,101,47
2018,1,1000947,82,44
2018,1,1000946,99,47
2018,1,1000945,94,47
2018,1,1000944,94,47
2018,1,1000943,90,41
2018,1,1000942,114,50
2018,1,1000941,92,49
2018,1,1000940,106,55
2018,1,1000939,90,52
2018,1,1000938,80,46
2018,1,1000937,96,48
2018,1,1000936,76,47
2018,1,1000935,88,48
2018,1,1000934,93,49
2018,1,1000933,106,52
2018,1,1000932,95,45
2018,1,1000931,109,55
2018,1,1000930,80,44
2018,1,1000929,83,36
2018,1,1000928,108,56
2018,1,1000927,78,41
2018,1,1000926,73,46
2018,1,1000925,92,52
2018,1,1000924,88,44
2018,1,1000923,81,40
2018,1,1000922,78,45
2018,1,1000921,94,44
2018,1,1000920,81,43
2018,1,1000919,85,48
2018,1,1000918,90,51
2018,1,1000917,84,49
2018,1,1000916,89,42
2018,1,1000915,86,40
2018,1,1000914,87,47
2018,1,1000913,80,46
2018,1,1000912,87,50
2018,1,1000911,70,47
2018,1,1000910,86,47
2018,1,1000909,77,52
2018,1,1000908,77,42
2018,1,1000907,93,47
2018,1,1000906,79,46
2018,1,1000905,66,43
2018,1,1000904,89,44
2018,1,1000903,111,45
2018,1,1000902,91,48
2018,1,1000901,96,48
2018,1,1000900,98,48
2018,1,1000899,84,45
2018,1,1000898,79,52
2018,1,1000897,86,41
2018,1,1000896,80,49
2018,1,1000895,93,45
2018,1,1000894,93,42
2018,1,1000893,89,48
2018,1,1000892,112,50
2018,1,1000891,101,47
2018,1,1000890,110,46
2018,1,1000889,104,45
2018,1,1000888,107,46
2018,1,1000887,89,55
2018,1,1000886,80,41
2018,1,1000885,111,45
2018,1,1000884,96,48
2018,1,1000883,95,43
2018,1,1000882,104,54
2018,1,1000881,81,45
2018,1,1000880,84,47
2018,1,1000879,80,46
2018,1,1000878,92,50
2018,1,1000877,93,43
2018,1,1000876,97,47
2018,1,1000875,103,47
2018,1,1000874,142,61
2018,1,1000873,108,50
2018,1,1000872,89,50
2018,1,1000871,105,54
2018,1,1000870,104,50
2018,1,1000869,116,48
2018,1,1000868,106,39
2018,1,1000867,113,55
2018,1,1000866,96,49
2018,1,1000865,101,46
2018,1,1000864,90,52
2018,1,1000863,104,47
2018,1,1000862,88,54
2018,1,1000861,112,43
2018,1,1000860,101,41
2018,1,1000859,86,53
2018,1,1000858,89,51
2018,1,1000857,89,47
2018,1,1000856,111,49
2018,1,1000855,76,46
2018,1,1000854,105,55
2018,1,1000853,118,50
2018,1,1000852,96,48
2018,1,1000851,103,49
2018,1,1000850,107,46
2018,1,1000849,108,47
2018,1,1000848,116,51
2018,1,1000847,93,44
2018,1,1000846,94,50
2018,1,1000845,94,48
2018,1,1000844,104,52
2018,1,1000843,159,68
2018,1,1000842,137,59
2018,1,1000841,116,71
2018,1,1000840,143,50
2018,1,1000839,81,47
2018,1,1000838,91,53
2018,1,1000837,93,48
2018,1,1000836,95,49
2018,1,1000835,105,57
2018,1,1000834,109,49
2018,1,1000833,101,48
2018,1,1000832,97,53
2018,1,1000831,109,48
2018,1,1000830,110,49
2018,1,1000829,107,49
2018,1,1000828,68,45
2018,1,1000827,103,46
2018,1,1000826,102,53
2018,1,1000825,91,46
2018,1,1000824,98,52
2018,1,1000823,94,49
2018,1,1000822,98,51
2018,1,1000821,94,45
2018,1,1000820,81,43
2018,1,1000819,156,58
2018,1,1000818,99,50
2018,1,1000817,108,51
2018,1,1000816,84,52
2018,1,1000815,90,51
2018,1,1000814,88,47
2018,1,1000813,75,59
2018,1,1000812,88,47
2018,1,1000811,101,42
2018,1,1000810,79,50
2018,1,1000809,103,50
2018,1,1000808,107,57
2018,1,1000807,101,53
2018,1,1000806,73,47
2018,1,1000805,115,89
2018,1,1000804,104,57
2018,1,1000803,91,50
2018,1,1000802,115,55
2018,1,1000801,105,55
2018,1,1000800,110,51
2018,1,1000799,79,49
2018,1,1000798,110,48
2018,1,1000797,97,46
2018,1,1000796,97,47
2018,1,1000795,110,52
2018,1,1000794,98,53
2018,1,1000793,101,49
2018,1,1000792,82,41
2018,1,1000791,119,60
2018,1,1000790,114,54
2018,1,1000789,117,56
2018,1,1000788,80,53
2018,1,1000787,127,54
2018,1,1000786,110,48
2018,1,1000785,83,55
2018,1,1000784,81,61
2018,1,1000783,90,50
2018,1,1000782,90,49
2018,1,1000781,78,47
2018,1,1000780,81,55
2018,1,1000779,88,48
2018,1,1000778,116,64
2018,1,1000777,97,55
2018,1,1000776,134,63
2018,1,1000775,134,64
2018,1,1000774,93,58
2018,1,1000773,115,49
2018,1,1000772,90,47
2018,1,1000771,82,46
2018,1,1000770,107,48
2018,1,1000769,79,50
2018,1,1000768,119,49
2018,1,1000767,102,57
2018,1,1000766,111,50
2018,1,1000765,124,58
2018,1,1000764,110,59
2018,1,1000763,85,67
2018,1,1000762,152,87
2018,1,1000761,77,53
2018,1,1000760,87,56
2018,1,1000759,89,49
2018,1,1000758,127,52
2018,1,1000757,106,51
2018,1,1000756,109,51
2018,1,1000755,79,44
2018,1,1000754,96,49
2018,1,1000753,127,48
2018,1,1000752,75,44
2018,1,1000751,116,53
2018,1,1000750,134,59
2018,1,1000749,115,49
2018,1,1000748,114,49
2018,1,1000747,86,47
2018,1,1000746,92,58
2018,1,1000745,89,52
2018,1,1000744,119,47
2018,1,1000743,91,50
2018,1,1000742,110,56
2018,1,1000741,101,48
2018,1,1000740,104,50
2018,1,1000739,105,46
2018,1,1000738,91,46
2018,1,1000737,100,48
2018,1,1000736,138,60
2018,1,1000735,96,57
2018,1,1000734,86,46
2018,1,1000733,111,49
2018,1,1000732,95,54
2018,1,1000731,104,52
2018,1,1000730,96,46
2018,1,1000729,101,53
2018,1,1000728,119,48
2018,1,1000727,138,42
2018,1,1000726,105,49
2018,1,1000725,122,59
2018,1,1000724,96,56
2018,1,1000723,127,48
2018,1,1000722,127,59
2018,1,1000721,125,69
2018,1,1000720,72,54
2018,1,1000719,98,46
2018,1,1000718,115,43
2018,1,1000717,106,54
2018,1,1000716,119,77
2018,1,1000715,105,53
2018,1,1000714,102,44
2018,1,1000713,94,59
2018,1,1000712,88,52
2018,1,1000711,130,50
2018,1,1000710,110,54
2018,1,1000709,149,55
2018,1,1000708,95,47
2018,1,1000707,72,45
2018,1,1000706,129,54
2018,1,1000705,122,52
2018,1,1000704,121,48
2018,1,1000703,98,52
2018,1,1000702,87,41
2018,1,1000701,134,45
2018,1,1000700,129,61
2018,1,1000699,80,54
2018,1,1000698,131,50
2018,1,1000697,110,41
2018,1,1000696,126,51
2018,1,1000695,107,48
2018,1,1000694,126,44
2018,1,1000693,74,42
2018,1,1000692,104,47
2018,1,1000691,105,50
2018,1,1000690,91,51
2018,1,1000689,83,46
2018,1,1000688,85,53
2018,1,1000687,148,57
2018,1,1000686,85,49
2018,1,1000685,95,77
2018,1,1000684,110,54
2018,1,1000683,107,47
2018,1,1000682,96,51
2018,1,1000681,127,52
2018,1,1000680,117,50
2018,1,1000679,103,48
2018,1,1000678,101,48
2018,1,1000677,111,58
2018,1,1000676,130,62
2018,1,1000675,100,46
2018,1,1000674,106,46
2018,1,1000673,106,48
2018,1,1000672,101,46
2018,1,1000671,86,46
2018,1,1000670,94,53
2018,1,1000669,91,54
2018,1,1000668,105,59
2018,1,1000667,97,42
2018,1,1000666,93,50
2018,1,1000665,113,52
2018,1,1000664,105,53
2018,1,1000663,107,51
2018,1,1000662,93,51
2018,1,1000661,99,45
2018,1,1000660,122,46
2018,1,1000659,96,43
2018,1,1000658,105,47
2018,1,1000657,115,57
2018,1,1000656,117,44
2018,1,1000655,96,49
2018,1,1000654,114,51
2018,1,1000653,86,48
2018,1,1000652,94,49
2018,1,1000651,97,63
2018,1,1000650,103,49
2018,1,1000649,134,67
2018,1,1000648,78,50
2018,1,1000647,110,59
2018,1,1000646,99,55
2018,1,1000645,81,46
2018,1,1000644,89,52
2018,1,1000643,59,50
2018,1,1000642,94,51
2018,1,1000641,108,53
2018,1,1000640,112,43
2018,1,1000639,104,47
2018,1,1000638,110,45
2018,1,1000637,109,52
2018,1,1000636,101,54
2018,1,1000635,116,51
2018,1,1000634,96,50
2018,1,1000633,109,47
2018,1,1000632,114,48
2018,1,1000631,108,45
2018,1,1000630,100,42
2018,1,1000629,121,51
2018,1,1000628,113,50
2018,1,1000627,100,42
2018,1,1000626,97,47
2018,1,1000625,97,56
2018,1,1000624,102,44
2018,1,1000623,80,59
2018,1,1000622,91,50
2018,1,1000621,101,52
2018,1,1000620,99,53
2018,1,1000619,112,45
2018,1,1000618,104,41
2018,1,1000617,104,55
2018,1,1000616,112,45
2018,1,1000615,101,52
2018,1,1000614,111,54
2018,1,1000613,111,54
2018,1,1000612,125,48
2018,1,1000611,126,58
2018,1,1000610,90,47
2018,1,1000609,98,51
2018,1,1000608,94,49
2018,1,1000607,77,52
2018,1,1000606,90,45
2018,1,1000605,96,48
2018,1,1000604,95,46
2018,1,1000603,88,46
2018,1,1000602,109,55
2018,1,1000601,107,54
2018,1,1000600,113,54
2018,1,1000599,114,48
2018,1,1000598,82,51
2018,1,1000597,113,52
2018,1,1000596,94,53
2018,1,1000595,112,53
2018,1,1000594,92,47
2018,1,1000593,83,47
2018,1,1000592,111,47
2018,1,1000591,89,47
2018,1,1000590,83,47
2018,1,1000589,98,53
2018,1,1000588,101,46
2018,1,1000587,85,43
2018,1,1000586,104,52
2018,1,1000585,97,44
2018,1,1000584,67,45
2018,1,1000583,86,39
2018,1,1000582,101,46
2018,1,1000581,104,43
2018,1,1000580,94,44
2018,1,1000579,80,50
2018,1,1000578,105,52
2018,1,1000577,86,51
2018,1,1000576,91,52
2018,1,1000575,86,47
2018,1,1000574,90,50
2018,1,1000573,92,46
2018,1,1000572,99,52
2018,1,1000571,84,43
2018,1,1000570,85,47
2018,1,1000569,86,43
2018,1,1000568,137,58
2018,1,1000567,132,55
2018,1,1000566,87,44
2018,1,1000565,104,46
2018,1,1000564,89,46
2018,1,1000563,99,50
2018,1,1000562,75,51
2018,1,1000561,77,47
2018,1,1000560,82,44
2018,1,1000559,77,48
2018,1,1000558,88,49
2018,1,1000557,78,45
2018,1,1000556,87,46
2018,1,1000555,107,48
2018,1,1000554,105,43
2018,1,1000553,92,47
2018,1,1000552,96,47
2018,1,1000551,102,57
2018,1,1000550,109,45
2018,1,1000549,103,42
2018,1,1000548,128,55
2018,1,1000547,112,46
2018,1,1000546,116,56
2018,1,1000545,126,53
2018,1,1000544,114,47
2018,1,1000543,92,45
2018,1,1000542,118,54
2018,1,1000541,94,44
2018,1,1000540,100,49
2018,1,1000539,104,49
2018,1,1000538,87,54
2018,1,1000537,108,47
2018,1,1000536,110,48
2018,1,1000535,137,64
2018,1,1000534,99,52
2018,1,1000533,99,47
2018,1,1000532,85,48
2018,1,1000531,108,47
2018,1,1000530,98,44
2018,1,1000529,95,44
2018,1,1000528,88,45
2018,1,1000527,75,52
2018,1,1000526,91,53
2018,1,1000525,92,43
2018,1,1000524,105,52
2018,1,1000523,97,44
2018,1,1000522,76,43
2018,1,1000521,89,45
2018,1,1000520,96,47
2018,1,1000519,89,48
2018,1,1000518,92,49
2018,1,1000517,84,49
2018,1,1000516,121,64
2018,1,1000515,100,51
2018,1,1000514,80,54
2018,1,1000513,112,52
2018,1,1000512,93,51
2018,1,1000511,107,49
2018,1,1000510,103,44
2018,1,1000509,96,46
2018,1,1000508,105,47
2018,1,1000507,123,45
2018,1,1000506,118,56
2018,1,1000505,63,55
2018,1,1000504,87,46
2018,1,1000503,84,44
2018,1,1000502,82,55
2018,1,1000501,89,47
2018,1,1000500,83,47
2018,1,1000499,89,47
2018,1,1000498,90,49
2018,1,1000497,64,42
2018,1,1000496,63,51
2018,1,1000495,57,41
2018,1,1000494,50,46
2018,1,1000493,75,45
2018,1,1000492,66,49
2018,1,1000491,71,50
2018,1,1000490,133,52
2018,1,1000489,138,78
2018,1,1000488,79,47
2018,1,1000487,102,56
2018,1,1000486,147,59
2018,1,1000485,56,50
2018,1,1000484,77,46
2018,1,1000483,44,33
2018,1,1000482,106,46
2018,1,1000481,85,49
2018,1,1000480,95,51
2018,1,1000479,89,47
2018,1,1000478,92,55
2018,1,1000477,66,53
2018,1,1000476,71,45
2018,1,1000475,91,41
2018,1,1000474,111,55
2018,1,1000473,105,50
2018,1,1000472,111,57
2018,1,1000471,85,46
2018,1,1000470,31,43
2018,1,1000469,72,46
2018,1,1000468,62,51
2018,1,1000467,93,48
2018,1,1000466,80,44
2018,1,1000465,78,47
2018,1,1000464,112,62
2018,1,1000463,114,54
2018,1,1000462,89,59
2018,1,1000461,96,49
2018,1,1000460,123,51
2018,1,1000459,112,57
2018,1,1000458,99,57
2018,1,1000457,95,58
2018,1,1000456,100,71
2018,1,1000455,122,51
2018,1,1000454,108,58
2018,1,1000453,154,65
2018,1,1000452,109,57
2018,1,1000451,88,59
2018,1,1000450,118,59
2018,1,1000449,108,54
2018,1,1000448,112,59
2018,1,1000447,89,47
2018,1,1000446,102,50
2018,1,1000445,95,59
2018,1,1000444,179,78
2018,1,1000443,96,52
2018,1,1000442,102,58
2018,1,1000441,116,53
2018,1,1000440,132,62
2018,1,1000439,130,59
2018,1,1000438,96,54
2018,1,1000437,82,46
2018,1,1000436,91,60
2018,1,1000435,113,59
2018,1,1000434,95,66
2018,1,1000433,108,50
2018,1,1000432,92,39
2018,1,1000431,89,46
2018,1,1000430,88,43
2018,1,1000429,93,61
2018,1,1000428,141,60
2018,1,1000427,105,49
2018,1,1000426,112,48
2018,1,1000425,93,52
2018,1,1000424,109,55
2018,1,1000423,106,47
2018,1,1000422,121,54
2018,1,1000421,117,57
2018,1,1000420,96,52
2018,1,1000419,106,51
2018,1,1000418,111,51
2018,1,1000417,102,46
2018,1,1000416,88,44
2018,1,1000415,84,47
2018,1,1000414,118,64
2018,1,1000413,100,49
2018,1,1000412,121,55
2018,1,1000411,83,49
2018,1,1000410,79,59
2018,1,1000409,86,50
2018,1,1000408,110,58
2018,1,1000407,95,58
2018,1,1000406,86,46
2018,1,1000405,89,48
2018,1,1000404,82,51
2018,1,1000403,82,46
2018,1,1000402,83,53
2018,1,1000401,103,48
2018,1,1000400,80,45
2018,1,1000399,92,50
2018,1,1000398,88,52
2018,1,1000397,138,62
2018,1,1000396,86,51
2018,1,1000395,106,52
2018,1,1000394,111,49
2018,1,1000393,90,50
2018,1,1000392,118,59
2018,1,1000391,80,42
2018,1,1000390,110,46
2018,1,1000389,95,55
2018,1,1000388,108,53
2018,1,1000387,91,46
2018,1,1000386,88,44
2018,1,1000385,98,54
2018,1,1000384,104,42
2018,1,1000383,90,43
2018,1,1000382,89,46
2018,1,1000381,80,50
2018,1,1000380,84,53
2018,1,1000379,106,49
2018,1,1000378,102,48
2018,1,1000377,72,43
2018,1,1000376,104,52
2018,1,1000375,100,47
2018,1,1000374,112,52
2018,1,1000373,86,45
2018,1,1000372,102,47
2018,1,1000371,96,45
2018,1,1000370,97,49
2018,1,1000369,98,46
2018,1,1000368,93,54
2018,1,1000367,86,47
2018,1,1000366,106,53
2018,1,1000365,102,48
2018,1,1000364,93,53
2018,1,1000363,84,50
2018,1,1000362,85,44
2018,1,1000361,109,49
2018,1,1000360,91,47
2018,1,1000359,83,48
2018,1,1000358,90,47
2018,1,1000357,98,46
2018,1,1000356,91,45
2018,1,1000355,86,45
2018,1,1000354,92,44
2018,1,1000353,79,43
2018,1,1000352,103,48
2018,1,1000351,88,43
2018,1,1000350,80,37
2018,1,1000349,104,45
2018,1,1000348,89,46
2018,1,1000347,85,50
2018,1,1000346,99,49
2018,1,1000345,99,51
2018,1,1000344,109,46
2018,1,1000343,89,49
2018,1,1000342,85,38
2018,1,1000341,108,50
2018,1,1000340,77,45
2018,1,1000339,97,42
2018,1,1000338,108,54
2018,1,1000337,97,51
2018,1,1000336,96,47
2018,1,1000335,91,43
2018,1,1000334,95,58
2018,1,1000333,88,54
2018,1,1000332,129,56
2018,1,1000331,126,51
2018,1,1000330,78,42
2018,1,1000329,96,54
2018,1,1000328,109,51
2018,1,1000327,90,40
2018,1,1000326,73,44
2018,1,1000325,83,53
2018,1,1000324,93,45
2018,1,1000323,99,44
2018,1,1000322,90,50
2018,1,1000321,122,54
2018,1,1000320,104,46
2018,1,1000319,102,39
2018,1,1000318,96,51
2018,1,1000317,98,53
2018,1,1000316,87,45
2018,1,1000315,106,42
2018,1,1000314,97,46
2018,1,1000313,100,52
2018,1,1000312,120,52
2018,1,1000311,106,66
2018,1,1000310,95,52
2018,1,1000309,102,54
2018,1,1000308,108,43
2018,1,1000307,129,68
2018,1,1000306,53,41
2018,1,1000305,101,53
2018,1,1000304,112,66
2018,1,1000303,120,56
2018,1,1000302,96,57
2018,1,1000301,96,54
2018,1,1000300,121,59
2018,1,1000299,109,64
2018,1,1000298,111,64
2018,1,1000297,116,61
2018,1,1000296,124,68
2018,1,1000295,92,49
2018,1,1000294,99,45
2018,1,1000293,89,51
2018,1,1000292,94,55
2018,1,1000291,84,50
2018,1,1000290,69,44
2018,1,1000289,108,60
2018,1,1000288,94,51
2018,1,1000287,118,55
2018,1,1000286,120,56
2018,1,1000285,98,55
2018,1,1000284,92,52
2018,1,1000283,114,60
2018,1,1000282,89,59
2018,1,1000281,86,51
2018,1,1000280,98,51
2018,1,1000279,65,47
2018,1,1000278,96,52
2018,1,1000277,75,43
2018,1,1000276,112,50
2018,1,1000275,112,41
2018,1,1000274,116,50
2018,1,1000273,109,56
2018,1,1000272,113,72
2018,1,1000271,118,63
2018,1,1000270,95,46
2018,1,1000269,88,53
2018,1,1000268,87,54
2018,1,1000267,146,60
2018,1,1000266,118,63
2018,1,1000265,125,56
2018,1,1000264,120,48
2018,1,1000263,121,58
2018,1,1000262,119,43
2018,1,1000261,155,55
2018,1,1000260,96,43
2018,1,1000259,96,42
2018,1,1000258,119,48
2018,1,1000257,107,48
2018,1,1000256,91,48
2018,1,1000255,74,52
2018,1,1000254,115,57
2018,1,1000253,104,44
2018,1,1000252,95,45
2018,1,1000251,96,47
2018,1,1000250,110,59
2018,1,1000249,107,50
2018,1,1000248,111,44
2018,1,1000247,101,45
2018,1,1000246,100,49
2018,1,1000245,92,49
2018,1,1000244,106,43
2018,1,1000243,83,49
2018,1,1000242,108,46
2018,1,1000241,96,50
2018,1,1000240,92,48
2018,1,1000239,92,47
2018,1,1000238,84,48
2018,1,1000237,104,50
2018,1,1000236,82,50
2018,1,1000235,114,56
2018,1,1000234,110,48
2018,1,1000233,103,46
2018,1,1000232,98,48
2018,1,1000231,113,51
2018,1,1000230,105,49
2018,1,1000229,109,44
2018,1,1000228,121,50
2018,1,1000227,93,57
2018,1,1000226,89,54
2018,1,1000225,54,51
2018,1,1000224,93,49
2018,1,1000223,74,47
2018,1,1000222,115,52
2018,1,1000221,108,55
2018,1,1000220,101,52
2018,1,1000219,144,76
2018,1,1000218,107,52
2018,1,1000217,97,44
2018,1,1000216,111,51
2018,1,1000215,105,51
2018,1,1000214,101,43
2018,1,1000213,135,56
2018,1,1000212,120,43
2018,1,1000211,147,86
2018,1,1000210,95,50
2018,1,1000209,136,50
2018,1,1000208,97,62
2018,1,1000207,104,48
2018,1,1000206,126,61
2018,1,1000205,143,52
2018,1,1000204,79,55
2018,1,1000203,109,55
2018,1,1000202,112,44
2018,1,1000201,101,46
2018,1,1000200,113,46
2018,1,1000199,113,46
2018,1,1000198,88,49
2018,1,1000197,107,44
2018,1,1000196,116,49
2018,1,1000195,108,44
2018,1,1000194,131,47
2018,1,1000193,108,46
2018,1,1000192,126,61
2018,1,1000191,148,52
2018,1,1000190,133,57
2018,1,1000189,89,50
2018,1,1000188,89,56
2018,1,1000187,93,68
2018,1,1000186,87,50
2018,1,1000185,96,55
2018,1,1000184,120,53
2018,1,1000183,153,48
2018,1,1000182,117,47
2018,1,1000181,113,53
2018,1,1000180,93,49
2018,1,1000179,74,51
2018,1,1000178,93,46
2018,1,1000177,94,46
2018,1,1000176,84,41
2018,1,1000175,110,51
2018,1,1000174,123,50
2018,1,1000173,114,52
2018,1,1000172,103,57
2018,1,1000171,100,53
2018,1,1000170,108,48
2018,1,1000169,78,47
2018,1,1000168,84,47
2018,1,1000167,79,54
2018,1,1000166,107,52
2018,1,1000165,79,44
2018,1,1000164,107,63
2018,1,1000163,107,52
2018,1,1000162,84,51
2018,1,1000161,89,53
2018,1,1000160,89,42
2018,1,1000159,110,49
2018,1,1000158,102,45
2018,1,1000157,78,52
2018,1,1000156,90,49
2018,1,1000155,81,57
2018,1,1000154,82,51
2018,1,1000153,97,46
2018,1,1000152,109,49
2018,1,1000151,107,54
2018,1,1000150,108,51
2018,1,1000149,121,56
2018,1,1000148,93,49
2018,1,1000147,98,40
2018,1,1000146,88,51
2018,1,1000145,145,56
2018,1,1000144,93,48
2018,1,1000143,86,41
2018,1,1000142,81,45
2018,1,1000141,77,43
2018,1,1000140,107,49
2018,1,1000139,76,54
2018,1,1000138,83,46
2018,1,1000137,91,44
2018,1,1000136,92,48
2018,1,1000135,104,44
2018,1,1000134,99,54
2018,1,1000133,113,52
2018,1,1000132,85,52
2018,1,1000131,125,53
2018,1,1000130,168,62
2018,1,1000129,108,50
2018,1,1000128,91,55
2018,1,1000127,125,46
2018,1,1000126,80,42
2018,1,1000125,82,53
2018,1,1000124,112,52
2018,1,1000123,113,54
2018,1,1000122,126,59
2018,1,1000121,98,55
2018,1,1000120,91,52
2018,1,1000119,97,59
2018,1,1000118,110,52
2018,1,1000117,124,54
2018,1,1000116,88,50
2018,1,1000115,90,60
2018,1,1000114,86,46
2018,1,1000113,89,58
2018,1,1000112,111,51
2018,1,1000111,126,48
2018,1,1000110,101,51
2018,1,1000109,73,51
2018,1,1000108,82,48
2018,1,1000107,118,52
2018,1,1000106,101,50
2018,1,1000105,59,45
2018,1,1000104,87,49
2018,1,1000103,94,59
2018,1,1000102,103,68
2018,1,1000101,93,64
2018,1,1000100,93,50
2018,1,1000099,103,57
2018,1,1000098,98,59
2018,1,1000097,81,65
2018,1,1000096,87,46
2018,1,1000095,128,60
2018,1,1000094,109,56
2018,1,1000093,133,57
2018,1,1000092,75,53
2018,1,1000091,134,53
2018,1,1000090,124,66
2018,1,1000089,94,60
2018,1,1000088,95,50
2018,1,1000087,93,63
2018,1,1000086,100,48
2018,1,1000085,78,47
2018,1,1000084,71,44
2018,1,1000083,171,63
2018,1,1000082,100,61
