year,quarter,district,open_rate,close_rate
2016,2,1001077,67,40
2016,2,1001076,70,55
2016,2,1001075,100,51
2016,2,1001074,86,39
2016,2,1001073,78,41
2016,2,1001072,88,51
2016,2,1001071,75,47
2016,2,1001070,78,41
2016,2,1001069,69,46
2016,2,1001068,89,46
2016,2,1001067,105,55
2016,2,1001066,70,42
2016,2,1001065,96,50
2016,2,1001064,73,46
2016,2,1001063,93,52
2016,2,1001062,78,43
2016,2,1001061,107,44
2016,2,1001060,89,56
2016,2,1001059,92,44
2016,2,1001058,83,42
2016,2,1001057,88,46
2016,2,1001056,86,42
2016,2,1001055,89,54
2016,2,1001054,92,53
2016,2,1001053,80,46
2016,2,1001052,73,42
2016,2,1001051,83,52
2016,2,1001050,90,46
2016,2,1001049,117,52
2016,2,1001048,91,44
2016,2,1001047,93,42
2016,2,1001046,95,41
2016,2,1001045,92,48
2016,2,1001044,88,45
2016,2,1001043,107,52
2016,2,1001042,91,46
2016,2,1001041,91,48
2016,2,1001040,108,57
2016,2,1001039,97,45
2016,2,1001038,62,42
2016,2,1001037,95,50
2016,2,1001036,79,39
2016,2,1001035,87,46
2016,2,1001034,98,49
2016,2,1001033,119,52
2016,2,1001032,75,47
2016,2,1001031,101,54
2016,2,1001030,95,49
2016,2,1001029,143,53
2016,2,1001028,105,56
2016,2,1001027,62,44
2016,2,1001026,109,46
2016,2,1001025,82,46
2016,2,1001024,89,48
2016,2,1001023,64,46
2016,2,1001022,96,47
2016,2,1001021,65,41
2016,2,1001020,47,34
2016,2,1001019,115,49
2016,2,1001018,87,38
2016,2,1001017,104,50
2016,2,1001016,94,45
2016,2,1001015,61,45
2016,2,1001014,196,69
2016,2,1001013,77,41
2016,2,1001012,76,42
2016,2,1001011,101,52
2016,2,1001010,82,39
2016,2,1001009,100,50
2016,2,1001008,90,52
2016,2,1001007,85,53
2016,2,1001006,85,47
2016,2,1001005,108,43
2016,2,1001004,87,41
2016,2,1001003,83,41
2016,2,1001002,88,40
2016,2,1001001,80,51
2016,2,1001000,82,42
2016,2,1000999,79,49
2016,2,1000998,91,42
2016,2,1000997,100,50
2016,2,1000996,114,47
2016,2,1000995,102,50
2016,2,1000994,84,45
2016,2,1000993,90,45
2016,2,1000992,97,46
2016,2,1000991,102,41
2016,2,1000990,94,42
2016,2,1000989,92,47
2016,2,1000988,76,41
2016,2,1000987,70,42
2016,2,1000986,94,38
2016,2,1000985,81,45
2016,2,1000984,98,46
2016,2,1000983,98,45
2016,2,1000982,85,45
2016,2,1000981,100,49
2016,2,1000980,87,44
2016,2,1000979,82,43
2016,2,1000978,82,45
2016,2,1000977,94,47
2016,2,1000976,84,51
2016,2,1000975,107,49
2016,2,1000974,97,43
2016,2,1000973,108,52
2016,2,1000972,81,43
2016,2,1000971,86,48
2016,2,1000970,102,45
2016,2,1000969,115,55
2016,2,1000968,90,48
2016,2,1000967,94,43
2016,2,1000966,109,50
2016,2,1000965,98,46
2016,2,1000964,89,40
2016,2,1000963,89,48
2016,2,1000962,94,46
2016,2,1000961,86,47
2016,2,1000960,94,42
2016,2,1000959,82,43
2016,2,1000958,76,42
2016,2,1000957,83,43
2016,2,1000956,82,45
2016,2,1000955,89,43
2016,2,1000954,88,44
2016,2,1000953,95,47
2016,2,1000952,95,48
2016,2,1000951,95,42
2016,2,1000950,91,42
2016,2,1000949,86,48
2016,2,1000948,92,46
2016,2,1000947,85,43
2016,2,1000946,94,44
2016,2,1000945,89,44
2016,2,1000944,87,44
2016,2,1000943,86,39
2016,2,1000942,103,48
2016,2,1000941,86,47
2016,2,1000940,105,51
2016,2,1000939,89,49
2016,2,1000938,74,44
2016,2,1000937,84,47
2016,2,1000936,73,45
2016,2,1000935,85,45
2016,2,1000934,86,48
2016,2,1000933,99,48
2016,2,1000932,95,43
2016,2,1000931,109,52
2016,2,1000930,75,42
2016,2,1000929,79,35
2016,2,1000928,103,53
2016,2,1000927,78,39
2016,2,1000926,80,45
2016,2,1000925,88,49
2016,2,1000924,83,43
2016,2,1000923,76,39
2016,2,1000922,78,43
2016,2,1000921,90,41
2016,2,1000920,75,42
2016,2,1000919,82,46
2016,2,1000918,86,47
2016,2,1000917,83,48
2016,2,1000916,82,41
2016,2,1000915,76,42
2016,2,1000914,82,46
2016,2,1000913,81,44
2016,2,1000912,84,49
2016,2,1000911,69,45
2016,2,1000910,87,44
2016,2,1000909,74,48
2016,2,1000908,72,40
2016,2,1000907,85,46
2016,2,1000906,74,45
2016,2,1000905,60,45
2016,2,1000904,81,42
2016,2,1000903,100,44
2016,2,1000902,93,46
2016,2,1000901,86,46
2016,2,1000900,100,45
2016,2,1000899,79,45
2016,2,1000898,74,51
2016,2,1000897,80,38
2016,2,1000896,81,45
2016,2,1000895,90,43
2016,2,1000894,88,39
2016,2,1000893,88,45
2016,2,1000892,101,48
2016,2,1000891,103,45
2016,2,1000890,104,43
2016,2,1000889,94,43
2016,2,1000888,103,46
2016,2,1000887,93,56
2016,2,1000886,73,41
2016,2,1000885,101,44
2016,2,1000884,100,45
2016,2,1000883,91,40
2016,2,1000882,100,53
2016,2,1000881,74,44
2016,2,1000880,86,46
2016,2,1000879,77,45
2016,2,1000878,97,46
2016,2,1000877,85,42
2016,2,1000876,94,45
2016,2,1000875,98,45
2016,2,1000874,131,58
2016,2,1000873,98,47
2016,2,1000872,88,49
2016,2,1000871,100,52
2016,2,1000870,98,46
2016,2,1000869,110,47
2016,2,1000868,90,37
2016,2,1000867,113,51
2016,2,1000866,89,48
2016,2,1000865,86,46
2016,2,1000864,84,50
2016,2,1000863,100,44
2016,2,1000862,88,51
2016,2,1000861,97,43
2016,2,1000860,93,39
2016,2,1000859,85,50
2016,2,1000858,88,48
2016,2,1000857,85,45
2016,2,1000856,105,46
2016,2,1000855,70,44
2016,2,1000854,105,51
2016,2,1000853,102,49
2016,2,1000852,85,46
2016,2,1000851,93,46
2016,2,1000850,102,42
2016,2,1000849,106,46
2016,2,1000848,114,47
2016,2,1000847,90,42
2016,2,1000846,89,48
2016,2,1000845,94,46
2016,2,1000844,106,48
2016,2,1000843,144,70
2016,2,1000842,116,64
2016,2,1000841,121,67
2016,2,1000840,138,48
2016,2,1000839,78,45
2016,2,1000838,83,53
2016,2,1000837,89,46
2016,2,1000836,101,49
2016,2,1000835,103,55
2016,2,1000834,103,47
2016,2,1000833,91,47
2016,2,1000832,100,49
2016,2,1000831,99,47
2016,2,1000830,101,47
2016,2,1000829,104,47
2016,2,1000828,76,43
2016,2,1000827,95,44
2016,2,1000826,104,46
2016,2,1000825,91,42
2016,2,1000824,107,50
2016,2,1000823,92,47
2016,2,1000822,85,52
2016,2,1000821,88,43
2016,2,1000820,73,41
2016,2,1000819,145,54
2016,2,1000818,95,50
2016,2,1000817,103,50
2016,2,1000816,88,49
2016,2,1000815,90,48
2016,2,1000814,84,48
2016,2,1000813,73,65
2016,2,1000812,84,47
2016,2,1000811,96,40
2016,2,1000810,78,48
2016,2,1000809,102,48
2016,2,1000808,94,53
2016,2,1000807,85,55
2016,2,1000806,68,47
2016,2,1000805,104,92
2016,2,1000804,98,55
2016,2,1000803,89,47
2016,2,1000802,109,52
2016,2,1000801,98,52
2016,2,1000800,100,49
2016,2,1000799,84,48
2016,2,1000798,103,48
2016,2,1000797,88,46
2016,2,1000796,93,46
2016,2,1000795,115,47
2016,2,1000794,88,54
2016,2,1000793,97,48
2016,2,1000792,86,37
2016,2,1000791,110,60
2016,2,1000790,105,50
2016,2,1000789,98,57
2016,2,1000788,77,50
2016,2,1000787,114,55
2016,2,1000786,97,45
2016,2,1000785,80,52
2016,2,1000784,90,58
2016,2,1000783,86,47
2016,2,1000782,88,46
2016,2,1000781,80,47
2016,2,1000780,85,53
2016,2,1000779,85,46
2016,2,1000778,111,60
2016,2,1000777,91,57
2016,2,1000776,127,58
2016,2,1000775,132,61
2016,2,1000774,99,49
2016,2,1000773,106,46
2016,2,1000772,87,45
2016,2,1000771,75,46
2016,2,1000770,100,47
2016,2,1000769,84,46
2016,2,1000768,115,48
2016,2,1000767,90,50
2016,2,1000766,112,46
2016,2,1000765,123,52
2016,2,1000764,113,54
2016,2,1000763,96,72
2016,2,1000762,158,74
2016,2,1000761,68,53
2016,2,1000760,83,55
2016,2,1000759,92,45
2016,2,1000758,114,51
2016,2,1000757,100,51
2016,2,1000756,98,49
2016,2,1000755,71,43
2016,2,1000754,93,45
2016,2,1000753,126,44
2016,2,1000752,85,40
2016,2,1000751,107,49
2016,2,1000750,113,56
2016,2,1000749,105,46
2016,2,1000748,100,49
2016,2,1000747,80,48
2016,2,1000746,86,57
2016,2,1000745,81,51
2016,2,1000744,118,43
2016,2,1000743,88,48
2016,2,1000742,97,55
2016,2,1000741,91,48
2016,2,1000740,101,50
2016,2,1000739,98,45
2016,2,1000738,85,46
2016,2,1000737,94,46
2016,2,1000736,131,57
2016,2,1000735,92,57
2016,2,1000734,77,45
2016,2,1000733,105,47
2016,2,1000732,91,52
2016,2,1000731,87,53
2016,2,1000730,98,44
2016,2,1000729,92,48
2016,2,1000728,109,45
2016,2,1000727,127,40
2016,2,1000726,99,46
2016,2,1000725,123,55
2016,2,1000724,92,55
2016,2,1000723,122,44
2016,2,1000722,124,54
2016,2,1000721,109,69
2016,2,1000720,70,53
2016,2,1000719,94,43
2016,2,1000718,95,43
2016,2,1000717,104,52
2016,2,1000716,123,70
2016,2,1000715,89,54
2016,2,1000714,93,42
2016,2,1000713,93,57
2016,2,1000712,98,48
2016,2,1000711,117,45
2016,2,1000710,108,52
2016,2,1000709,116,49
2016,2,1000708,94,45
2016,2,1000707,72,44
2016,2,1000706,114,53
2016,2,1000705,112,49
2016,2,1000704,106,46
2016,2,1000703,89,51
2016,2,1000702,83,38
2016,2,1000701,115,42
2016,2,1000700,126,61
2016,2,1000699,84,52
2016,2,1000698,129,49
2016,2,1000697,103,38
2016,2,1000696,115,50
2016,2,1000695,96,46
2016,2,1000694,110,42
2016,2,1000693,70,42
2016,2,1000692,96,45
2016,2,1000691,93,47
2016,2,1000690,84,49
2016,2,1000689,73,48
2016,2,1000688,87,48
2016,2,1000687,132,54
2016,2,1000686,75,45
2016,2,1000685,89,74
2016,2,1000684,120,52
2016,2,1000683,104,43
2016,2,1000682,91,48
2016,2,1000681,111,49
2016,2,1000680,111,48
2016,2,1000679,98,46
2016,2,1000678,96,46
2016,2,1000677,110,52
2016,2,1000676,123,60
2016,2,1000675,97,44
2016,2,1000674,92,45
2016,2,1000673,101,47
2016,2,1000672,97,45
2016,2,1000671,84,44
2016,2,1000670,100,49
2016,2,1000669,96,48
2016,2,1000668,96,58
2016,2,1000667,85,42
2016,2,1000666,92,45
2016,2,1000665,111,50
2016,2,1000664,94,53
2016,2,1000663,98,53
2016,2,1000662,87,51
2016,2,1000661,87,44
2016,2,1000660,116,43
2016,2,1000659,93,42
2016,2,1000658,91,47
2016,2,1000657,106,53
2016,2,1000656,110,40
2016,2,1000655,98,47
2016,2,1000654,107,49
2016,2,1000653,80,46
2016,2,1000652,86,49
2016,2,1000651,95,64
2016,2,1000650,100,49
2016,2,1000649,116,66
2016,2,1000648,76,47
2016,2,1000647,98,54
2016,2,1000646,97,51
2016,2,1000645,83,46
2016,2,1000644,86,50
2016,2,1000643,68,51
2016,2,1000642,82,52
2016,2,1000641,99,50
2016,2,1000640,112,42
2016,2,1000639,89,47
2016,2,1000638,98,43
2016,2,1000637,101,50
2016,2,1000636,100,49
2016,2,1000635,125,48
2016,2,1000634,81,50
2016,2,1000633,103,43
2016,2,1000632,107,45
2016,2,1000631,103,44
2016,2,1000630,89,41
2016,2,1000629,111,48
2016,2,1000628,105,51
2016,2,1000627,87,42
2016,2,1000626,87,44
2016,2,1000625,96,53
2016,2,1000624,95,43
2016,2,1000623,80,59
2016,2,1000622,92,48
2016,2,1000621,90,50
2016,2,1000620,95,50
2016,2,1000619,103,43
2016,2,1000618,96,41
2016,2,1000617,100,51
2016,2,1000616,103,43
2016,2,1000615,95,49
2016,2,1000614,101,53
2016,2,1000613,106,49
2016,2,1000612,104,47
2016,2,1000611,115,56
2016,2,1000610,88,43
2016,2,1000609,90,46
2016,2,1000608,90,47
2016,2,1000607,70,52
2016,2,1000606,82,43
2016,2,1000605,90,47
2016,2,1000604,95,44
2016,2,1000603,77,45
2016,2,1000602,96,54
2016,2,1000601,108,54
2016,2,1000600,111,51
2016,2,1000599,113,43
2016,2,1000598,77,50
2016,2,1000597,103,50
2016,2,1000596,87,50
2016,2,1000595,105,48
2016,2,1000594,87,45
2016,2,1000593,78,44
2016,2,1000592,100,46
2016,2,1000591,72,47
2016,2,1000590,80,45
2016,2,1000589,99,49
2016,2,1000588,95,44
2016,2,1000587,77,40
2016,2,1000586,101,50
2016,2,1000585,88,43
2016,2,1000584,72,42
2016,2,1000583,82,36
2016,2,1000582,97,44
2016,2,1000581,94,40
2016,2,1000580,85,43
2016,2,1000579,77,49
2016,2,1000578,105,49
2016,2,1000577,80,51
2016,2,1000576,90,49
2016,2,1000575,79,45
2016,2,1000574,88,46
2016,2,1000573,86,46
2016,2,1000572,91,51
2016,2,1000571,78,41
2016,2,1000570,80,48
2016,2,1000569,78,42
2016,2,1000568,130,54
2016,2,1000567,127,48
2016,2,1000566,78,45
2016,2,1000565,107,42
2016,2,1000564,87,44
2016,2,1000563,93,49
2016,2,1000562,83,43
2016,2,1000561,71,46
2016,2,1000560,70,44
2016,2,1000559,76,47
2016,2,1000558,89,45
2016,2,1000557,78,40
2016,2,1000556,80,44
2016,2,1000555,96,47
2016,2,1000554,97,40
2016,2,1000553,89,47
2016,2,1000552,98,45
2016,2,1000551,96,55
2016,2,1000550,111,42
2016,2,1000549,93,40
2016,2,1000548,119,53
2016,2,1000547,97,46
2016,2,1000546,102,43
2016,2,1000545,116,49
2016,2,1000544,118,42
2016,2,1000543,85,43
2016,2,1000542,103,52
2016,2,1000541,85,43
2016,2,1000540,105,49
2016,2,1000539,91,47
2016,2,1000538,73,56
2016,2,1000537,103,45
2016,2,1000536,96,47
2016,2,1000535,137,55
2016,2,1000534,94,48
2016,2,1000533,91,46
2016,2,1000532,84,47
2016,2,1000531,95,47
2016,2,1000530,91,43
2016,2,1000529,87,42
2016,2,1000528,85,41
2016,2,1000527,68,52
2016,2,1000526,87,52
2016,2,1000525,81,40
2016,2,1000524,100,44
2016,2,1000523,92,43
2016,2,1000522,75,41
2016,2,1000521,88,43
2016,2,1000520,85,46
2016,2,1000519,85,44
2016,2,1000518,85,48
2016,2,1000517,76,48
2016,2,1000516,128,55
2016,2,1000515,94,49
2016,2,1000514,94,48
2016,2,1000513,114,48
2016,2,1000512,85,50
2016,2,1000511,102,46
2016,2,1000510,94,42
2016,2,1000509,92,44
2016,2,1000508,98,44
2016,2,1000507,112,43
2016,2,1000506,108,56
2016,2,1000505,64,55
2016,2,1000504,84,47
2016,2,1000503,86,40
2016,2,1000502,78,53
2016,2,1000501,82,45
2016,2,1000500,84,45
2016,2,1000499,83,46
2016,2,1000498,90,48
2016,2,1000497,61,42
2016,2,1000496,68,50
2016,2,1000495,53,41
2016,2,1000494,48,44
2016,2,1000493,73,46
2016,2,1000492,73,47
2016,2,1000491,69,48
2016,2,1000490,120,48
2016,2,1000489,123,69
2016,2,1000488,80,45
2016,2,1000487,101,54
2016,2,1000486,115,59
2016,2,1000485,63,42
2016,2,1000484,72,43
2016,2,1000483,40,37
2016,2,1000482,100,44
2016,2,1000481,83,42
2016,2,1000480,98,48
2016,2,1000479,96,44
2016,2,1000478,97,51
2016,2,1000477,66,52
2016,2,1000476,72,45
2016,2,1000475,84,41
2016,2,1000474,113,49
2016,2,1000473,97,48
2016,2,1000472,108,52
2016,2,1000471,86,44
2016,2,1000470,37,51
2016,2,1000469,73,44
2016,2,1000468,56,52
2016,2,1000467,88,46
2016,2,1000466,76,43
2016,2,1000465,70,49
2016,2,1000464,105,61
2016,2,1000463,104,56
2016,2,1000462,88,56
2016,2,1000461,107,44
2016,2,1000460,112,48
2016,2,1000459,110,52
2016,2,1000458,90,55
2016,2,1000457,91,58
2016,2,1000456,98,68
2016,2,1000455,113,49
2016,2,1000454,102,55
2016,2,1000453,142,62
2016,2,1000452,108,54
2016,2,1000451,86,56
2016,2,1000450,121,49
2016,2,1000449,103,51
2016,2,1000448,110,56
2016,2,1000447,88,45
2016,2,1000446,99,49
2016,2,1000445,90,55
2016,2,1000444,161,75
2016,2,1000443,104,48
2016,2,1000442,96,54
2016,2,1000441,106,52
2016,2,1000440,127,60
2016,2,1000439,129,55
2016,2,1000438,99,53
2016,2,1000437,75,45
2016,2,1000436,93,57
2016,2,1000435,106,54
2016,2,1000434,98,59
2016,2,1000433,103,49
2016,2,1000432,76,39
2016,2,1000431,83,42
2016,2,1000430,83,41
2016,2,1000429,94,57
2016,2,1000428,119,52
2016,2,1000427,95,47
2016,2,1000426,97,46
2016,2,1000425,92,48
2016,2,1000424,105,54
2016,2,1000423,101,43
2016,2,1000422,112,53
2016,2,1000421,114,53
2016,2,1000420,93,51
2016,2,1000419,111,48
2016,2,1000418,106,50
2016,2,1000417,96,46
2016,2,1000416,81,43
2016,2,1000415,75,45
2016,2,1000414,111,53
2016,2,1000413,96,48
2016,2,1000412,113,54
2016,2,1000411,83,46
2016,2,1000410,69,60
2016,2,1000409,79,48
2016,2,1000408,107,55
2016,2,1000407,94,55
2016,2,1000406,89,43
2016,2,1000405,86,47
2016,2,1000404,82,48
2016,2,1000403,85,43
2016,2,1000402,78,54
2016,2,1000401,95,45
2016,2,1000400,86,40
2016,2,1000399,83,49
2016,2,1000398,83,52
2016,2,1000397,129,54
2016,2,1000396,79,49
2016,2,1000395,95,49
2016,2,1000394,97,51
2016,2,1000393,86,49
2016,2,1000392,105,56
2016,2,1000391,80,40
2016,2,1000390,102,44
2016,2,1000389,92,52
2016,2,1000388,102,50
2016,2,1000387,85,45
2016,2,1000386,80,43
2016,2,1000385,90,53
2016,2,1000384,97,40
2016,2,1000383,82,41
2016,2,1000382,84,43
2016,2,1000381,76,48
2016,2,1000380,85,51
2016,2,1000379,102,47
2016,2,1000378,93,46
2016,2,1000377,72,41
2016,2,1000376,90,53
2016,2,1000375,97,44
2016,2,1000374,109,50
2016,2,1000373,85,42
2016,2,1000372,94,45
2016,2,1000371,90,45
2016,2,1000370,92,49
2016,2,1000369,90,46
2016,2,1000368,86,55
2016,2,1000367,81,46
2016,2,1000366,103,50
2016,2,1000365,99,48
2016,2,1000364,93,52
2016,2,1000363,82,48
2016,2,1000362,81,41
2016,2,1000361,108,43
2016,2,1000360,85,45
2016,2,1000359,75,47
2016,2,1000358,90,45
2016,2,1000357,92,46
2016,2,1000356,93,45
2016,2,1000355,81,44
2016,2,1000354,88,41
2016,2,1000353,76,38
2016,2,1000352,102,45
2016,2,1000351,88,40
2016,2,1000350,80,35
2016,2,1000349,95,44
2016,2,1000348,95,40
2016,2,1000347,76,49
2016,2,1000346,90,47
2016,2,1000345,95,49
2016,2,1000344,99,47
2016,2,1000343,94,44
2016,2,1000342,79,37
2016,2,1000341,106,49
2016,2,1000340,77,45
2016,2,1000339,88,41
2016,2,1000338,106,52
2016,2,1000337,96,48
2016,2,1000336,93,45
2016,2,1000335,91,41
2016,2,1000334,89,55
2016,2,1000333,82,54
2016,2,1000332,105,58
2016,2,1000331,122,50
2016,2,1000330,72,41
2016,2,1000329,98,52
2016,2,1000328,96,47
2016,2,1000327,86,38
2016,2,1000326,66,43
2016,2,1000325,82,50
2016,2,1000324,92,43
2016,2,1000323,93,43
2016,2,1000322,86,47
2016,2,1000321,114,55
2016,2,1000320,93,46
2016,2,1000319,90,40
2016,2,1000318,107,49
2016,2,1000317,106,49
2016,2,1000316,89,43
2016,2,1000315,98,41
2016,2,1000314,100,44
2016,2,1000313,90,50
2016,2,1000312,118,49
2016,2,1000311,108,63
2016,2,1000310,85,53
2016,2,1000309,96,51
2016,2,1000308,93,43
2016,2,1000307,133,55
2016,2,1000306,58,41
2016,2,1000305,103,49
2016,2,1000304,109,65
2016,2,1000303,109,56
2016,2,1000302,92,52
2016,2,1000301,96,51
2016,2,1000300,116,54
2016,2,1000299,104,61
2016,2,1000298,126,62
2016,2,1000297,112,61
2016,2,1000296,127,53
2016,2,1000295,92,47
2016,2,1000294,82,45
2016,2,1000293,79,53
2016,2,1000292,90,53
2016,2,1000291,84,47
2016,2,1000290,64,44
2016,2,1000289,98,59
2016,2,1000288,82,51
2016,2,1000287,113,51
2016,2,1000286,117,51
2016,2,1000285,98,52
2016,2,1000284,87,51
2016,2,1000283,102,60
2016,2,1000282,92,59
2016,2,1000281,73,51
2016,2,1000280,76,54
2016,2,1000279,71,42
2016,2,1000278,88,53
2016,2,1000277,73,42
2016,2,1000276,108,48
2016,2,1000275,114,38
2016,2,1000274,109,48
2016,2,1000273,102,55
2016,2,1000272,117,73
2016,2,1000271,109,61
2016,2,1000270,96,43
2016,2,1000269,91,49
2016,2,1000268,81,55
2016,2,1000267,133,59
2016,2,1000266,112,58
2016,2,1000265,124,44
2016,2,1000264,115,43
2016,2,1000263,112,55
2016,2,1000262,105,40
2016,2,1000261,139,54
2016,2,1000260,92,41
2016,2,1000259,85,41
2016,2,1000258,110,44
2016,2,1000257,96,46
2016,2,1000256,84,47
2016,2,1000255,75,50
2016,2,1000254,115,51
2016,2,1000253,96,43
2016,2,1000252,87,43
2016,2,1000251,86,46
2016,2,1000250,108,58
2016,2,1000249,99,47
2016,2,1000248,95,43
2016,2,1000247,92,42
2016,2,1000246,97,47
2016,2,1000245,87,47
2016,2,1000244,97,43
2016,2,1000243,82,47
2016,2,1000242,100,45
2016,2,1000241,90,50
2016,2,1000240,89,45
2016,2,1000239,90,42
2016,2,1000238,80,48
2016,2,1000237,100,49
2016,2,1000236,88,49
2016,2,1000235,104,55
2016,2,1000234,103,46
2016,2,1000233,103,43
2016,2,1000232,90,48
2016,2,1000231,112,48
2016,2,1000230,99,45
2016,2,1000229,99,42
2016,2,1000228,110,49
2016,2,1000227,92,55
2016,2,1000226,82,53
2016,2,1000225,65,50
2016,2,1000224,77,51
2016,2,1000223,65,47
2016,2,1000222,107,52
2016,2,1000221,102,54
2016,2,1000220,96,49
2016,2,1000219,125,75
2016,2,1000218,99,50
2016,2,1000217,87,44
2016,2,1000216,105,51
2016,2,1000215,101,47
2016,2,1000214,92,43
2016,2,1000213,130,51
2016,2,1000212,105,41
2016,2,1000211,158,76
2016,2,1000210,103,48
2016,2,1000209,131,42
2016,2,1000208,92,63
2016,2,1000207,100,44
2016,2,1000206,123,59
2016,2,1000205,125,51
2016,2,1000204,80,53
2016,2,1000203,112,50
2016,2,1000202,105,42
2016,2,1000201,97,45
2016,2,1000200,104,44
2016,2,1000199,113,42
2016,2,1000198,84,46
2016,2,1000197,97,42
2016,2,1000196,112,45
2016,2,1000195,106,40
2016,2,1000194,113,48
2016,2,1000193,106,44
2016,2,1000192,112,58
2016,2,1000191,143,46
2016,2,1000190,131,54
2016,2,1000189,79,49
2016,2,1000188,85,55
2016,2,1000187,88,69
2016,2,1000186,76,51
2016,2,1000185,96,51
2016,2,1000184,112,51
2016,2,1000183,136,42
2016,2,1000182,111,44
2016,2,1000181,104,51
2016,2,1000180,93,46
2016,2,1000179,73,49
2016,2,1000178,89,45
2016,2,1000177,88,44
2016,2,1000176,84,39
2016,2,1000175,115,45
2016,2,1000174,115,46
2016,2,1000173,102,51
2016,2,1000172,100,56
2016,2,1000171,101,52
2016,2,1000170,97,46
2016,2,1000169,78,47
2016,2,1000168,82,44
2016,2,1000167,79,52
2016,2,1000166,106,49
2016,2,1000165,76,43
2016,2,1000164,108,59
2016,2,1000163,96,49
2016,2,1000162,81,47
2016,2,1000161,89,50
2016,2,1000160,79,41
2016,2,1000159,106,47
2016,2,1000158,90,43
2016,2,1000157,84,49
2016,2,1000156,90,46
2016,2,1000155,82,54
2016,2,1000154,77,49
2016,2,1000153,91,43
2016,2,1000152,95,48
2016,2,1000151,99,54
2016,2,1000150,100,49
2016,2,1000149,113,49
2016,2,1000148,89,46
2016,2,1000147,91,39
2016,2,1000146,91,49
2016,2,1000145,133,55
2016,2,1000144,93,45
2016,2,1000143,77,41
2016,2,1000142,75,45
2016,2,1000141,68,41
2016,2,1000140,97,48
2016,2,1000139,78,52
2016,2,1000138,78,44
2016,2,1000137,87,41
2016,2,1000136,92,45
2016,2,1000135,104,41
2016,2,1000134,96,51
2016,2,1000133,105,49
2016,2,1000132,81,52
2016,2,1000131,126,50
2016,2,1000130,163,60
2016,2,1000129,104,48
2016,2,1000128,88,53
2016,2,1000127,115,44
2016,2,1000126,79,41
2016,2,1000125,78,50
2016,2,1000124,110,49
2016,2,1000123,110,52
2016,2,1000122,110,57
2016,2,1000121,101,50
2016,2,1000120,91,49
2016,2,1000119,92,57
2016,2,1000118,109,49
2016,2,1000117,123,52
2016,2,1000116,90,46
2016,2,1000115,99,51
2016,2,1000114,75,47
2016,2,1000113,79,59
2016,2,1000112,109,49
2016,2,1000111,126,43
2016,2,1000110,102,52
2016,2,1000109,85,52
2016,2,1000108,86,45
2016,2,1000107,119,48
2016,2,1000106,97,48
2016,2,1000105,68,45
2016,2,1000104,82,49
2016,2,1000103,92,58
2016,2,1000102,97,64
2016,2,1000101,96,62
2016,2,1000100,82,50
2016,2,1000099,100,52
2016,2,1000098,104,56
2016,2,1000097,108,60
2016,2,1000096,87,44
2016,2,1000095,133,51
2016,2,1000094,107,52
2016,2,1000093,121,55
2016,2,1000092,71,51
2016,2,1000091,123,51
2016,2,1000090,125,62
2016,2,1000089,95,60
2016,2,1000088,92,47
2016,2,1000087,87,64
2016,2,1000086,92,49
2016,2,1000085,68,49
2016,2,1000084,68,42
2016,2,1000083,156,56
2016,2,1000082,98,57
2016,2,1000081,113,57
2016,2,1000080,101,52
2016,2,1000079,82,49
2016,2,1000078,129,59
2016,2,1000077,107,58
2016,2,1000076,105,62
2016,2,1000075,125,48
2016,2,1000074,89,57
2016,2,1000073,88,44
2016,2,1000072,88,48
2016,2,1000071,66,47
2016,2,1000070,101,59
2016,2,1000069,128,72
2016,2,1000068,102,57
2016,2,1000067,112,50
2016,2,1000066,107,50
2016,2,1000065,108,53
2016,2,1000064,91,57
2016,2,1000063,96,44
2016,2,1000062,90,53
2016,2,1000061,106,52
2016,2,1000060,80,47
2016,2,1000059,124,72
2016,2,1000058,63,45
2016,2,1000057,87,57
2016,2,1000056,117,57
2016,2,1000055,98,39
2016,2,1000054,69,46
2016,2,1000053,78,59
2016,2,1000052,119,57
2016,2,1000051,87,53
2016,2,1000050,104,43
2016,2,1000049,91,46
2016,2,1000048,115,63
2016,2,1000047,123,52
2016,2,1000046,123,52
2016,2,1000045,103,47
2016,2,1000044,112,61
2016,2,1000043,109,46
2016,2,1000042,110,58
2016,2,1000041,102,52
2016,2,1000040,149,51
2016,2,1000039,161,58
2016,2,1000038,98,50
2016,2,1000037,94,55
2016,2,1000036,107,40
2016,2,1000035,98,42
2016,2,1000034,88,47
2016,2,1000033,111,46
2016,2,1000032,97,53
2016,2,1000031,89,46
2016,2,1000030,104,55
2016,2,1000029,121,62
2016,2,1000028,118,56
2016,2,1000027,74,49
2016,2,1000026,86,69
2016,2,1000025,132,80
2016,2,1000024,130,66
2016,2,1000023,104,76
2016,2,1000022,127,55
2016,2,1000021,93,61
2016,2,1000020,109,55
2016,2,1000019,116,44
2016,2,1000018,87,49
2016,2,1000017,157,58
2016,2,1000016,91,53
2016,2,1000015,102,51
2016,2,1000014,150,54
2016,2,1000013,117,49
2016,2,1000012,52,67
2016,2,1000011,112,47
2016,2,1000010,101,40
2016,2,1000009,78,54
2016,2,1000008,60,47
2016,2,1000007,76,53
2016,2,1000006,83,59
2016,2,1000005,77,48
2016,2,1000004,81,56
2016,2,1000003,105,49
