year,quarter,district,income_avg,expand_avg
2018,2,1000566,2956205,13213964607
2018,2,1000565,3035648,12331692352
2018,2,1000564,2906109,11832783076
2018,2,1000563,2962325,11285189346
2018,2,1000562,3953762,9615714842
2018,2,1000561,3459357,11655007421
2018,2,1000560,4573784,11536644873
2018,2,1000559,4686923,6397676518
2018,2,1000558,2815843,11928170214
2018,2,1000557,2863277,13341824512
2018,2,1000556,3037688,20523818580
2018,2,1000555,3038412,15750098011
2018,2,1000554,2935325,21182649476
2018,2,1000553,2938207,15389356501
2018,2,1000552,3096628,18704845318
2018,2,1000551,2666697,7401416801
2018,2,1000550,3354256,5463299179
2018,2,1000549,2864715,7526856465
2018,2,1000548,3210326,8485751853
2018,2,1000547,3266463,9666775710
2018,2,1000546,3532254,8951551275
2018,2,1000545,3509891,9129674340
2018,2,1000544,4632794,5201186106
2018,2,1000543,3487535,5631477911
2018,2,1000542,3342454,7834493980
2018,2,1000541,4050864,8550985022
2018,2,1000540,4443902,5468706599
2018,2,1000539,3294761,8411954925
2018,2,1000538,3266430,8369038728
2018,2,1000537,3777858,11181648542
2018,2,1000536,3049790,11133608997
2018,2,1000535,3470925,8773606981
2018,2,1000534,3244167,8552482535
2018,2,1000533,4812151,10334053814
2018,2,1000532,5035280,7629082180
2018,2,1000531,4907151,9521195031
2018,2,1000530,5322526,7707194246
2018,2,1000529,4905963,12491471993
2018,2,1000528,4554391,8247471165
2018,2,1000527,5285021,9604902954
2018,2,1000526,3829260,11818272991
2018,2,1000525,4090925,10658932600
2018,2,1000524,5917885,2115506840
2018,2,1000523,3520920,11108257679
2018,2,1000522,4555977,8459848758
2018,2,1000521,3918467,7622749223
2018,2,1000520,5518237,5435490009
2018,2,1000519,5364687,9682587924
2018,2,1000518,3261035,7167872692
2018,2,1000517,3745736,3426211695
2018,2,1000516,3298599,7275215819
2018,2,1000515,3007686,8934312240
2018,2,1000514,3008332,7696090109
2018,2,1000513,2823900,8978938622
2018,2,1000512,2973100,10642881550
2018,2,1000511,2841401,12549020317
2018,2,1000510,3184575,10305200189
2018,2,1000509,3034241,7526683790
2018,2,1000508,3144592,9982012255
2018,2,1000507,2552141,6868044502
2018,2,1000506,3659689,10894033803
2018,2,1000505,5077539,6972021001
2018,2,1000504,4961996,7215486804
2018,2,1000503,4620382,10464238255
2018,2,1000502,3649877,11449551269
2018,2,1000501,3915096,12007723741
2018,2,1000500,3685030,9468384403
2018,2,1000499,3652407,9750051961
2018,2,1000498,3468172,11179010780
2018,2,1000497,3607492,8481671772
2018,2,1000496,4595390,6004228547
2018,2,1000495,3510921,4719123171
2018,2,1000494,3544082,5035663121
2018,2,1000493,4412350,5088214447
2018,2,1000492,4196506,8813289249
2018,2,1000491,4844967,5323557022
2018,2,1000490,4743105,4101284963
2018,2,1000489,4780377,5542817212
2018,2,1000488,4162487,6436011142
2018,2,1000487,4512502,4885113994
2018,2,1000486,4523352,6715220062
2018,2,1000485,3708622,4576840681
2018,2,1000484,3257771,10714444856
2018,2,1000483,3572342,7104605604
2018,2,1000482,3682120,9841805888
2018,2,1000481,3559983,7815358128
2018,2,1000480,4879939,7412883582
2018,2,1000479,3760162,9031765974
2018,2,1000478,4174268,8069006652
2018,2,1000477,4393697,5713978232
2018,2,1000476,3713554,13207475480
2018,2,1000475,3699260,9858320680
2018,2,1000474,4909979,9503233818
2018,2,1000473,4813034,6108475557
2018,2,1000472,5118588,6777727024
2018,2,1000471,5169802,4877644640
2018,2,1000470,3835200,7296834695
2018,2,1000469,3778908,8094284941
2018,2,1000468,3709675,5622642764
2018,2,1000467,3639939,6473577494
2018,2,1000466,3614764,7611925498
2018,2,1000465,3751184,5734593551
2018,2,1000464,4496406,7731847255
2018,2,1000463,5478125,4984576956
2018,2,1000462,4526949,9782490022
2018,2,1000461,4495628,11295985665
2018,2,1000460,4234492,6257885838
2018,2,1000459,3872624,8287204712
2018,2,1000458,4592806,6656607003
2018,2,1000457,3921933,5669099729
2018,2,1000456,3766627,5394686551
2018,2,1000455,4013750,4670917393
2018,2,1000454,3251907,5940273821
2018,2,1000453,5188855,3454625426
2018,2,1000452,4535248,2920058238
2018,2,1000451,4229262,6126445431
2018,2,1000450,3423065,7245400642
2018,2,1000449,3666589,15528801606
2018,2,1000448,3674002,10752003552
2018,2,1000447,3813807,7827118790
2018,2,1000446,3247914,11247503224
2018,2,1000445,3707582,5108830790
2018,2,1000444,4451025,5449285153
2018,2,1000443,4531913,7306194751
2018,2,1000442,3738022,8669680735
2018,2,1000441,3831577,8362090107
2018,2,1000440,3915764,6391449824
2018,2,1000439,4223386,6594095567
2018,2,1000438,4029563,13336772167
2018,2,1000437,3399094,8545694491
2018,2,1000436,4877384,9676469781
2018,2,1000435,3547843,9186284840
2018,2,1000434,2594930,8139219647
2018,2,1000433,3054372,9026230624
2018,2,1000432,3856280,8656921562
2018,2,1000431,2976056,9907092546
2018,2,1000430,3072154,13679140287
2018,2,1000429,3256284,15352040590
2018,2,1000428,4174528,8220951009
2018,2,1000427,3333284,7376204970
2018,2,1000426,3527457,6513801346
2018,2,1000425,3118077,13537892459
2018,2,1000424,3258906,8276714138
2018,2,1000423,3426818,7475386988
2018,2,1000422,3245073,8293009781
2018,2,1000421,3426410,12360092579
2018,2,1000420,3112387,8272323303
2018,2,1000419,3603384,5527527742
2018,2,1000418,2962005,6106409943
2018,2,1000417,2789681,5633404020
2018,2,1000416,3267805,12215889271
2018,2,1000415,3104719,12359471582
2018,2,1000414,3229400,6192213367
2018,2,1000413,3468137,9814877192
2018,2,1000412,3422825,9604017740
2018,2,1000411,2971064,13843205382
2018,2,1000410,3026351,6537522566
2018,2,1000409,3246696,13031655999
2018,2,1000408,3136717,8155671166
2018,2,1000407,2723681,7018913231
2018,2,1000406,3280777,6644926498
2018,2,1000405,3670891,10813560005
2018,2,1000404,3262618,12198070434
2018,2,1000403,3115137,13017773764
2018,2,1000402,3036104,11463383113
2018,2,1000401,3171825,14091982864
2018,2,1000400,3326539,12389612417
2018,2,1000399,2988096,12191536140
2018,2,1000398,3615569,14437765497
2018,2,1000397,4142094,3669295457
2018,2,1000396,3125714,14448595191
2018,2,1000395,3584668,9025498809
2018,2,1000394,3150028,10568873920
2018,2,1000393,3477334,13360142025
2018,2,1000392,3368603,10948933992
2018,2,1000391,3462070,11118198834
2018,2,1000390,3535223,11156714357
2018,2,1000389,3160214,11396839539
2018,2,1000388,2994734,10096694449
2018,2,1000387,3360147,10167320256
2018,2,1000386,3312366,7331670584
2018,2,1000385,3552138,6082233571
2018,2,1000384,3414020,9017003551
2018,2,1000383,3342953,4184957231
2018,2,1000382,3750866,11321453504
2018,2,1000381,3736356,4617107302
2018,2,1000380,3212365,10713427186
2018,2,1000379,3243379,8437717536
2018,2,1000378,3844054,3315888351
2018,2,1000377,3952639,9353405193
2018,2,1000376,2482229,7742633598
2018,2,1000375,3483431,6913530990
2018,2,1000374,2644798,5499397029
2018,2,1000373,3377860,3808733706
2018,2,1000372,3110096,8892458498
2018,2,1000371,3136216,9397998798
2018,2,1000370,3493793,6573531070
2018,2,1000369,3003477,7286526671
2018,2,1000368,3446031,4026386372
2018,2,1000367,3176755,1817411255
2018,2,1000366,3385099,5650638783
2018,2,1000365,3105867,4720288859
2018,2,1000364,3260516,6380610131
2018,2,1000363,2645252,5952849114
2018,2,1000362,3150822,8756571282
2018,2,1000361,3143332,7150802318
2018,2,1000360,3085666,10909904824
2018,2,1000359,3348137,9237576450
2018,2,1000358,2940150,7749030376
2018,2,1000357,2895339,8649709714
2018,2,1000356,2765899,9126778942
2018,2,1000355,2894848,8708068468
2018,2,1000354,2857939,7750154790
2018,2,1000353,4155328,6162560978
2018,2,1000352,3071850,10328543349
2018,2,1000351,3510457,7055514637
2018,2,1000350,2829194,5439166648
2018,2,1000349,3476005,8176481658
2018,2,1000348,3550465,7096076778
2018,2,1000347,3092259,6883916026
2018,2,1000346,2757652,6678172286
2018,2,1000345,3107303,6793129437
2018,2,1000344,3254297,9967384642
2018,2,1000343,2662171,8507455298
2018,2,1000342,2793739,6841504788
2018,2,1000341,3102668,7202713762
2018,2,1000340,3778362,6323826817
2018,2,1000339,2800881,8221782330
2018,2,1000338,2858396,7788871567
2018,2,1000337,2898981,7917791359
2018,2,1000336,3185468,6838647824
2018,2,1000335,3188999,9267867944
2018,2,1000334,2771140,10577803441
2018,2,1000333,2958649,10170222294
2018,2,1000332,3039211,8851985251
2018,2,1000331,3625043,12754456401
2018,2,1000330,3914971,10894639853
2018,2,1000329,4033919,9412000650
2018,2,1000328,4432958,7407421548
2018,2,1000327,2772728,8651336429
2018,2,1000326,3206264,6412338159
2018,2,1000325,2833457,2301528458
2018,2,1000324,2918424,7265991915
2018,2,1000323,3262869,7857835664
2018,2,1000322,2982902,7668491962
2018,2,1000321,2652257,6358103385
2018,2,1000320,3934021,4968102413
2018,2,1000319,3047584,6924446279
2018,2,1000318,2834508,5553943585
2018,2,1000317,3343281,7676836056
2018,2,1000316,3612588,7582870338
2018,2,1000315,2761040,9523377919
2018,2,1000314,3705386,4518093717
2018,2,1000313,3657978,5866105940
2018,2,1000312,3981407,8100580938
2018,2,1000311,3712136,8066071798
2018,2,1000310,4100799,5605707860
2018,2,1000309,3677253,6778379395
2018,2,1000308,3690532,5308144374
2018,2,1000307,3739607,4982348383
2018,2,1000306,3404414,4531546251
2018,2,1000305,3707112,7501872514
2018,2,1000304,3801435,4382132092
2018,2,1000303,4163988,7412724912
2018,2,1000302,4231611,6919259428
2018,2,1000301,4333400,7872446268
2018,2,1000300,3967587,10041103532
2018,2,1000299,2727474,2250786744
2018,2,1000298,4036415,11525030573
2018,2,1000297,4035682,6055225189
2018,2,1000296,3110248,5403297779
2018,2,1000295,3422626,5610315064
2018,2,1000294,3678056,6994265598
2018,2,1000293,3639552,5644061699
2018,2,1000292,3788121,4272696490
2018,2,1000291,3519357,1792624536
2018,2,1000290,3588567,7068005161
2018,2,1000289,4133166,5235366741
2018,2,1000288,3752969,8619127234
2018,2,1000287,3213192,7260689693
2018,2,1000286,3748962,5040698472
2018,2,1000285,3276250,8081126709
2018,2,1000284,4468466,8898086115
2018,2,1000283,2936835,6557345635
2018,2,1000282,3239101,4738898167
2018,2,1000281,4566693,8889648248
2018,2,1000280,4062936,5084027662
2018,2,1000279,4142608,4457654843
2018,2,1000278,3878571,4218555750
2018,2,1000277,3716142,4748149997
2018,2,1000276,4017830,5926867713
2018,2,1000275,4045051,6485470423
2018,2,1000274,3704682,7203916432
2018,2,1000273,3705480,10064396392
2018,2,1000272,3062089,2653955729
2018,2,1000271,3073095,2880583863
2018,2,1000270,3502676,6167587653
2018,2,1000269,4399845,6127982908
2018,2,1000268,4261018,7722751011
2018,2,1000267,3194075,6232985188
2018,2,1000266,3918005,4831145712
2018,2,1000265,2942124,5787522939
2018,2,1000264,3681487,7316035005
2018,2,1000263,3031523,5572373114
2018,2,1000262,3007796,6182305484
2018,2,1000261,4678417,5986265585
2018,2,1000260,2982439,6696528661
2018,2,1000259,3077525,6656901486
2018,2,1000258,3163608,8126428683
2018,2,1000257,2998015,5678487507
2018,2,1000256,2729109,7929137884
2018,2,1000255,3766330,8083060385
2018,2,1000254,3462818,8056529140
2018,2,1000253,3377115,8584638896
2018,2,1000252,3303786,9684928786
2018,2,1000251,2948840,8194150117
2018,2,1000250,3324190,10313400847
2018,2,1000249,3633052,8063143984
2018,2,1000248,2898999,11151397202
2018,2,1000247,2959461,8856408254
2018,2,1000246,3056672,7764516777
2018,2,1000245,3031816,7337989908
2018,2,1000244,3077734,8554054727
2018,2,1000243,3100396,6507983794
2018,2,1000242,3244319,8252285097
2018,2,1000241,3056298,6472619608
2018,2,1000240,3068182,5701799663
2018,2,1000239,2975312,8075327732
2018,2,1000238,3670338,6982345314
2018,2,1000237,3541644,12712654662
2018,2,1000236,3440183,5816863707
2018,2,1000235,2952742,7623683186
2018,2,1000234,2982909,5407518629
2018,2,1000233,2805361,8120042436
2018,2,1000232,3261602,10301817386
2018,2,1000231,3327037,9723583822
2018,2,1000230,3498609,11174595864
2018,2,1000229,2950155,8712321008
2018,2,1000228,2880230,10410616797
2018,2,1000227,3099381,6803179682
2018,2,1000226,3636782,9555071398
2018,2,1000225,3726351,5515108338
2018,2,1000224,2729203,11888199294
2018,2,1000223,2907954,9559306975
2018,2,1000222,2994435,8842386865
2018,2,1000221,3491486,9273023263
2018,2,1000220,3727548,5757895966
2018,2,1000219,3518763,6476350308
2018,2,1000218,3793719,6083866574
2018,2,1000217,3606888,6293723827
2018,2,1000216,3071166,6826600279
2018,2,1000215,3523409,6432860069
2018,2,1000214,3192196,11162850734
2018,2,1000213,3242318,4851619993
2018,2,1000212,3153292,5316583463
2018,2,1000211,3037697,5480092987
2018,2,1000210,3788419,6599243888
2018,2,1000209,3505959,5165084456
2018,2,1000208,4334589,3243917640
2018,2,1000207,3831672,4142290441
2018,2,1000206,3837309,7104763288
2018,2,1000205,3361527,8487980216
2018,2,1000204,3541345,5491944112
2018,2,1000203,3555727,6717283301
2018,2,1000202,3301925,6012650386
2018,2,1000201,3167323,7942649910
2018,2,1000200,3718609,6631460771
2018,2,1000199,3711714,6631943689
2018,2,1000198,3819425,7049987095
2018,2,1000197,3390831,8881025831
2018,2,1000196,3482342,7488804161
2018,2,1000195,3450173,6642863557
2018,2,1000194,3585069,9204431210
2018,2,1000193,3477431,7730395530
2018,2,1000192,3825659,3135773010
2018,2,1000191,3035315,4809141817
2018,2,1000190,3789332,6502318082
2018,2,1000189,4017944,6558854627
2018,2,1000188,3379972,6678475030
2018,2,1000187,3488361,7360767263
2018,2,1000186,3108456,4801489748
2018,2,1000185,3598177,7318499449
2018,2,1000184,3371445,6657778073
2018,2,1000183,3618577,4996015541
2018,2,1000182,3681717,6492467365
2018,2,1000181,3873703,5896665025
2018,2,1000180,3177863,4725454140
2018,2,1000179,3171010,3950182871
2018,2,1000178,3469598,8785051203
2018,2,1000177,3915319,7266899286
2018,2,1000176,3323200,9395778942
2018,2,1000175,3460342,9967398285
2018,2,1000174,3643870,5620996331
2018,2,1000173,3536209,9269246451
2018,2,1000172,3621090,8518918931
2018,2,1000171,3923300,7031085257
2018,2,1000170,2911287,4703392770
2018,2,1000169,3759952,4404280396
2018,2,1000168,4021649,3879557042
2018,2,1000167,3188408,13107338581
2018,2,1000166,3163709,10867789372
2018,2,1000165,3072374,10159241992
2018,2,1000164,4551900,6943183935
2018,2,1000163,3039626,10758587985
2018,2,1000162,3201862,9863335175
2018,2,1000161,3154263,9231936086
2018,2,1000160,3394216,11563297809
2018,2,1000159,3451607,8167153906
2018,2,1000158,2982879,9423763680
2018,2,1000157,3158796,9944547178
2018,2,1000156,3162344,11693350949
2018,2,1000155,5545354,6495075411
2018,2,1000154,4837241,11824148967
2018,2,1000153,3414138,8586300800
2018,2,1000152,3516557,6017592818
2018,2,1000151,3685084,10016060324
2018,2,1000150,3084108,8069871910
2018,2,1000149,4274979,4778279344
2018,2,1000148,3780567,9055548705
2018,2,1000147,3869792,8960483222
2018,2,1000146,3829961,8697447091
2018,2,1000145,3696371,6623138777
2018,2,1000144,4364138,8598575073
2018,2,1000143,3160436,6587360276
2018,2,1000142,3887422,9198199260
2018,2,1000141,4774662,7119542284
2018,2,1000140,4716786,7640830458
2018,2,1000139,3163950,9133978344
2018,2,1000138,3155337,6231253068
2018,2,1000137,3136129,8315387643
2018,2,1000136,3102118,9307724340
2018,2,1000135,2952319,6236200042
2018,2,1000134,3039967,9029965326
2018,2,1000133,3113078,13298427602
2018,2,1000132,4696563,11905992693
2018,2,1000131,3245549,9688194733
2018,2,1000130,3033868,5921513735
2018,2,1000129,3170361,7553686791
2018,2,1000128,3038738,2984056446
2018,2,1000127,3146332,7021840721
2018,2,1000126,5303708,7556297754
2018,2,1000125,4884660,7927997999
2018,2,1000124,3591174,7438411254
2018,2,1000123,4664955,11180225262
2018,2,1000122,3225129,6052049957
2018,2,1000121,2896998,8034775917
2018,2,1000120,4128123,6318888953
2018,2,1000119,3637718,8539158364
2018,2,1000118,3556413,8088853976
2018,2,1000117,4464735,7679679307
2018,2,1000116,3842066,6509577316
2018,2,1000115,4083858,5171775669
2018,2,1000114,3167936,4590015909
2018,2,1000113,4214475,3206580783
2018,2,1000112,3373506,5075691537
2018,2,1000111,3527482,4758584684
2018,2,1000110,4304841,5181915854
2018,2,1000109,3905968,4069617315
2018,2,1000108,2819555,5167168656
2018,2,1000107,4812108,6497568591
2018,2,1000106,3612254,8629393125
2018,2,1000105,4315722,4310501893
2018,2,1000104,3822088,6432937654
2018,2,1000103,3764404,4207413134
2018,2,1000102,3533567,4139997205
2018,2,1000101,3910751,8738190135
2018,2,1000100,3566996,7029657604
2018,2,1000099,3499051,8042374950
2018,2,1000098,4511129,6975394047
2018,2,1000097,4850968,10880876633
2018,2,1000096,4126254,3301742871
2018,2,1000095,3802851,6857729937
2018,2,1000094,3506999,4912357563
2018,2,1000093,3624950,7343472369
2018,2,1000092,4212073,5175076015
2018,2,1000091,4010332,7208926636
2018,2,1000090,4325221,8972287075
2018,2,1000089,4545380,10733028440
2018,2,1000088,4529752,7239523390
2018,2,1000087,3364511,8996456381
2018,2,1000086,4149470,7992335886
2018,2,1000085,4152288,5892910638
2018,2,1000084,5516389,3911799169
2018,2,1000083,2944795,1768512769
2018,2,1000082,4840225,3505630579
2018,2,1000081,5307878,3143876014
2018,2,1000080,5308870,2583080562
2018,2,1000079,4227076,2473641278
2018,2,1000078,5452369,1299760688
2018,2,1000077,3857397,8446869737
2018,2,1000076,3014064,6735046323
2018,2,1000075,2968290,12156316251
2018,2,1000074,3141822,7058680361
2018,2,1000073,3364904,5271581531
2018,2,1000072,4337065,8490197887
2018,2,1000071,5121516,5123517957
2018,2,1000070,4006564,6175760092
2018,2,1000069,4129156,4865159996
2018,2,1000068,5013012,5881039405
2018,2,1000067,4496986,6562533483
2018,2,1000066,4542681,5943592801
2018,2,1000065,4469298,6369767745
2018,2,1000064,4314367,7692882879
2018,2,1000063,3641138,6758328179
2018,2,1000062,3919621,8841404694
2018,2,1000061,3128918,6976049552
2018,2,1000060,3388843,5644132003
2018,2,1000059,5846199,4886103024
2018,2,1000058,5070539,7310314798
2018,2,1000057,3996534,7544280115
2018,2,1000056,3238621,8438813928
2018,2,1000055,4537839,5154902967
2018,2,1000054,4160342,4358992012
2018,2,1000053,3659768,3322561478
2018,2,1000052,3494354,3434042632
2018,2,1000051,4862936,4509093228
2018,2,1000050,6343785,2487832361
2018,2,1000049,4214430,9934706136
2018,2,1000048,4905441,3566868050
2018,2,1000047,3398021,3060070161
2018,2,1000046,4093858,3551638976
2018,2,1000045,4840629,3434794114
2018,2,1000044,5121294,4073572142
2018,2,1000043,4157528,7901587497
2018,2,1000042,4003564,6484319949
2018,2,1000041,3318007,4807710320
2018,2,1000040,3121133,434582955
2018,2,1000039,2824545,165501876
2018,2,1000038,4048103,7846591123
2018,2,1000037,3388568,5664347351
2018,2,1000036,3445473,7919686274
2018,2,1000035,3838843,10269570674
2018,2,1000034,3844690,8972457633
2018,2,1000033,3238017,4505668634
2018,2,1000032,3943823,6241467915
2018,2,1000031,4219019,8628562324
2018,2,1000030,3171182,6389256159
2018,2,1000029,4341147,5503119179
2018,2,1000028,4103732,5296561896
2018,2,1000027,5183720,4933613801
2018,2,1000026,4880187,4750386271
2018,2,1000025,4592149,4576323627
2018,2,1000024,3478004,7959784225
2018,2,1000023,3498026,6475023033
2018,2,1000022,3276175,5813859017
2018,2,1000021,4655776,4823804855
2018,2,1000020,3519981,7197675058
2018,2,1000019,3205427,8073313694
2018,2,1000018,3344318,4344404054
2018,2,1000017,3552015,1543978077
2018,2,1000016,3892512,3731927474
2018,2,1000015,3343165,5230504790
2018,2,1000014,3297627,2876569189
2018,2,1000013,3105427,2106840290
2018,2,1000012,3815558,3965341167
2018,2,1000011,3060534,6149052056
2018,2,1000010,4299411,3236293616
2018,2,1000009,4359324,1621793246
2018,2,1000008,4381327,1661272286
2018,2,1000007,4113595,1831874482
2018,2,1000006,4056237,2555748244
2018,2,1000005,4564618,2893807968
2018,2,1000004,3446822,4298137308
2018,2,1000003,3223680,2747853782
2018,2,1000002,3753545,5204082802
2018,2,1000001,3835967,2787762954
2018,1,1001010,3495153,13465747415
2018,1,1001009,3501597,11396369498
2018,1,1001008,3469096,8526019434
2018,1,1001007,3098843,1847906372
2018,1,1001006,3829854,11038265600
2018,1,1001005,3652693,10849390694
2018,1,1001004,3632388,13576030471
2018,1,1001003,3854060,12428841176
2018,1,1001002,3671966,13931711624
2018,1,1001001,3089404,13746393077
2018,1,1001000,3167370,8961548909
2018,1,1000999,3518963,17101079650
2018,1,1000998,3158768,13270467412
2018,1,1000997,3052301,8404707204
2018,1,1000996,3566862,7186592818
2018,1,1000995,3551640,8143737249
2018,1,1000994,3721295,7214299490
2018,1,1000993,4426496,6621794128
2018,1,1000992,3982054,11812045141
2018,1,1000991,3656848,11878974231
2018,1,1000990,3721698,10067649184
2018,1,1000989,3308308,13085069190
2018,1,1000988,3407926,13088007673
2018,1,1000987,3238178,8450921023
2018,1,1000986,3466199,12524546218
2018,1,1000985,4017825,18077601410
2018,1,1000984,4178521,7666672388
2018,1,1000983,4149251,10566225057
2018,1,1000982,3115962,3148151852
2018,1,1000981,3970681,9986042091
2018,1,1000980,3722965,10037378007
2018,1,1000979,3511471,9805606664
2018,1,1000978,3163550,10271944290
2018,1,1000977,3934364,11598404326
2018,1,1000976,5035059,4583979860
2018,1,1000975,2920509,2581079539
2018,1,1000974,4941327,4291837060
2018,1,1000973,3038432,14966545548
2018,1,1000972,3189173,11309698234
2018,1,1000971,3121442,14861234103
2018,1,1000970,5093808,4012506549
2018,1,1000969,3946008,7491956490
2018,1,1000968,3886324,11385730429
2018,1,1000967,3893213,7141078213
2018,1,1000966,3304029,9228933140
2018,1,1000965,4843253,9907438734
2018,1,1000964,4417733,8104143802
2018,1,1000963,3407117,13029528699
2018,1,1000962,5346866,8502372820
2018,1,1000961,5434687,6965509827
2018,1,1000960,4139884,9701249413
2018,1,1000959,4154458,8571969271
2018,1,1000958,4263411,8798455323
2018,1,1000957,3987528,6657988673
2018,1,1000956,4420457,10223417087
2018,1,1000955,4704246,11641707640
2018,1,1000954,5297959,21798023723
2018,1,1000953,3620661,12869342465
2018,1,1000952,4625259,12664164826
2018,1,1000951,3821121,12863131894
2018,1,1000950,4042299,9778460431
2018,1,1000949,3697422,9025414905
2018,1,1000948,3023024,14038549207
2018,1,1000947,3299099,13931411123
2018,1,1000946,2538810,14165615015
2018,1,1000945,4644453,16205940167
2018,1,1000944,3485942,12949598537
2018,1,1000943,5609241,13408130447
2018,1,1000942,3190821,9256939427
2018,1,1000941,4697098,7954292731
2018,1,1000940,3063178,7041679122
2018,1,1000939,5997245,8357717489
2018,1,1000938,3534617,9669368398
2018,1,1000937,5604989,8921581729
2018,1,1000936,4991541,4046446268
2018,1,1000935,4609343,2406033475
2018,1,1000934,4069201,5416298901
2018,1,1000933,3619250,5471505752
2018,1,1000932,5969524,7976590716
2018,1,1000931,5359343,3856009755
2018,1,1000930,5322869,9837062782
2018,1,1000929,5390754,5320524143
2018,1,1000928,3394457,2874235909
2018,1,1000927,5295285,5248091530
2018,1,1000926,4811032,4429180836
2018,1,1000925,5606726,9736608293
2018,1,1000924,5170794,6791932280
2018,1,1000923,4839505,11372817482
2018,1,1000922,4819783,13544773911
2018,1,1000921,5878290,8536417987
2018,1,1000920,6653227,11235822271
2018,1,1000919,7386150,7086513878
2018,1,1000918,5298718,5262471290
2018,1,1000917,6043422,11236213107
2018,1,1000916,4449396,7075502041
2018,1,1000915,5593641,7275152882
2018,1,1000914,4863356,9010409558
2018,1,1000913,4471763,7003140479
2018,1,1000912,5768714,5795766111
2018,1,1000911,6019290,4781870957
2018,1,1000910,6306943,4321461952
2018,1,1000909,4816742,3878619722
2018,1,1000908,4093871,3634088508
2018,1,1000907,4199366,4049296692
2018,1,1000906,3995224,4020056985
2018,1,1000905,4032980,4507930842
2018,1,1000904,6255082,12854936339
2018,1,1000903,3607335,4917882666
2018,1,1000902,5178327,9763721640
2018,1,1000901,5507184,4630837952
2018,1,1000900,4455540,6933204295
2018,1,1000899,4078661,4289018921
2018,1,1000898,3870009,5737840226
2018,1,1000897,3283921,8169487849
2018,1,1000896,3427837,9148138454
2018,1,1000895,3476795,5957014132
2018,1,1000894,3921932,5611025343
2018,1,1000893,5583056,10551439794
2018,1,1000892,4686760,2101201631
2018,1,1000891,3613100,4936129987
2018,1,1000890,3480181,6896953168
2018,1,1000889,3518378,7141103208
2018,1,1000888,4387098,3584328669
2018,1,1000887,4082355,7439347456
2018,1,1000886,3226890,8759407111
2018,1,1000885,5098932,10598314257
2018,1,1000884,5132110,8352197949
2018,1,1000883,5350292,7364949744
2018,1,1000882,6014742,4683991320
2018,1,1000881,5093821,9110546106
2018,1,1000880,4489027,10733372963
2018,1,1000879,4721712,8064762612
2018,1,1000878,3744364,12982840779
2018,1,1000877,3985618,12240269146
2018,1,1000876,3413416,7218471946
2018,1,1000875,4925972,8718685195
2018,1,1000874,4069516,14127580486
2018,1,1000873,6399276,7629840304
2018,1,1000872,4754614,10825521770
2018,1,1000871,5463877,9623906454
2018,1,1000870,4878065,9030074207
2018,1,1000869,4449710,9656701800
2018,1,1000868,2926209,10453476263
2018,1,1000867,5288139,5171397931
2018,1,1000866,5545138,6417217841
2018,1,1000865,6218417,5076276437
2018,1,1000864,5930828,7153911871
2018,1,1000863,5350477,9185167117
2018,1,1000862,5624351,7381392632
2018,1,1000861,5810656,4535812622
2018,1,1000860,3844843,6406031376
2018,1,1000859,3607905,4007361772
2018,1,1000858,5004756,5935146506
2018,1,1000857,3400258,8879609583
2018,1,1000856,3512950,6799739440
2018,1,1000855,5313974,6591777764
2018,1,1000854,5465650,7732778636
2018,1,1000853,4989532,11303666540
2018,1,1000852,3709376,6690735923
2018,1,1000851,3510465,7141572235
2018,1,1000850,5931521,4961100118
2018,1,1000849,5862584,5562300070
2018,1,1000848,5971778,5426681462
2018,1,1000847,6023546,8171425407
2018,1,1000846,3518167,5333170046
2018,1,1000845,5169735,6200300546
2018,1,1000844,4726458,2759161963
2018,1,1000843,3052621,10202778618
2018,1,1000842,2682474,6390997612
2018,1,1000841,2972959,5615082662
2018,1,1000840,3676768,6466781805
2018,1,1000839,2610800,11498001392
2018,1,1000838,2831254,10543075048
2018,1,1000837,3639558,12444865212
2018,1,1000836,3602234,9691330120
2018,1,1000835,4286752,13620191560
2018,1,1000834,3270083,11334806423
2018,1,1000833,3576108,9321506634
2018,1,1000832,3310260,15188255393
2018,1,1000831,3630826,10154717850
2018,1,1000830,3132794,6568798824
2018,1,1000829,2918690,9580549940
2018,1,1000828,3671088,8558469000
2018,1,1000827,3671567,10432223683
2018,1,1000826,3710787,11079521275
2018,1,1000825,3814219,10022492120
2018,1,1000824,2855668,11800157717
2018,1,1000823,2938564,11897447122
2018,1,1000822,3051297,6322098571
2018,1,1000821,2796324,9594384227
2018,1,1000820,2591349,9885644473
2018,1,1000819,2947328,8288129317
2018,1,1000818,2558107,8974068297
2018,1,1000817,3331869,11459622988
2018,1,1000816,3646997,10779900537
2018,1,1000815,2620115,13081519984
2018,1,1000814,4087072,6014363880
2018,1,1000813,2889321,10415222810
2018,1,1000812,3797420,13031487707
2018,1,1000811,3160471,12458453117
2018,1,1000810,3364445,11780093748
2018,1,1000809,2825130,8594810414
2018,1,1000808,2650547,9052786893
2018,1,1000807,3234869,8145738732
2018,1,1000806,3479882,9933194423
2018,1,1000805,3387069,8138853646
2018,1,1000804,3522533,10475732622
2018,1,1000803,3833731,7718353337
2018,1,1000802,3985316,7141950125
2018,1,1000801,3630506,11025810908
