year,quarter,district,b_worker
2016,4,1000880,11129
2016,4,1000879,22609
2016,4,1000878,9205
2016,4,1000877,8837
2016,4,1000876,16453
2016,4,1000875,12709
2016,4,1000874,7207
2016,4,1000873,9898
2016,4,1000872,7017
2016,4,1000871,13472
2016,4,1000870,14178
2016,4,1000869,11882
2016,4,1000868,13943
2016,4,1000867,4197
2016,4,1000866,4693
2016,4,1000865,21691
2016,4,1000864,5376
2016,4,1000863,6689
2016,4,1000862,9821
2016,4,1000861,4065
2016,4,1000860,34455
2016,4,1000859,14213
2016,4,1000858,6801
2016,4,1000857,15337
2016,4,1000856,8323
2016,4,1000855,4774
2016,4,1000854,9811
2016,4,1000853,12090
2016,4,1000852,37002
2016,4,1000851,11137
2016,4,1000850,30719
2016,4,1000849,23941
2016,4,1000848,12139
2016,4,1000847,31728
2016,4,1000846,99098
2016,4,1000845,34157
2016,4,1000844,17071
2016,4,1000843,1334
2016,4,1000842,618
2016,4,1000841,865
2016,4,1000840,919
2016,4,1000839,2258
2016,4,1000838,1226
2016,4,1000837,5423
2016,4,1000836,3679
2016,4,1000835,1965
2016,4,1000834,5099
2016,4,1000833,3727
2016,4,1000832,4063
2016,4,1000831,6022
2016,4,1000830,4732
2016,4,1000829,15661
2016,4,1000828,2589
2016,4,1000827,2940
2016,4,1000826,1284
2016,4,1000825,730
2016,4,1000824,3840
2016,4,1000823,1265
2016,4,1000822,878
2016,4,1000821,3858
2016,4,1000820,4387
2016,4,1000819,772
2016,4,1000818,552
2016,4,1000817,2039
2016,4,1000816,1277
2016,4,1000815,2235
2016,4,1000814,4493
2016,4,1000813,1408
2016,4,1000812,4746
2016,4,1000811,2040
2016,4,1000810,970
2016,4,1000809,1018
2016,4,1000808,645
2016,4,1000807,1760
2016,4,1000806,1461
2016,4,1000805,374
2016,4,1000804,8167
2016,4,1000803,2417
2016,4,1000802,6773
2016,4,1000801,4851
2016,4,1000800,2169
2016,4,1000799,3355
2016,4,1000798,2685
2016,4,1000797,2881
2016,4,1000796,3771
2016,4,1000795,5201
2016,4,1000794,1346
2016,4,1000793,1733
2016,4,1000792,1540
2016,4,1000791,1138
2016,4,1000790,589
2016,4,1000789,633
2016,4,1000788,5310
2016,4,1000787,2155
2016,4,1000786,1374
2016,4,1000785,15544
2016,4,1000784,1140
2016,4,1000783,1838
2016,4,1000782,1461
2016,4,1000781,6370
2016,4,1000780,7047
2016,4,1000779,4915
2016,4,1000778,5169
2016,4,1000777,7780
2016,4,1000776,1996
2016,4,1000775,3058
2016,4,1000774,4876
2016,4,1000773,30325
2016,4,1000772,20796
2016,4,1000771,27931
2016,4,1000770,20405
2016,4,1000769,909
2016,4,1000768,5046
2016,4,1000767,1723
2016,4,1000766,1980
2016,4,1000765,4823
2016,4,1000764,940
2016,4,1000763,880
2016,4,1000762,877
2016,4,1000761,2787
2016,4,1000760,2597
2016,4,1000759,7148
2016,4,1000758,2612
2016,4,1000757,3745
2016,4,1000756,1869
2016,4,1000755,6393
2016,4,1000754,1334
2016,4,1000753,4527
2016,4,1000752,4114
2016,4,1000751,1297
2016,4,1000750,1242
2016,4,1000749,2334
2016,4,1000748,2364
2016,4,1000747,1949
2016,4,1000746,2471
2016,4,1000745,1147
2016,4,1000744,5630
2016,4,1000743,8755
2016,4,1000742,3392
2016,4,1000741,5000
2016,4,1000740,3011
2016,4,1000739,6142
2016,4,1000738,20462
2016,4,1000737,4610
2016,4,1000736,4232
2016,4,1000735,596
2016,4,1000734,1392
2016,4,1000733,1641
2016,4,1000732,1860
2016,4,1000731,5092
2016,4,1000730,5402
2016,4,1000729,2543
2016,4,1000728,5173
2016,4,1000727,12889
2016,4,1000726,12884
2016,4,1000725,4953
2016,4,1000724,3777
2016,4,1000723,2408
2016,4,1000722,2648
2016,4,1000721,13635
2016,4,1000720,16799
2016,4,1000719,34049
2016,4,1000718,2362
2016,4,1000717,1064
2016,4,1000716,4902
2016,4,1000715,1576
2016,4,1000714,1631
2016,4,1000713,13963
2016,4,1000712,5232
2016,4,1000711,7358
2016,4,1000710,19303
2016,4,1000709,2619
2016,4,1000708,2589
2016,4,1000707,7355
2016,4,1000706,4626
2016,4,1000705,3757
2016,4,1000704,1037
2016,4,1000703,3343
2016,4,1000702,15703
2016,4,1000701,2648
2016,4,1000700,17339
2016,4,1000699,1310
2016,4,1000698,4279
2016,4,1000697,4763
2016,4,1000696,5839
2016,4,1000695,6391
2016,4,1000694,14748
2016,4,1000693,4290
2016,4,1000692,2608
2016,4,1000691,14152
2016,4,1000690,16916
2016,4,1000689,24472
2016,4,1000688,20443
2016,4,1000687,13271
2016,4,1000686,20477
2016,4,1000685,20161
2016,4,1000684,24623
2016,4,1000683,1360
2016,4,1000682,4481
2016,4,1000681,977
2016,4,1000680,4247
2016,4,1000679,5878
2016,4,1000678,2985
2016,4,1000677,1822
2016,4,1000676,2241
2016,4,1000675,3404
2016,4,1000674,3369
2016,4,1000673,4335
2016,4,1000672,3235
2016,4,1000671,2963
2016,4,1000670,90533
2016,4,1000669,9207
2016,4,1000668,29469
2016,4,1000667,2634
2016,4,1000666,1480
2016,4,1000665,1031
2016,4,1000664,1776
2016,4,1000663,995
2016,4,1000662,729
2016,4,1000661,785
2016,4,1000660,5795
2016,4,1000659,6949
2016,4,1000658,1855
2016,4,1000657,423
2016,4,1000656,2260
2016,4,1000655,12303
2016,4,1000654,29859
2016,4,1000653,4972
2016,4,1000652,1708
2016,4,1000651,15971
2016,4,1000650,2558
2016,4,1000649,2532
2016,4,1000648,15903
2016,4,1000647,2253
2016,4,1000646,1000
2016,4,1000645,1581
2016,4,1000644,34140
2016,4,1000643,33919
2016,4,1000642,53202
2016,4,1000641,3406
2016,4,1000640,7789
2016,4,1000639,1509
2016,4,1000638,3004
2016,4,1000637,2664
2016,4,1000636,12838
2016,4,1000635,6279
2016,4,1000634,16221
2016,4,1000633,5657
2016,4,1000632,4808
2016,4,1000631,21482
2016,4,1000630,6763
2016,4,1000629,998
2016,4,1000628,4649
2016,4,1000627,6220
2016,4,1000626,21324
2016,4,1000625,16684
2016,4,1000624,2286
2016,4,1000623,1201
2016,4,1000622,1461
2016,4,1000621,1373
2016,4,1000620,3577
2016,4,1000619,2791
2016,4,1000618,997
2016,4,1000617,1297
2016,4,1000616,3320
2016,4,1000615,3710
2016,4,1000614,2677
2016,4,1000613,1733
2016,4,1000612,3354
2016,4,1000611,2105
2016,4,1000610,1808
2016,4,1000609,4600
2016,4,1000608,19080
2016,4,1000607,11264
2016,4,1000606,6077
2016,4,1000605,3878
2016,4,1000604,2580
2016,4,1000603,2515
2016,4,1000602,3457
2016,4,1000601,829
2016,4,1000600,2761
2016,4,1000599,1705
2016,4,1000598,2850
2016,4,1000597,3927
2016,4,1000596,3445
2016,4,1000595,4059
2016,4,1000594,1481
2016,4,1000593,2837
2016,4,1000592,3205
2016,4,1000591,8317
2016,4,1000590,6231
2016,4,1000589,3192
2016,4,1000588,1855
2016,4,1000587,3345
2016,4,1000586,2471
2016,4,1000585,1414
2016,4,1000584,1711
2016,4,1000583,4002
2016,4,1000582,1959
2016,4,1000581,3945
2016,4,1000580,5089
2016,4,1000579,4968
2016,4,1000578,7156
2016,4,1000577,4944
2016,4,1000576,11825
2016,4,1000575,4390
2016,4,1000574,3090
2016,4,1000573,3111
2016,4,1000572,1038
2016,4,1000571,883
2016,4,1000570,1463
2016,4,1000569,1831
2016,4,1000568,11401
2016,4,1000567,8868
2016,4,1000566,3853
2016,4,1000565,2958
2016,4,1000564,2206
2016,4,1000563,2731
2016,4,1000562,3014
2016,4,1000561,2706
2016,4,1000560,2352
2016,4,1000559,1687
2016,4,1000558,2920
2016,4,1000557,3341
2016,4,1000556,1284
2016,4,1000555,1153
2016,4,1000554,2242
2016,4,1000553,1538
2016,4,1000552,1857
2016,4,1000551,3928
2016,4,1000550,1793
2016,4,1000549,1631
2016,4,1000548,3792
2016,4,1000547,2927
2016,4,1000546,1415
2016,4,1000545,1921
2016,4,1000544,2301
2016,4,1000543,3396
2016,4,1000542,1105
2016,4,1000541,3744
2016,4,1000540,2151
2016,4,1000539,2797
2016,4,1000538,3665
2016,4,1000537,4358
2016,4,1000536,4112
2016,4,1000535,1595
2016,4,1000534,3223
2016,4,1000533,2804
2016,4,1000532,2159
2016,4,1000531,1775
2016,4,1000530,1510
2016,4,1000529,2168
2016,4,1000528,2572
2016,4,1000527,2455
2016,4,1000526,1794
2016,4,1000525,1300
2016,4,1000524,1959
2016,4,1000523,1636
2016,4,1000522,5430
2016,4,1000521,7289
2016,4,1000520,1865
2016,4,1000519,6440
2016,4,1000518,1353
2016,4,1000517,2146
2016,4,1000516,2054
2016,4,1000515,3402
2016,4,1000514,1639
2016,4,1000513,3763
2016,4,1000512,2883
2016,4,1000511,3772
2016,4,1000510,2360
2016,4,1000509,2993
2016,4,1000508,2705
2016,4,1000507,2675
2016,4,1000506,4634
2016,4,1000505,16755
2016,4,1000504,19860
2016,4,1000503,12720
2016,4,1000502,5893
2016,4,1000501,2020
2016,4,1000500,7217
2016,4,1000499,10478
2016,4,1000498,6242
2016,4,1000497,12659
2016,4,1000496,4425
2016,4,1000495,4531
2016,4,1000494,5931
2016,4,1000493,9270
2016,4,1000492,7963
2016,4,1000491,14252
2016,4,1000490,987
2016,4,1000489,755
2016,4,1000488,6909
2016,4,1000487,25660
2016,4,1000486,7588
2016,4,1000485,3315
2016,4,1000484,7380
2016,4,1000483,3290
2016,4,1000482,8147
2016,4,1000481,5305
2016,4,1000480,33933
2016,4,1000479,6376
2016,4,1000478,1363
2016,4,1000477,20574
2016,4,1000476,2537
2016,4,1000475,4554
2016,4,1000474,9502
2016,4,1000473,16988
2016,4,1000472,10862
2016,4,1000471,22289
2016,4,1000470,4109
2016,4,1000469,11189
2016,4,1000468,17078
2016,4,1000467,13227
2016,4,1000466,17231
2016,4,1000465,5825
2016,4,1000464,3976
2016,4,1000463,2714
2016,4,1000462,24512
2016,4,1000461,13070
2016,4,1000460,2284
2016,4,1000459,6464
2016,4,1000458,3319
2016,4,1000457,1088
2016,4,1000456,1416
2016,4,1000455,1318
2016,4,1000454,1536
2016,4,1000453,1094
2016,4,1000452,75560
2016,4,1000451,31833
2016,4,1000450,1412
2016,4,1000449,2082
2016,4,1000448,1568
2016,4,1000447,1831
2016,4,1000446,2870
2016,4,1000445,1926
2016,4,1000444,5276
2016,4,1000443,4630
2016,4,1000442,1922
2016,4,1000441,1770
2016,4,1000440,1320
2016,4,1000439,6541
2016,4,1000438,1921
2016,4,1000437,2148
2016,4,1000436,3085
2016,4,1000435,1566
2016,4,1000434,1734
2016,4,1000433,1676
2016,4,1000432,2222
2016,4,1000431,1616
2016,4,1000430,5232
2016,4,1000429,5087
2016,4,1000428,4787
2016,4,1000427,1991
2016,4,1000426,1719
2016,4,1000425,1970
2016,4,1000424,2231
2016,4,1000423,1495
2016,4,1000422,1823
2016,4,1000421,3180
2016,4,1000420,1237
2016,4,1000419,2102
2016,4,1000418,2009
2016,4,1000417,1409
2016,4,1000416,4048
2016,4,1000415,2911
2016,4,1000414,872
2016,4,1000413,7792
2016,4,1000412,4239
2016,4,1000411,2591
2016,4,1000410,1353
2016,4,1000409,1299
2016,4,1000408,1035
2016,4,1000407,2020
2016,4,1000406,2065
2016,4,1000405,3165
2016,4,1000404,2755
2016,4,1000403,4037
2016,4,1000402,4036
2016,4,1000401,4210
2016,4,1000400,3843
2016,4,1000399,3045
2016,4,1000398,2727
2016,4,1000397,1024
2016,4,1000396,1582
2016,4,1000395,1987
2016,4,1000394,2252
2016,4,1000393,2277
2016,4,1000392,1029
2016,4,1000391,1388
2016,4,1000390,1339
2016,4,1000389,1993
2016,4,1000388,1354
2016,4,1000387,2266
2016,4,1000386,2349
2016,4,1000385,2062
2016,4,1000384,2944
2016,4,1000383,2539
2016,4,1000382,2924
2016,4,1000381,1861
2016,4,1000380,3901
2016,4,1000379,6252
2016,4,1000378,4321
2016,4,1000377,3275
2016,4,1000376,823
2016,4,1000375,1542
2016,4,1000374,1963
2016,4,1000373,1331
2016,4,1000372,2105
2016,4,1000371,4168
2016,4,1000370,1364
2016,4,1000369,1695
2016,4,1000368,981
2016,4,1000367,1423
2016,4,1000366,1233
2016,4,1000365,1555
2016,4,1000364,1772
2016,4,1000363,2339
2016,4,1000362,4136
2016,4,1000361,2964
2016,4,1000360,2295
2016,4,1000359,2578
2016,4,1000358,7050
2016,4,1000357,2491
2016,4,1000356,1322
2016,4,1000355,1154
2016,4,1000354,1451
2016,4,1000353,1681
2016,4,1000352,2456
2016,4,1000351,2640
2016,4,1000350,6688
2016,4,1000349,5061
2016,4,1000348,1875
2016,4,1000347,3021
2016,4,1000346,1687
2016,4,1000345,1476
2016,4,1000344,1548
2016,4,1000343,1211
2016,4,1000342,7067
2016,4,1000341,702
2016,4,1000340,937
2016,4,1000339,3007
2016,4,1000338,2213
2016,4,1000337,2705
2016,4,1000336,2111
2016,4,1000335,1735
2016,4,1000334,2097
2016,4,1000333,911
2016,4,1000332,1380
2016,4,1000331,1944
2016,4,1000330,1235
2016,4,1000329,1600
2016,4,1000328,619
2016,4,1000327,6706
2016,4,1000326,2228
2016,4,1000325,1731
2016,4,1000324,4340
2016,4,1000323,1421
2016,4,1000322,1935
2016,4,1000321,1172
2016,4,1000320,1670
2016,4,1000319,6967
2016,4,1000318,2344
2016,4,1000317,1608
2016,4,1000316,2519
2016,4,1000315,3433
2016,4,1000314,3091
2016,4,1000313,1929
2016,4,1000312,4362
2016,4,1000311,1831
2016,4,1000310,2976
2016,4,1000309,3497
2016,4,1000308,2598
2016,4,1000307,1137
2016,4,1000306,4668
2016,4,1000305,4914
2016,4,1000304,1686
2016,4,1000303,1970
2016,4,1000302,2984
2016,4,1000301,1687
2016,4,1000300,1711
2016,4,1000299,2383
2016,4,1000298,1989
2016,4,1000297,1358
2016,4,1000296,1917
2016,4,1000295,3189
2016,4,1000294,4576
2016,4,1000293,3618
2016,4,1000292,2123
2016,4,1000291,7266
2016,4,1000290,6189
2016,4,1000289,4067
2016,4,1000288,4803
2016,4,1000287,2164
2016,4,1000286,2840
2016,4,1000285,6034
2016,4,1000284,4855
2016,4,1000283,1116
2016,4,1000282,3501
2016,4,1000281,2152
2016,4,1000280,1446
2016,4,1000279,2190
2016,4,1000278,1453
2016,4,1000277,6406
2016,4,1000276,6040
2016,4,1000275,5869
2016,4,1000274,4619
2016,4,1000273,2283
2016,4,1000272,2684
2016,4,1000271,2750
2016,4,1000270,5531
2016,4,1000269,8432
2016,4,1000268,9319
2016,4,1000267,1489
2016,4,1000266,850
2016,4,1000265,3428
2016,4,1000264,1934
2016,4,1000263,3571
2016,4,1000262,1303
2016,4,1000261,1387
2016,4,1000260,4745
2016,4,1000259,1918
2016,4,1000258,2767
2016,4,1000257,1571
2016,4,1000256,1403
2016,4,1000255,3353
2016,4,1000254,1458
2016,4,1000253,1929
2016,4,1000252,2959
2016,4,1000251,1959
2016,4,1000250,4350
2016,4,1000249,4825
2016,4,1000248,4040
2016,4,1000247,2012
2016,4,1000246,1994
2016,4,1000245,2394
2016,4,1000244,1769
2016,4,1000243,2359
2016,4,1000242,1915
2016,4,1000241,1508
2016,4,1000240,1523
2016,4,1000239,3639
2016,4,1000238,2467
2016,4,1000237,3979
2016,4,1000236,2757
2016,4,1000235,3166
2016,4,1000234,2360
2016,4,1000233,3603
2016,4,1000232,2265
2016,4,1000231,3067
2016,4,1000230,6348
2016,4,1000229,1879
2016,4,1000228,4018
2016,4,1000227,1957
2016,4,1000226,1720
2016,4,1000225,1966
2016,4,1000224,2664
2016,4,1000223,2359
2016,4,1000222,3839
2016,4,1000221,1026
2016,4,1000220,742
2016,4,1000219,806
2016,4,1000218,2453
2016,4,1000217,3564
2016,4,1000216,2640
2016,4,1000215,2108
2016,4,1000214,8042
2016,4,1000213,6222
2016,4,1000212,21399
2016,4,1000211,5638
2016,4,1000210,12341
2016,4,1000209,16475
2016,4,1000208,6643
2016,4,1000207,975
2016,4,1000206,3142
2016,4,1000205,18858
2016,4,1000204,2186
2016,4,1000203,4854
2016,4,1000202,8215
2016,4,1000201,11734
2016,4,1000200,4944
2016,4,1000199,4318
2016,4,1000198,2277
2016,4,1000197,3331
2016,4,1000196,3764
2016,4,1000195,5668
2016,4,1000194,939
2016,4,1000193,5705
2016,4,1000192,3089
2016,4,1000191,6199
2016,4,1000190,3424
2016,4,1000189,4178
2016,4,1000188,1726
2016,4,1000187,3253
2016,4,1000186,4350
2016,4,1000185,3260
2016,4,1000184,2673
2016,4,1000183,4395
2016,4,1000182,12579
2016,4,1000181,4323
2016,4,1000180,3131
2016,4,1000179,3188
2016,4,1000178,3195
2016,4,1000177,4218
2016,4,1000176,3799
2016,4,1000175,4105
2016,4,1000174,2611
2016,4,1000173,3313
2016,4,1000172,3277
2016,4,1000171,2602
2016,4,1000170,17402
2016,4,1000169,6512
2016,4,1000168,7083
2016,4,1000167,3004
2016,4,1000166,4007
2016,4,1000165,5276
2016,4,1000164,1946
2016,4,1000163,2139
2016,4,1000162,2959
2016,4,1000161,3515
2016,4,1000160,16838
2016,4,1000159,6200
2016,4,1000158,6024
2016,4,1000157,3875
2016,4,1000156,3124
2016,4,1000155,4357
2016,4,1000154,4219
2016,4,1000153,8745
2016,4,1000152,16685
2016,4,1000151,4976
2016,4,1000150,2429
2016,4,1000149,5782
2016,4,1000148,3976
2016,4,1000147,1206
2016,4,1000146,2111
2016,4,1000145,1896
2016,4,1000144,3985
2016,4,1000143,5657
2016,4,1000142,7966
2016,4,1000141,1596
2016,4,1000140,1812
2016,4,1000139,6206
2016,4,1000138,3470
2016,4,1000137,6488
2016,4,1000136,3012
2016,4,1000135,6579
2016,4,1000134,4251
2016,4,1000133,3303
2016,4,1000132,10573
2016,4,1000131,2407
2016,4,1000130,3062
2016,4,1000129,4652
2016,4,1000128,3125
2016,4,1000127,2604
2016,4,1000126,1500
2016,4,1000125,1296
2016,4,1000124,11767
2016,4,1000123,1247
2016,4,1000122,3645
2016,4,1000121,20032
2016,4,1000120,16022
2016,4,1000119,4059
2016,4,1000118,11252
2016,4,1000117,8426
2016,4,1000116,16803
2016,4,1000115,24253
2016,4,1000114,21921
2016,4,1000113,22728
2016,4,1000112,11305
2016,4,1000111,2143
2016,4,1000110,31419
2016,4,1000109,47650
2016,4,1000108,17486
2016,4,1000107,35557
2016,4,1000106,8188
2016,4,1000105,5179
2016,4,1000104,17591
2016,4,1000103,8270
2016,4,1000102,6859
2016,4,1000101,916
2016,4,1000100,4926
2016,4,1000099,10834
2016,4,1000098,970
2016,4,1000097,1937
2016,4,1000096,8540
2016,4,1000095,3539
2016,4,1000094,3036
2016,4,1000093,11373
2016,4,1000092,44165
2016,4,1000091,37099
2016,4,1000090,1181
2016,4,1000089,1140
2016,4,1000088,23311
2016,4,1000087,10960
2016,4,1000086,1336
2016,4,1000085,6890
2016,4,1000084,6675
2016,4,1000083,22296
2016,4,1000082,15949
2016,4,1000081,14723
2016,4,1000080,15090
2016,4,1000079,20237
2016,4,1000078,17943
2016,4,1000077,35220
2016,4,1000076,8211
2016,4,1000075,9096
2016,4,1000074,9086
2016,4,1000073,19673
2016,4,1000072,937
2016,4,1000071,13667
2016,4,1000070,6821
2016,4,1000069,3283
2016,4,1000068,24667
2016,4,1000067,7321
2016,4,1000066,11456
2016,4,1000065,14048
2016,4,1000064,4015
2016,4,1000063,5493
2016,4,1000062,7374
2016,4,1000061,9890
2016,4,1000060,8895
2016,4,1000059,3334
2016,4,1000058,17169
2016,4,1000057,6247
2016,4,1000056,29071
2016,4,1000055,6035
2016,4,1000054,5362
2016,4,1000053,7517
2016,4,1000052,4145
2016,4,1000051,4632
2016,4,1000050,2822
2016,4,1000049,4612
2016,4,1000048,80234
2016,4,1000047,43219
2016,4,1000046,42970
2016,4,1000045,35479
2016,4,1000044,41954
2016,4,1000043,2423
2016,4,1000042,13148
2016,4,1000041,12229
2016,4,1000040,80247
2016,4,1000039,143957
2016,4,1000038,7329
2016,4,1000037,17528
2016,4,1000036,14160
2016,4,1000035,4181
2016,4,1000034,12208
2016,4,1000033,8242
2016,4,1000032,6720
2016,4,1000031,2923
2016,4,1000030,10453
2016,4,1000029,3260
2016,4,1000028,4774
2016,4,1000027,4140
2016,4,1000026,693
2016,4,1000025,1158
2016,4,1000024,1895
2016,4,1000023,3247
2016,4,1000022,6086
2016,4,1000021,3512
2016,4,1000020,3302
2016,4,1000019,9355
2016,4,1000018,6603
2016,4,1000017,11495
2016,4,1000016,6575
2016,4,1000015,10257
2016,4,1000014,17898
2016,4,1000013,19708
2016,4,1000012,1399
2016,4,1000011,8517
2016,4,1000010,18314
2016,4,1000009,4785
2016,4,1000008,5511
2016,4,1000007,18822
2016,4,1000006,17892
2016,4,1000005,1689
2016,4,1000004,15972
2016,4,1000003,52219
2016,4,1000002,10443
2016,4,1000001,29186
2016,3,1001010,3646
2016,3,1001009,3615
2016,3,1001008,4934
2016,3,1001007,1373
2016,3,1001006,1901
2016,3,1001005,6363
2016,3,1001004,7650
2016,3,1001003,3625
2016,3,1001002,4226
2016,3,1001001,5217
2016,3,1001000,6901
2016,3,1000999,6825
2016,3,1000998,2663
2016,3,1000997,2691
2016,3,1000996,3906
2016,3,1000995,5273
2016,3,1000994,4703
2016,3,1000993,13507
2016,3,1000992,4076
2016,3,1000991,5844
2016,3,1000990,4867
2016,3,1000989,3648
2016,3,1000988,4124
2016,3,1000987,2700
2016,3,1000986,8650
2016,3,1000985,1396
2016,3,1000984,12952
2016,3,1000983,10614
2016,3,1000982,4144
2016,3,1000981,4396
2016,3,1000980,4176
2016,3,1000979,3615
2016,3,1000978,3305
2016,3,1000977,3916
2016,3,1000976,784
2016,3,1000975,577
2016,3,1000974,2598
2016,3,1000973,2606
2016,3,1000972,2347
2016,3,1000971,2106
2016,3,1000970,496
2016,3,1000969,1743
2016,3,1000968,4112
2016,3,1000967,7256
2016,3,1000966,4094
2016,3,1000965,2550
2016,3,1000964,9900
2016,3,1000963,23036
2016,3,1000962,10883
2016,3,1000961,7749
2016,3,1000960,15647
2016,3,1000959,26385
2016,3,1000958,35680
2016,3,1000957,5501
2016,3,1000956,9736
2016,3,1000955,8727
2016,3,1000954,8036
2016,3,1000953,18458
2016,3,1000952,6564
2016,3,1000951,9996
2016,3,1000950,8034
2016,3,1000949,7426
2016,3,1000948,5425
2016,3,1000947,6671
2016,3,1000946,5793
2016,3,1000945,7777
2016,3,1000944,4236
2016,3,1000943,5165
2016,3,1000942,1505
2016,3,1000941,4217
2016,3,1000940,2245
2016,3,1000939,13204
2016,3,1000938,16478
2016,3,1000937,20401
2016,3,1000936,23211
2016,3,1000935,76104
2016,3,1000934,7758
2016,3,1000933,3362
2016,3,1000932,29825
2016,3,1000931,95520
2016,3,1000930,102053
2016,3,1000929,15695
2016,3,1000928,1128
2016,3,1000927,13506
2016,3,1000926,21747
2016,3,1000925,22142
2016,3,1000924,16255
2016,3,1000923,33278
2016,3,1000922,8932
2016,3,1000921,19918
2016,3,1000920,3454
2016,3,1000919,7118
2016,3,1000918,10951
2016,3,1000917,5750
2016,3,1000916,43089
2016,3,1000915,12590
2016,3,1000914,26250
2016,3,1000913,27450
2016,3,1000912,69628
2016,3,1000911,11932
2016,3,1000910,15364
2016,3,1000909,25512
2016,3,1000908,28637
2016,3,1000907,23741
2016,3,1000906,22019
2016,3,1000905,19794
2016,3,1000904,29816
2016,3,1000903,5933
2016,3,1000902,37362
2016,3,1000901,31088
2016,3,1000900,36409
2016,3,1000899,14732
2016,3,1000898,33247
2016,3,1000897,10722
2016,3,1000896,21930
2016,3,1000895,11652
2016,3,1000894,20752
2016,3,1000893,13687
2016,3,1000892,815
2016,3,1000891,15644
2016,3,1000890,22824
2016,3,1000889,21316
2016,3,1000888,25294
2016,3,1000887,32424
2016,3,1000886,13323
2016,3,1000885,25133
2016,3,1000884,6135
2016,3,1000883,20639
2016,3,1000882,6051
2016,3,1000881,13110
2016,3,1000880,11153
2016,3,1000879,22174
2016,3,1000878,9370
2016,3,1000877,8198
2016,3,1000876,15179
2016,3,1000875,13582
2016,3,1000874,6990
2016,3,1000873,10055
2016,3,1000872,7511
2016,3,1000871,13585
2016,3,1000870,14131
2016,3,1000869,11770
2016,3,1000868,13487
2016,3,1000867,4076
2016,3,1000866,4582
2016,3,1000865,21647
2016,3,1000864,5573
2016,3,1000863,7042
2016,3,1000862,9992
2016,3,1000861,4029
2016,3,1000860,36744
2016,3,1000859,14456
2016,3,1000858,7307
2016,3,1000857,14579
2016,3,1000856,8344
2016,3,1000855,4625
2016,3,1000854,10273
2016,3,1000853,12181
2016,3,1000852,38716
2016,3,1000851,11453
2016,3,1000850,29563
2016,3,1000849,23883
2016,3,1000848,12166
2016,3,1000847,31617
2016,3,1000846,98453
2016,3,1000845,34522
2016,3,1000844,17823
2016,3,1000843,1375
2016,3,1000842,637
2016,3,1000841,891
2016,3,1000840,987
2016,3,1000839,2315
2016,3,1000838,1277
2016,3,1000837,5412
2016,3,1000836,3632
2016,3,1000835,1832
2016,3,1000834,5193
2016,3,1000833,3710
2016,3,1000832,4067
2016,3,1000831,5967
2016,3,1000830,4730
2016,3,1000829,15735
2016,3,1000828,2653
2016,3,1000827,2958
2016,3,1000826,1400
2016,3,1000825,719
2016,3,1000824,3863
2016,3,1000823,1282
2016,3,1000822,916
2016,3,1000821,4042
2016,3,1000820,4350
2016,3,1000819,789
2016,3,1000818,577
2016,3,1000817,2144
2016,3,1000816,1279
2016,3,1000815,2240
2016,3,1000814,4547
2016,3,1000813,1417
2016,3,1000812,4742
2016,3,1000811,2037
2016,3,1000810,978
2016,3,1000809,1027
2016,3,1000808,627
2016,3,1000807,1763
2016,3,1000806,1488
2016,3,1000805,403
2016,3,1000804,8093
2016,3,1000803,2197
2016,3,1000802,6610
2016,3,1000801,4636
2016,3,1000800,2159
2016,3,1000799,3409
2016,3,1000798,2853
2016,3,1000797,3089
2016,3,1000796,4141
2016,3,1000795,5281
2016,3,1000794,1311
2016,3,1000793,1772
2016,3,1000792,1731
2016,3,1000791,1133
2016,3,1000790,573
2016,3,1000789,617
2016,3,1000788,5367
2016,3,1000787,2171
2016,3,1000786,1351
2016,3,1000785,15566
2016,3,1000784,1174
2016,3,1000783,1737
2016,3,1000782,1366
2016,3,1000781,6121
2016,3,1000780,6914
2016,3,1000779,4890
2016,3,1000778,5128
2016,3,1000777,7181
2016,3,1000776,1913
2016,3,1000775,2977
2016,3,1000774,4764
2016,3,1000773,29322
2016,3,1000772,19820
2016,3,1000771,26887
2016,3,1000770,19440
2016,3,1000769,894
2016,3,1000768,5405
2016,3,1000767,1725
2016,3,1000766,2048
2016,3,1000765,4781
2016,3,1000764,942
2016,3,1000763,874
2016,3,1000762,874
2016,3,1000761,2702
2016,3,1000760,2524
2016,3,1000759,7044
2016,3,1000758,2535
2016,3,1000757,3649
2016,3,1000756,1831
2016,3,1000755,6881
2016,3,1000754,1324
2016,3,1000753,4294
2016,3,1000752,4155
2016,3,1000751,1280
2016,3,1000750,1237
2016,3,1000749,2343
2016,3,1000748,2310
2016,3,1000747,1920
2016,3,1000746,2473
2016,3,1000745,1130
2016,3,1000744,4928
2016,3,1000743,9078
2016,3,1000742,3534
2016,3,1000741,5030
2016,3,1000740,3009
2016,3,1000739,5934
2016,3,1000738,19445
2016,3,1000737,4659
2016,3,1000736,4075
2016,3,1000735,606
2016,3,1000734,1385
2016,3,1000733,1693
2016,3,1000732,1855
2016,3,1000731,5070
2016,3,1000730,5306
2016,3,1000729,2568
2016,3,1000728,5606
2016,3,1000727,13637
2016,3,1000726,13226
2016,3,1000725,4841
2016,3,1000724,3750
2016,3,1000723,2505
2016,3,1000722,2733
2016,3,1000721,13537
2016,3,1000720,16782
