year,quarter,district,b_worker
2018,1,1000856,8500
2018,1,1000855,4880
2018,1,1000854,10113
2018,1,1000853,11844
2018,1,1000852,36840
2018,1,1000851,11414
2018,1,1000850,28290
2018,1,1000849,20514
2018,1,1000848,12144
2018,1,1000847,31847
2018,1,1000846,99373
2018,1,1000845,35536
2018,1,1000844,16635
2018,1,1000843,1205
2018,1,1000842,550
2018,1,1000841,835
2018,1,1000840,859
2018,1,1000839,2263
2018,1,1000838,1192
2018,1,1000837,5132
2018,1,1000836,3634
2018,1,1000835,2048
2018,1,1000834,4834
2018,1,1000833,3349
2018,1,1000832,4134
2018,1,1000831,6087
2018,1,1000830,5022
2018,1,1000829,15772
2018,1,1000828,2456
2018,1,1000827,2666
2018,1,1000826,1176
2018,1,1000825,739
2018,1,1000824,3700
2018,1,1000823,1179
2018,1,1000822,700
2018,1,1000821,3751
2018,1,1000820,4500
2018,1,1000819,775
2018,1,1000818,548
2018,1,1000817,1985
2018,1,1000816,1272
2018,1,1000815,2364
2018,1,1000814,4590
2018,1,1000813,1435
2018,1,1000812,4490
2018,1,1000811,2077
2018,1,1000810,930
2018,1,1000809,1005
2018,1,1000808,633
2018,1,1000807,1725
2018,1,1000806,1485
2018,1,1000805,325
2018,1,1000804,8314
2018,1,1000803,2312
2018,1,1000802,6472
2018,1,1000801,4467
2018,1,1000800,2143
2018,1,1000799,3071
2018,1,1000798,2746
2018,1,1000797,2840
2018,1,1000796,3597
2018,1,1000795,5519
2018,1,1000794,1373
2018,1,1000793,1743
2018,1,1000792,1294
2018,1,1000791,1108
2018,1,1000790,570
2018,1,1000789,644
2018,1,1000788,4963
2018,1,1000787,2100
2018,1,1000786,1324
2018,1,1000785,15681
2018,1,1000784,943
2018,1,1000783,1941
2018,1,1000782,1564
2018,1,1000781,6360
2018,1,1000780,7108
2018,1,1000779,5141
2018,1,1000778,5397
2018,1,1000777,8135
2018,1,1000776,2210
2018,1,1000775,3288
2018,1,1000774,5197
2018,1,1000773,30505
2018,1,1000772,21085
2018,1,1000771,28367
2018,1,1000770,20844
2018,1,1000769,886
2018,1,1000768,4884
2018,1,1000767,1720
2018,1,1000766,2093
2018,1,1000765,5075
2018,1,1000764,1039
2018,1,1000763,1002
2018,1,1000762,889
2018,1,1000761,2866
2018,1,1000760,2615
2018,1,1000759,7289
2018,1,1000758,2533
2018,1,1000757,4051
2018,1,1000756,1763
2018,1,1000755,6277
2018,1,1000754,1297
2018,1,1000753,4774
2018,1,1000752,4087
2018,1,1000751,1298
2018,1,1000750,1211
2018,1,1000749,2386
2018,1,1000748,2209
2018,1,1000747,1894
2018,1,1000746,2571
2018,1,1000745,1122
2018,1,1000744,5745
2018,1,1000743,8250
2018,1,1000742,3297
2018,1,1000741,5848
2018,1,1000740,3171
2018,1,1000739,6287
2018,1,1000738,20562
2018,1,1000737,4417
2018,1,1000736,4120
2018,1,1000735,545
2018,1,1000734,1300
2018,1,1000733,1532
2018,1,1000732,1833
2018,1,1000731,5047
2018,1,1000730,5440
2018,1,1000729,2607
2018,1,1000728,5309
2018,1,1000727,12806
2018,1,1000726,12709
2018,1,1000725,5366
2018,1,1000724,3655
2018,1,1000723,2463
2018,1,1000722,2833
2018,1,1000721,13683
2018,1,1000720,17086
2018,1,1000719,35597
2018,1,1000718,2597
2018,1,1000717,1038
2018,1,1000716,4831
2018,1,1000715,1659
2018,1,1000714,1661
2018,1,1000713,13961
2018,1,1000712,5080
2018,1,1000711,7430
2018,1,1000710,19439
2018,1,1000709,2599
2018,1,1000708,2662
2018,1,1000707,7589
2018,1,1000706,4664
2018,1,1000705,3644
2018,1,1000704,1051
2018,1,1000703,3280
2018,1,1000702,16123
2018,1,1000701,2712
2018,1,1000700,17643
2018,1,1000699,1363
2018,1,1000698,4254
2018,1,1000697,4730
2018,1,1000696,6046
2018,1,1000695,6745
2018,1,1000694,16119
2018,1,1000693,4747
2018,1,1000692,2742
2018,1,1000691,14305
2018,1,1000690,17357
2018,1,1000689,26126
2018,1,1000688,21138
2018,1,1000687,13824
2018,1,1000686,20578
2018,1,1000685,20373
2018,1,1000684,25081
2018,1,1000683,1441
2018,1,1000682,4425
2018,1,1000681,1066
2018,1,1000680,4401
2018,1,1000679,6173
2018,1,1000678,3217
2018,1,1000677,1774
2018,1,1000676,2192
2018,1,1000675,3402
2018,1,1000674,3292
2018,1,1000673,4199
2018,1,1000672,3058
2018,1,1000671,2749
2018,1,1000670,88120
2018,1,1000669,8928
2018,1,1000668,29927
2018,1,1000667,2640
2018,1,1000666,1395
2018,1,1000665,960
2018,1,1000664,1634
2018,1,1000663,1008
2018,1,1000662,744
2018,1,1000661,829
2018,1,1000660,5913
2018,1,1000659,6899
2018,1,1000658,1850
2018,1,1000657,623
2018,1,1000656,2274
2018,1,1000655,11515
2018,1,1000654,30380
2018,1,1000653,5027
2018,1,1000652,1747
2018,1,1000651,16111
2018,1,1000650,2515
2018,1,1000649,2534
2018,1,1000648,16128
2018,1,1000647,2231
2018,1,1000646,938
2018,1,1000645,1661
2018,1,1000644,34819
2018,1,1000643,34694
2018,1,1000642,53313
2018,1,1000641,3515
2018,1,1000640,7694
2018,1,1000639,1514
2018,1,1000638,2941
2018,1,1000637,2576
2018,1,1000636,12796
2018,1,1000635,6546
2018,1,1000634,17275
2018,1,1000633,5669
2018,1,1000632,4916
2018,1,1000631,22118
2018,1,1000630,7128
2018,1,1000629,1014
2018,1,1000628,4798
2018,1,1000627,6180
2018,1,1000626,21975
2018,1,1000625,16928
2018,1,1000624,2363
2018,1,1000623,1187
2018,1,1000622,1439
2018,1,1000621,1364
2018,1,1000620,3797
2018,1,1000619,2850
2018,1,1000618,998
2018,1,1000617,1279
2018,1,1000616,3927
2018,1,1000615,4347
2018,1,1000614,2725
2018,1,1000613,1717
2018,1,1000612,3994
2018,1,1000611,2225
2018,1,1000610,1907
2018,1,1000609,5267
2018,1,1000608,17541
2018,1,1000607,11746
2018,1,1000606,6233
2018,1,1000605,3526
2018,1,1000604,2674
2018,1,1000603,2205
2018,1,1000602,3416
2018,1,1000601,881
2018,1,1000600,2605
2018,1,1000599,1814
2018,1,1000598,2844
2018,1,1000597,3898
2018,1,1000596,3315
2018,1,1000595,4078
2018,1,1000594,1780
2018,1,1000593,2870
2018,1,1000592,3163
2018,1,1000591,8138
2018,1,1000590,6484
2018,1,1000589,2881
2018,1,1000588,1809
2018,1,1000587,3341
2018,1,1000586,2474
2018,1,1000585,1450
2018,1,1000584,1730
2018,1,1000583,4240
2018,1,1000582,1944
2018,1,1000581,3776
2018,1,1000580,5001
2018,1,1000579,5156
2018,1,1000578,7234
2018,1,1000577,5021
2018,1,1000576,10534
2018,1,1000575,5228
2018,1,1000574,3286
2018,1,1000573,3062
2018,1,1000572,1096
2018,1,1000571,945
2018,1,1000570,1494
2018,1,1000569,1876
2018,1,1000568,12447
2018,1,1000567,9478
2018,1,1000566,3864
2018,1,1000565,2764
2018,1,1000564,2324
2018,1,1000563,2937
2018,1,1000562,3080
2018,1,1000561,2785
2018,1,1000560,2112
2018,1,1000559,1783
2018,1,1000558,2537
2018,1,1000557,3402
2018,1,1000556,1503
2018,1,1000555,1331
2018,1,1000554,2384
2018,1,1000553,1606
2018,1,1000552,1966
2018,1,1000551,3911
2018,1,1000550,1714
2018,1,1000549,1546
2018,1,1000548,3860
2018,1,1000547,2970
2018,1,1000546,1350
2018,1,1000545,1852
2018,1,1000544,2359
2018,1,1000543,3208
2018,1,1000542,1046
2018,1,1000541,4083
2018,1,1000540,2233
2018,1,1000539,2852
2018,1,1000538,3636
2018,1,1000537,4622
2018,1,1000536,3959
2018,1,1000535,1555
2018,1,1000534,3091
2018,1,1000533,2663
2018,1,1000532,2083
2018,1,1000531,1677
2018,1,1000530,1504
2018,1,1000529,2224
2018,1,1000528,2627
2018,1,1000527,2436
2018,1,1000526,1828
2018,1,1000525,1238
2018,1,1000524,1892
2018,1,1000523,1649
2018,1,1000522,5208
2018,1,1000521,7395
2018,1,1000520,1887
2018,1,1000519,6296
2018,1,1000518,1530
2018,1,1000517,2015
2018,1,1000516,1935
2018,1,1000515,3310
2018,1,1000514,1550
2018,1,1000513,3678
2018,1,1000512,2928
2018,1,1000511,3786
2018,1,1000510,2315
2018,1,1000509,3077
2018,1,1000508,2827
2018,1,1000507,2579
2018,1,1000506,4660
2018,1,1000505,17097
2018,1,1000504,20688
2018,1,1000503,13203
2018,1,1000502,5976
2018,1,1000501,2032
2018,1,1000500,7248
2018,1,1000499,10586
2018,1,1000498,6277
2018,1,1000497,12933
2018,1,1000496,5351
2018,1,1000495,4911
2018,1,1000494,6452
2018,1,1000493,9779
2018,1,1000492,8345
2018,1,1000491,14707
2018,1,1000490,1105
2018,1,1000489,773
2018,1,1000488,6897
2018,1,1000487,29321
2018,1,1000486,10280
2018,1,1000485,3399
2018,1,1000484,7183
2018,1,1000483,3333
2018,1,1000482,8173
2018,1,1000481,5246
2018,1,1000480,38110
2018,1,1000479,6320
2018,1,1000478,1372
2018,1,1000477,19441
2018,1,1000476,2712
2018,1,1000475,4692
2018,1,1000474,9819
2018,1,1000473,17032
2018,1,1000472,11024
2018,1,1000471,23204
2018,1,1000470,4176
2018,1,1000469,11278
2018,1,1000468,16792
2018,1,1000467,12894
2018,1,1000466,17191
2018,1,1000465,6761
2018,1,1000464,4323
2018,1,1000463,2802
2018,1,1000462,25604
2018,1,1000461,13485
2018,1,1000460,2302
2018,1,1000459,6760
2018,1,1000458,3839
2018,1,1000457,1067
2018,1,1000456,1440
2018,1,1000455,1314
2018,1,1000454,1562
2018,1,1000453,1139
2018,1,1000452,73128
2018,1,1000451,29792
2018,1,1000450,1435
2018,1,1000449,2243
2018,1,1000448,1576
2018,1,1000447,1823
2018,1,1000446,3340
2018,1,1000445,1954
2018,1,1000444,5643
2018,1,1000443,4865
2018,1,1000442,1981
2018,1,1000441,1806
2018,1,1000440,1357
2018,1,1000439,7007
2018,1,1000438,1921
2018,1,1000437,2170
2018,1,1000436,3085
2018,1,1000435,1504
2018,1,1000434,1728
2018,1,1000433,1647
2018,1,1000432,2398
2018,1,1000431,1618
2018,1,1000430,5227
2018,1,1000429,5082
2018,1,1000428,4762
2018,1,1000427,2231
2018,1,1000426,1712
2018,1,1000425,2088
2018,1,1000424,2330
2018,1,1000423,1603
2018,1,1000422,1866
2018,1,1000421,3204
2018,1,1000420,1269
2018,1,1000419,2183
2018,1,1000418,2213
2018,1,1000417,1507
2018,1,1000416,4060
2018,1,1000415,2898
2018,1,1000414,801
2018,1,1000413,7877
2018,1,1000412,4080
2018,1,1000411,2390
2018,1,1000410,1381
2018,1,1000409,1308
2018,1,1000408,1043
2018,1,1000407,2054
2018,1,1000406,2040
2018,1,1000405,3374
2018,1,1000404,2648
2018,1,1000403,4102
2018,1,1000402,4038
2018,1,1000401,3943
2018,1,1000400,3902
2018,1,1000399,2778
2018,1,1000398,2866
2018,1,1000397,1016
2018,1,1000396,1518
2018,1,1000395,1943
2018,1,1000394,2304
2018,1,1000393,2257
2018,1,1000392,1033
2018,1,1000391,1356
2018,1,1000390,1402
2018,1,1000389,2020
2018,1,1000388,1311
2018,1,1000387,2135
2018,1,1000386,2362
2018,1,1000385,2059
2018,1,1000384,2963
2018,1,1000383,2455
2018,1,1000382,2948
2018,1,1000381,1903
2018,1,1000380,3997
2018,1,1000379,6291
2018,1,1000378,4438
2018,1,1000377,3343
2018,1,1000376,826
2018,1,1000375,1516
2018,1,1000374,1924
2018,1,1000373,1369
2018,1,1000372,1975
2018,1,1000371,3890
2018,1,1000370,1332
2018,1,1000369,1658
2018,1,1000368,968
2018,1,1000367,1409
2018,1,1000366,1263
2018,1,1000365,1562
2018,1,1000364,1937
2018,1,1000363,2370
2018,1,1000362,3936
2018,1,1000361,2689
2018,1,1000360,2352
2018,1,1000359,2706
2018,1,1000358,6772
2018,1,1000357,2414
2018,1,1000356,1331
2018,1,1000355,1124
2018,1,1000354,1497
2018,1,1000353,1696
2018,1,1000352,2519
2018,1,1000351,2754
2018,1,1000350,6907
2018,1,1000349,5261
2018,1,1000348,1911
2018,1,1000347,2991
2018,1,1000346,1629
2018,1,1000345,1458
2018,1,1000344,1518
2018,1,1000343,1239
2018,1,1000342,7124
2018,1,1000341,693
2018,1,1000340,991
2018,1,1000339,2954
2018,1,1000338,2197
2018,1,1000337,2685
2018,1,1000336,2170
2018,1,1000335,1807
2018,1,1000334,2043
2018,1,1000333,961
2018,1,1000332,1403
2018,1,1000331,2055
2018,1,1000330,1295
2018,1,1000329,1632
2018,1,1000328,621
2018,1,1000327,6823
2018,1,1000326,2216
2018,1,1000325,1697
2018,1,1000324,4243
2018,1,1000323,1414
2018,1,1000322,1976
2018,1,1000321,1154
2018,1,1000320,1651
2018,1,1000319,7122
2018,1,1000318,2283
2018,1,1000317,1498
2018,1,1000316,2391
2018,1,1000315,3533
2018,1,1000314,3230
2018,1,1000313,2061
2018,1,1000312,4721
2018,1,1000311,1830
2018,1,1000310,3334
2018,1,1000309,3794
2018,1,1000308,2785
2018,1,1000307,1115
2018,1,1000306,4590
2018,1,1000305,5480
2018,1,1000304,1703
2018,1,1000303,2062
2018,1,1000302,3398
2018,1,1000301,1782
2018,1,1000300,1775
2018,1,1000299,2404
2018,1,1000298,2039
2018,1,1000297,1367
2018,1,1000296,1867
2018,1,1000295,3442
2018,1,1000294,5091
2018,1,1000293,3650
2018,1,1000292,2002
2018,1,1000291,7558
2018,1,1000290,6707
2018,1,1000289,4098
2018,1,1000288,5280
2018,1,1000287,2305
2018,1,1000286,2826
2018,1,1000285,6460
2018,1,1000284,4851
2018,1,1000283,1195
2018,1,1000282,3498
2018,1,1000281,2145
2018,1,1000280,1461
2018,1,1000279,2244
2018,1,1000278,1416
2018,1,1000277,6625
2018,1,1000276,6281
2018,1,1000275,6275
2018,1,1000274,5187
2018,1,1000273,2299
2018,1,1000272,2635
2018,1,1000271,2693
2018,1,1000270,5616
2018,1,1000269,8717
2018,1,1000268,9574
2018,1,1000267,1563
2018,1,1000266,842
2018,1,1000265,3440
2018,1,1000264,1973
2018,1,1000263,3678
2018,1,1000262,1402
2018,1,1000261,1404
2018,1,1000260,4566
2018,1,1000259,1914
2018,1,1000258,2731
2018,1,1000257,1597
2018,1,1000256,1403
2018,1,1000255,3233
2018,1,1000254,1473
2018,1,1000253,1846
2018,1,1000252,2820
2018,1,1000251,1882
2018,1,1000250,4243
2018,1,1000249,4818
2018,1,1000248,4030
2018,1,1000247,1933
2018,1,1000246,1883
2018,1,1000245,2282
2018,1,1000244,1671
2018,1,1000243,2241
2018,1,1000242,1892
2018,1,1000241,1487
2018,1,1000240,1531
2018,1,1000239,3562
2018,1,1000238,2433
2018,1,1000237,3910
2018,1,1000236,2742
2018,1,1000235,3154
2018,1,1000234,2308
2018,1,1000233,3652
2018,1,1000232,2221
2018,1,1000231,3116
2018,1,1000230,6498
2018,1,1000229,1862
2018,1,1000228,4101
2018,1,1000227,1856
2018,1,1000226,1729
2018,1,1000225,1873
2018,1,1000224,2509
2018,1,1000223,2291
2018,1,1000222,3948
2018,1,1000221,993
2018,1,1000220,716
2018,1,1000219,802
2018,1,1000218,2445
2018,1,1000217,3554
2018,1,1000216,2583
2018,1,1000215,2047
2018,1,1000214,8180
2018,1,1000213,6151
2018,1,1000212,13073
2018,1,1000211,5851
2018,1,1000210,12553
2018,1,1000209,15005
2018,1,1000208,6731
2018,1,1000207,901
2018,1,1000206,3177
2018,1,1000205,10215
2018,1,1000204,2027
2018,1,1000203,5209
2018,1,1000202,8210
2018,1,1000201,11721
2018,1,1000200,4852
2018,1,1000199,4226
2018,1,1000198,2178
2018,1,1000197,3279
2018,1,1000196,3585
2018,1,1000195,5694
2018,1,1000194,947
2018,1,1000193,5947
2018,1,1000192,3079
2018,1,1000191,6417
2018,1,1000190,3420
2018,1,1000189,4471
2018,1,1000188,1695
2018,1,1000187,3573
2018,1,1000186,3801
2018,1,1000185,3189
2018,1,1000184,2714
2018,1,1000183,4207
2018,1,1000182,12908
2018,1,1000181,4172
2018,1,1000180,2921
2018,1,1000179,2981
2018,1,1000178,3058
2018,1,1000177,4148
2018,1,1000176,3769
2018,1,1000175,4098
2018,1,1000174,2594
2018,1,1000173,3332
2018,1,1000172,3143
2018,1,1000171,2897
2018,1,1000170,16041
2018,1,1000169,6526
2018,1,1000168,7091
2018,1,1000167,2981
2018,1,1000166,4069
2018,1,1000165,5382
2018,1,1000164,1974
2018,1,1000163,2137
2018,1,1000162,2640
2018,1,1000161,3531
2018,1,1000160,16309
2018,1,1000159,6293
2018,1,1000158,5958
2018,1,1000157,4105
2018,1,1000156,3109
2018,1,1000155,4656
2018,1,1000154,4598
2018,1,1000153,8467
2018,1,1000152,16658
2018,1,1000151,5088
2018,1,1000150,2202
2018,1,1000149,5906
2018,1,1000148,4182
2018,1,1000147,1400
2018,1,1000146,2293
2018,1,1000145,1882
2018,1,1000144,4169
2018,1,1000143,5710
2018,1,1000142,8134
2018,1,1000141,1713
2018,1,1000140,1957
2018,1,1000139,6367
2018,1,1000138,3426
2018,1,1000137,6636
2018,1,1000136,2965
2018,1,1000135,6720
2018,1,1000134,3935
2018,1,1000133,3305
2018,1,1000132,10779
2018,1,1000131,2371
2018,1,1000130,3033
2018,1,1000129,4466
2018,1,1000128,3085
2018,1,1000127,2564
2018,1,1000126,1731
2018,1,1000125,1399
2018,1,1000124,12062
2018,1,1000123,1336
2018,1,1000122,3286
2018,1,1000121,11081
2018,1,1000120,16333
2018,1,1000119,4061
2018,1,1000118,10809
2018,1,1000117,3415
2018,1,1000116,17457
2018,1,1000115,25285
2018,1,1000114,22979
2018,1,1000113,23568
2018,1,1000112,11531
2018,1,1000111,2171
2018,1,1000110,32983
2018,1,1000109,49358
2018,1,1000108,18392
2018,1,1000107,36276
2018,1,1000106,8559
2018,1,1000105,4864
2018,1,1000104,18500
2018,1,1000103,8359
2018,1,1000102,6822
2018,1,1000101,937
2018,1,1000100,4512
2018,1,1000099,10419
2018,1,1000098,1001
2018,1,1000097,2010
2018,1,1000096,8404
2018,1,1000095,3497
2018,1,1000094,2999
2018,1,1000093,10848
2018,1,1000092,45320
2018,1,1000091,37981
2018,1,1000090,1161
2018,1,1000089,1117
2018,1,1000088,18452
2018,1,1000087,7486
2018,1,1000086,1296
2018,1,1000085,5270
2018,1,1000084,6600
2018,1,1000083,19334
2018,1,1000082,21507
2018,1,1000081,16011
2018,1,1000080,16374
2018,1,1000079,28695
2018,1,1000078,23468
2018,1,1000077,44961
2018,1,1000076,7367
2018,1,1000075,8631
2018,1,1000074,8772
2018,1,1000073,18783
2018,1,1000072,959
2018,1,1000071,13753
2018,1,1000070,6899
2018,1,1000069,8721
2018,1,1000068,24959
2018,1,1000067,7279
2018,1,1000066,15943
2018,1,1000065,18882
2018,1,1000064,4051
2018,1,1000063,5853
2018,1,1000062,7583
2018,1,1000061,6418
2018,1,1000060,5413
2018,1,1000059,3317
2018,1,1000058,21205
2018,1,1000057,5878
2018,1,1000056,24404
2018,1,1000055,5508
2018,1,1000054,3787
2018,1,1000053,6077
2018,1,1000052,4392
2018,1,1000051,4841
2018,1,1000050,2772
2018,1,1000049,4646
2018,1,1000048,74820
2018,1,1000047,41283
2018,1,1000046,41647
2018,1,1000045,34573
2018,1,1000044,37438
2018,1,1000043,2477
2018,1,1000042,12959
2018,1,1000041,11452
2018,1,1000040,79878
2018,1,1000039,128910
2018,1,1000038,7336
2018,1,1000037,16917
2018,1,1000036,14057
2018,1,1000035,4119
2018,1,1000034,12284
2018,1,1000033,8324
2018,1,1000032,6986
2018,1,1000031,3006
2018,1,1000030,9897
2018,1,1000029,3235
2018,1,1000028,4762
2018,1,1000027,4213
2018,1,1000026,736
2018,1,1000025,1165
2018,1,1000024,1876
2018,1,1000023,3237
2018,1,1000022,5870
2018,1,1000021,3211
2018,1,1000020,3171
2018,1,1000019,9413
2018,1,1000018,6769
2018,1,1000017,12045
2018,1,1000016,6466
2018,1,1000015,9834
2018,1,1000014,17661
2018,1,1000013,21634
2018,1,1000012,1524
2018,1,1000011,8579
2018,1,1000010,20424
2018,1,1000009,4831
2018,1,1000008,5487
2018,1,1000007,18900
2018,1,1000006,18050
2018,1,1000005,1700
2018,1,1000004,18061
2018,1,1000003,53622
2018,1,1000002,9688
2018,1,1000001,31089
2017,4,1001010,3611
2017,4,1001009,3520
2017,4,1001008,4894
2017,4,1001007,1680
2017,4,1001006,1789
2017,4,1001005,6531
2017,4,1001004,7386
2017,4,1001003,3592
2017,4,1001002,4085
2017,4,1001001,5034
2017,4,1001000,6880
2017,4,1000999,6594
2017,4,1000998,2906
2017,4,1000997,2800
2017,4,1000996,3827
2017,4,1000995,5042
2017,4,1000994,4515
2017,4,1000993,14090
2017,4,1000992,4087
2017,4,1000991,5726
2017,4,1000990,4843
2017,4,1000989,3688
2017,4,1000988,3909
2017,4,1000987,2513
2017,4,1000986,8262
2017,4,1000985,1499
2017,4,1000984,14197
2017,4,1000983,10667
2017,4,1000982,4873
2017,4,1000981,4533
2017,4,1000980,4145
2017,4,1000979,3891
2017,4,1000978,3446
2017,4,1000977,3926
2017,4,1000976,838
2017,4,1000975,624
2017,4,1000974,2603
2017,4,1000973,2507
2017,4,1000972,2366
2017,4,1000971,2036
2017,4,1000970,652
2017,4,1000969,1851
2017,4,1000968,4244
2017,4,1000967,7832
2017,4,1000966,3926
2017,4,1000965,2589
2017,4,1000964,10066
2017,4,1000963,21992
2017,4,1000962,11216
2017,4,1000961,8366
2017,4,1000960,15499
2017,4,1000959,27670
2017,4,1000958,36794
2017,4,1000957,8154
2017,4,1000956,9926
2017,4,1000955,9191
2017,4,1000954,7881
2017,4,1000953,17370
2017,4,1000952,6329
2017,4,1000951,10256
2017,4,1000950,7904
2017,4,1000949,8298
2017,4,1000948,5321
2017,4,1000947,7245
2017,4,1000946,5583
2017,4,1000945,8119
2017,4,1000944,4453
2017,4,1000943,5152
2017,4,1000942,1341
2017,4,1000941,4796
2017,4,1000940,2278
2017,4,1000939,13821
2017,4,1000938,16168
2017,4,1000937,22083
2017,4,1000936,25108
2017,4,1000935,72653
2017,4,1000934,7790
2017,4,1000933,3346
2017,4,1000932,32484
2017,4,1000931,101795
2017,4,1000930,102956
2017,4,1000929,14432
2017,4,1000928,1042
2017,4,1000927,13839
2017,4,1000926,23031
2017,4,1000925,23689
2017,4,1000924,17057
2017,4,1000923,28924
2017,4,1000922,8392
2017,4,1000921,17936
2017,4,1000920,3160
2017,4,1000919,6647
2017,4,1000918,11584
2017,4,1000917,5880
2017,4,1000916,42893
2017,4,1000915,13452
2017,4,1000914,26510
2017,4,1000913,28077
2017,4,1000912,72338
2017,4,1000911,12273
2017,4,1000910,15776
2017,4,1000909,27154
2017,4,1000908,29586
2017,4,1000907,25403
2017,4,1000906,22976
2017,4,1000905,20657
2017,4,1000904,29525
2017,4,1000903,5763
2017,4,1000902,39574
2017,4,1000901,31612
2017,4,1000900,37331
2017,4,1000899,14655
2017,4,1000898,35059
2017,4,1000897,9931
2017,4,1000896,21996
2017,4,1000895,11600
2017,4,1000894,20677
2017,4,1000893,15704
2017,4,1000892,818
2017,4,1000891,15592
2017,4,1000890,23390
2017,4,1000889,21583
2017,4,1000888,24789
2017,4,1000887,30979
2017,4,1000886,13231
2017,4,1000885,25898
2017,4,1000884,5901
2017,4,1000883,23387
2017,4,1000882,5745
2017,4,1000881,13147
2017,4,1000880,10702
2017,4,1000879,14498
2017,4,1000878,7867
2017,4,1000877,9202
2017,4,1000876,15925
2017,4,1000875,11830
2017,4,1000874,7467
2017,4,1000873,10124
2017,4,1000872,7145
2017,4,1000871,13939
2017,4,1000870,14868
2017,4,1000869,12563
2017,4,1000868,14101
2017,4,1000867,4274
2017,4,1000866,4652
2017,4,1000865,21976
2017,4,1000864,5328
2017,4,1000863,5924
2017,4,1000862,9698
2017,4,1000861,4020
2017,4,1000860,34668
2017,4,1000859,14014
2017,4,1000858,7104
2017,4,1000857,14797
2017,4,1000856,8500
2017,4,1000855,4880
2017,4,1000854,10113
2017,4,1000853,11844
2017,4,1000852,36840
2017,4,1000851,11414
2017,4,1000850,28290
2017,4,1000849,20514
2017,4,1000848,12144
2017,4,1000847,31847
2017,4,1000846,99373
2017,4,1000845,35536
2017,4,1000844,16635
2017,4,1000843,1205
2017,4,1000842,550
2017,4,1000841,835
2017,4,1000840,859
2017,4,1000839,2263
2017,4,1000838,1192
2017,4,1000837,5132
2017,4,1000836,3634
2017,4,1000835,2048
2017,4,1000834,4834
2017,4,1000833,3349
2017,4,1000832,4134
2017,4,1000831,6087
2017,4,1000830,5022
2017,4,1000829,15772
2017,4,1000828,2456
2017,4,1000827,2666
2017,4,1000826,1176
2017,4,1000825,739
2017,4,1000824,3700
2017,4,1000823,1179
2017,4,1000822,700
2017,4,1000821,3751
2017,4,1000820,4500
2017,4,1000819,775
2017,4,1000818,548
2017,4,1000817,1985
2017,4,1000816,1272
2017,4,1000815,2364
2017,4,1000814,4590
2017,4,1000813,1435
2017,4,1000812,4490
2017,4,1000811,2077
2017,4,1000810,930
2017,4,1000809,1005
2017,4,1000808,633
2017,4,1000807,1725
2017,4,1000806,1485
2017,4,1000805,325
2017,4,1000804,8314
2017,4,1000803,2312
2017,4,1000802,6472
2017,4,1000801,4467
2017,4,1000800,2143
2017,4,1000799,3071
2017,4,1000798,2746
2017,4,1000797,2840
2017,4,1000796,3597
2017,4,1000795,5519
2017,4,1000794,1373
2017,4,1000793,1743
2017,4,1000792,1294
2017,4,1000791,1108
2017,4,1000790,570
2017,4,1000789,644
2017,4,1000788,4963
2017,4,1000787,2100
2017,4,1000786,1324
2017,4,1000785,15681
2017,4,1000784,943
2017,4,1000783,1941
2017,4,1000782,1564
2017,4,1000781,6360
2017,4,1000780,7108
2017,4,1000779,5141
2017,4,1000778,5397
2017,4,1000777,8135
2017,4,1000776,2210
2017,4,1000775,3288
2017,4,1000774,5197
2017,4,1000773,30505
2017,4,1000772,21085
2017,4,1000771,28367
2017,4,1000770,20844
2017,4,1000769,886
2017,4,1000768,4884
2017,4,1000767,1720
2017,4,1000766,2093
2017,4,1000765,5075
2017,4,1000764,1039
2017,4,1000763,1002
2017,4,1000762,889
2017,4,1000761,2866
2017,4,1000760,2615
2017,4,1000759,7289
2017,4,1000758,2533
2017,4,1000757,4051
2017,4,1000756,1763
2017,4,1000755,6277
2017,4,1000754,1297
2017,4,1000753,4774
2017,4,1000752,4087
2017,4,1000751,1298
2017,4,1000750,1211
2017,4,1000749,2386
2017,4,1000748,2209
2017,4,1000747,1894
2017,4,1000746,2571
2017,4,1000745,1122
2017,4,1000744,5745
2017,4,1000743,8250
2017,4,1000742,3297
2017,4,1000741,5848
2017,4,1000740,3171
2017,4,1000739,6287
2017,4,1000738,20562
2017,4,1000737,4417
2017,4,1000736,4120
2017,4,1000735,545
2017,4,1000734,1300
2017,4,1000733,1532
2017,4,1000732,1833
2017,4,1000731,5047
2017,4,1000730,5440
2017,4,1000729,2607
2017,4,1000728,5309
2017,4,1000727,12806
2017,4,1000726,12709
2017,4,1000725,5366
2017,4,1000724,3655
2017,4,1000723,2463
2017,4,1000722,2833
2017,4,1000721,13683
2017,4,1000720,17086
2017,4,1000719,35597
2017,4,1000718,2597
2017,4,1000717,1038
2017,4,1000716,4831
2017,4,1000715,1659
2017,4,1000714,1661
2017,4,1000713,13961
2017,4,1000712,5080
2017,4,1000711,7430
2017,4,1000710,19439
2017,4,1000709,2599
2017,4,1000708,2662
2017,4,1000707,7589
2017,4,1000706,4664
2017,4,1000705,3644
2017,4,1000704,1051
2017,4,1000703,3280
2017,4,1000702,16123
2017,4,1000701,2712
2017,4,1000700,17643
2017,4,1000699,1363
2017,4,1000698,4254
2017,4,1000697,4730
