year,quarter,district,s_worker
2018,3,1001244,370
2018,3,1001243,112
2018,3,1001242,1727
2018,3,1001241,1513
2018,3,1001240,1225
2018,3,1001239,17010
2018,3,1001238,3509
2018,3,1001236,706
2018,3,1001235,11483
2018,3,1001234,207
2018,3,1001233,3411
2018,3,1001232,1922
2018,3,1001231,4377
2018,3,1001230,21052
2018,3,1001229,635
2018,3,1001228,4960
2018,3,1001227,18495
2018,3,1001226,17391
2018,3,1001225,738
2018,3,1001224,2
2018,3,1001223,54371
2018,3,1001222,68
2018,3,1001221,503
2018,3,1001220,1106
2018,3,1001218,500
2018,3,1001217,50
2018,3,1001216,4034
2018,3,1001215,2103
2018,3,1001214,20751
2018,3,1001213,2712
2018,3,1001212,348
2018,3,1001211,437
2018,3,1001210,21859
2018,3,1001209,23497
2018,3,1001208,7863
2018,3,1001207,1354
2018,3,1001206,1449
2018,3,1001205,2248
2018,3,1001204,18018
2018,3,1001203,9026
2018,3,1001202,40463
2018,3,1001201,1057
2018,3,1001200,10548
2018,3,1001199,14898
2018,3,1001198,616
2018,3,1001197,5325
2018,3,1001196,54859
2018,3,1001195,668
2018,3,1001194,874
2018,3,1001193,2508
2018,3,1001192,3239
2018,3,1001190,2303
2018,3,1001189,3988
2018,3,1001188,187
2018,3,1001187,266
2018,3,1001186,1395
2018,3,1001185,3278
2018,3,1001184,342
2018,3,1001183,3328
2018,3,1001182,16818
2018,3,1001181,227
2018,3,1001180,221
2018,3,1001179,3558
2018,3,1001178,871
2018,3,1001175,450
2018,3,1001173,869
2018,3,1001172,88
2018,3,1001171,4328
2018,3,1001170,7954
2018,3,1001169,2707
2018,3,1001168,12311
2018,3,1001167,4905
2018,3,1001166,1002
2018,3,1001165,2990
2018,3,1001164,13134
2018,3,1001163,4128
2018,3,1001162,916
2018,3,1001161,735
2018,3,1001160,906
2018,3,1001159,997
2018,3,1001158,4707
2018,3,1001156,1286
2018,3,1001155,2575
2018,3,1001153,1148
2018,3,1001152,1799
2018,3,1001151,2469
2018,3,1001150,661
2018,3,1001149,574
2018,3,1001147,479
2018,3,1001146,33
2018,3,1001145,13047
2018,3,1001144,38083
2018,3,1001143,505
2018,3,1001142,5707
2018,3,1001141,16443
2018,3,1001140,10265
2018,3,1001139,3733
2018,3,1001138,9087
2018,3,1001137,71
2018,3,1001136,198
2018,3,1001135,22466
2018,3,1001134,49729
2018,3,1001133,1143
2018,3,1001132,2109
2018,3,1001131,1317
2018,3,1001130,194
2018,3,1001129,1189
2018,3,1001127,51327
2018,3,1001125,2997
2018,3,1001124,334
2018,3,1001123,4479
2018,3,1001122,2395
2018,3,1001121,906
2018,3,1001120,10355
2018,3,1001119,1259
2018,3,1001118,74
2018,3,1001117,7930
2018,3,1001115,4663
2018,3,1001114,2430
2018,3,1001113,19
2018,3,1001112,9665
2018,3,1001111,3642
2018,3,1001110,5868
2018,3,1001109,6478
2018,3,1001108,1572
2018,3,1001107,5157
2018,3,1001106,6033
2018,3,1001105,3829
2018,3,1001104,10170
2018,3,1001103,22562
2018,3,1001102,5305
2018,3,1001101,6911
2018,3,1001100,1533
2018,3,1001099,7881
2018,3,1001098,43841
2018,3,1001097,3871
2018,3,1001096,3373
2018,3,1001095,10089
2018,3,1001094,1924
2018,3,1001093,5931
2018,3,1001092,3585
2018,3,1001091,18975
2018,3,1001090,2478
2018,3,1001089,3329
2018,3,1001088,35413
2018,3,1001087,7288
2018,3,1001086,16485
2018,3,1001085,33758
2018,3,1001084,19964
2018,3,1001082,20789
2018,3,1001081,27706
2018,3,1001080,37
2018,3,1001078,5638
2018,3,1001077,55373
2018,3,1001076,153
2018,3,1001075,4513
2018,3,1001074,7571
2018,3,1001073,24525
2018,3,1001072,241
2018,3,1001071,1139
2018,3,1001070,105
2018,3,1001067,1589
2018,3,1001066,41280
2018,3,1001063,5151
2018,3,1001062,135689
2018,3,1001061,108
2018,3,1001060,17284
2018,3,1001059,4422
2018,3,1001058,1540
2018,3,1001057,3363
2018,3,1001056,5029
2018,3,1001055,11841
2018,3,1001054,1508
2018,3,1001052,29870
2018,3,1001051,14421
2018,3,1001050,13316
2018,3,1001049,145
2018,3,1001048,7961
2018,3,1001047,11051
2018,3,1001046,1027
2018,3,1001045,262
2018,3,1001044,3614
2018,3,1001043,752
2018,3,1001042,1491
2018,3,1001041,16052
2018,3,1001039,10724
2018,3,1001038,66367
2018,3,1001037,133
2018,3,1001035,612
2018,3,1001034,3380
2018,3,1001033,540
2018,3,1001032,34
2018,3,1001031,1979
2018,3,1001030,11338
2018,3,1001029,923
2018,3,1001028,41
2018,3,1001027,45037
2018,3,1001026,2524
2018,3,1001025,1936
2018,3,1001024,3503
2018,3,1001023,59807
2018,3,1001022,494
2018,3,1001021,28461
2018,3,1001020,4695
2018,3,1001019,5851
2018,3,1001018,8599
2018,3,1001016,112
2018,3,1001015,3020
2018,3,1001013,148
2018,3,1001012,4525
2018,3,1001011,957
2018,3,1001010,40
2018,3,1001009,476
2018,3,1001008,703
2018,3,1001007,1366
2018,3,1001006,22
2018,3,1001005,890
2018,3,1001004,257
2018,3,1001003,1306
2018,3,1001002,425
2018,3,1001001,564
2018,3,1001000,1602
2018,3,1000999,579
2018,3,1000998,41
2018,3,1000995,21
2018,3,1000994,353
2018,3,1000993,6417
2018,3,1000992,1304
2018,3,1000991,604
2018,3,1000990,1119
2018,3,1000989,358
2018,3,1000988,581
2018,3,1000987,213
2018,3,1000986,1389
2018,3,1000985,395
2018,3,1000984,1338
2018,3,1000983,1078
2018,3,1000982,41
2018,3,1000981,566
2018,3,1000980,788
2018,3,1000979,204
2018,3,1000978,407
2018,3,1000977,104
2018,3,1000976,116
2018,3,1000975,10
2018,3,1000974,81
2018,3,1000973,347
2018,3,1000972,583
2018,3,1000971,40
2018,3,1000969,14
2018,3,1000968,181
2018,3,1000967,887
2018,3,1000966,787
2018,3,1000965,1431
2018,3,1000964,1297
2018,3,1000963,2163
2018,3,1000962,621
2018,3,1000961,1434
2018,3,1000960,1458
2018,3,1000959,7052
2018,3,1000958,1629
2018,3,1000957,1947
2018,3,1000956,732
2018,3,1000955,1442
2018,3,1000954,1633
2018,3,1000953,1512
2018,3,1000952,1619
2018,3,1000951,504
2018,3,1000950,124
2018,3,1000949,1696
2018,3,1000948,1516
2018,3,1000947,1104
2018,3,1000946,1121
2018,3,1000945,347
2018,3,1000944,1205
2018,3,1000943,205
2018,3,1000942,157
2018,3,1000941,155
2018,3,1000940,527
2018,3,1000939,2922
2018,3,1000938,1698
2018,3,1000937,893
2018,3,1000936,6922
2018,3,1000935,524
2018,3,1000934,489
2018,3,1000933,234
2018,3,1000932,3214
2018,3,1000931,628
2018,3,1000930,9998
2018,3,1000929,2822
2018,3,1000928,348
2018,3,1000927,1923
2018,3,1000926,270
2018,3,1000925,1089
2018,3,1000924,1565
2018,3,1000923,2635
2018,3,1000922,357
2018,3,1000921,522
2018,3,1000920,245
2018,3,1000919,846
2018,3,1000918,874
2018,3,1000917,256
2018,3,1000916,204
2018,3,1000915,1141
2018,3,1000914,1058
2018,3,1000913,138
2018,3,1000912,329
2018,3,1000911,2258
2018,3,1000910,4192
2018,3,1000909,2731
2018,3,1000908,163
2018,3,1000907,3304
2018,3,1000906,1448
2018,3,1000905,1632
2018,3,1000904,4197
2018,3,1000903,783
2018,3,1000902,3203
2018,3,1000901,10510
2018,3,1000900,7670
2018,3,1000898,2712
2018,3,1000897,100
2018,3,1000896,2806
2018,3,1000895,2570
2018,3,1000894,2765
2018,3,1000893,171
2018,3,1000891,296
2018,3,1000890,4215
2018,3,1000889,2622
2018,3,1000888,4005
2018,3,1000887,1294
2018,3,1000886,588
2018,3,1000885,7653
2018,3,1000884,1297
2018,3,1000883,204
2018,3,1000882,37
2018,3,1000881,1329
2018,3,1000880,732
2018,3,1000879,2220
2018,3,1000878,333
2018,3,1000877,1480
2018,3,1000876,1642
2018,3,1000875,451
2018,3,1000874,248
2018,3,1000873,623
2018,3,1000872,652
2018,3,1000871,3904
2018,3,1000870,556
2018,3,1000869,1535
2018,3,1000868,177
2018,3,1000867,13
2018,3,1000866,1484
2018,3,1000865,1851
2018,3,1000864,126
2018,3,1000863,2371
2018,3,1000862,77
2018,3,1000861,658
2018,3,1000860,2652
2018,3,1000859,3850
2018,3,1000858,1298
2018,3,1000857,1298
2018,3,1000856,2806
2018,3,1000855,54
2018,3,1000854,966
2018,3,1000853,794
2018,3,1000852,3588
2018,3,1000851,550
2018,3,1000850,13336
2018,3,1000849,8261
2018,3,1000848,1663
2018,3,1000847,6501
2018,3,1000846,2603
2018,3,1000845,1069
2018,3,1000844,7309
2018,3,1000843,34
2018,3,1000842,297
2018,3,1000840,356
2018,3,1000839,788
2018,3,1000838,55
2018,3,1000837,21
2018,3,1000836,105
2018,3,1000835,74
2018,3,1000834,89
2018,3,1000833,10
2018,3,1000832,260
2018,3,1000831,1189
2018,3,1000830,1045
2018,3,1000829,275
2018,3,1000828,400
2018,3,1000827,83
2018,3,1000826,82
2018,3,1000825,284
2018,3,1000824,822
2018,3,1000823,25
2018,3,1000822,44
2018,3,1000820,242
2018,3,1000819,69
2018,3,1000818,60
2018,3,1000817,328
2018,3,1000816,470
2018,3,1000815,354
2018,3,1000814,571
2018,3,1000813,289
2018,3,1000812,308
2018,3,1000811,318
2018,3,1000810,155
2018,3,1000809,2
2018,3,1000808,87
2018,3,1000807,77
2018,3,1000806,75
2018,3,1000805,13
2018,3,1000804,386
2018,3,1000803,224
2018,3,1000802,270
2018,3,1000800,251
2018,3,1000799,173
2018,3,1000798,1264
2018,3,1000797,31
2018,3,1000796,200
2018,3,1000795,93
2018,3,1000794,177
2018,3,1000793,426
2018,3,1000792,117
2018,3,1000791,25
2018,3,1000790,141
2018,3,1000789,26
2018,3,1000788,698
2018,3,1000787,572
2018,3,1000786,88
2018,3,1000785,19
2018,3,1000784,150
2018,3,1000783,187
2018,3,1000782,151
2018,3,1000781,464
2018,3,1000780,223
2018,3,1000779,171
2018,3,1000778,149
2018,3,1000777,46
2018,3,1000776,8
2018,3,1000774,465
2018,3,1000773,18249
2018,3,1000772,306
2018,3,1000771,129
2018,3,1000770,248
2018,3,1000769,135
2018,3,1000768,99
2018,3,1000767,3
2018,3,1000766,343
2018,3,1000765,247
2018,3,1000763,42
2018,3,1000762,66
2018,3,1000761,185
2018,3,1000760,46
2018,3,1000759,46
2018,3,1000758,1920
2018,3,1000757,359
2018,3,1000756,121
2018,3,1000755,298
2018,3,1000754,113
2018,3,1000753,26
2018,3,1000752,260
2018,3,1000751,141
2018,3,1000750,16
2018,3,1000749,194
2018,3,1000748,135
2018,3,1000747,772
2018,3,1000746,95
2018,3,1000745,347
2018,3,1000744,670
2018,3,1000743,1829
2018,3,1000742,945
2018,3,1000741,106
2018,3,1000740,38
2018,3,1000739,1402
2018,3,1000738,462
2018,3,1000737,125
2018,3,1000736,100
2018,3,1000735,48
2018,3,1000734,50
2018,3,1000733,9
2018,3,1000732,344
2018,3,1000731,378
2018,3,1000730,55
2018,3,1000729,7
2018,3,1000728,89
2018,3,1000727,301
2018,3,1000724,957
2018,3,1000723,7
2018,3,1000722,876
2018,3,1000721,624
2018,3,1000720,29
2018,3,1000719,4563
2018,3,1000718,497
2018,3,1000717,376
2018,3,1000716,99
2018,3,1000715,129
2018,3,1000714,52
2018,3,1000713,389
2018,3,1000712,2563
2018,3,1000711,365
2018,3,1000710,2479
2018,3,1000709,46
2018,3,1000708,10
2018,3,1000707,215
2018,3,1000706,189
2018,3,1000705,64
2018,3,1000704,81
2018,3,1000703,85
2018,3,1000702,88
2018,3,1000701,30
2018,3,1000700,1783
2018,3,1000699,27
2018,3,1000698,1910
2018,3,1000697,10
2018,3,1000696,29
2018,3,1000695,192
2018,3,1000694,1055
2018,3,1000693,1809
2018,3,1000692,377
2018,3,1000691,4383
2018,3,1000690,164
2018,3,1000689,4244
2018,3,1000688,4394
2018,3,1000687,1741
2018,3,1000686,314
2018,3,1000685,1576
2018,3,1000684,709
2018,3,1000683,204
2018,3,1000682,689
2018,3,1000681,185
2018,3,1000680,960
2018,3,1000679,2949
2018,3,1000678,443
2018,3,1000677,409
2018,3,1000676,511
2018,3,1000675,640
2018,3,1000674,537
2018,3,1000673,653
2018,3,1000672,18
2018,3,1000671,470
2018,3,1000670,1863
2018,3,1000669,136
2018,3,1000668,1073
2018,3,1000667,166
2018,3,1000666,99
2018,3,1000665,223
2018,3,1000664,2
2018,3,1000663,115
2018,3,1000662,91
2018,3,1000661,54
2018,3,1000660,731
2018,3,1000659,14
2018,3,1000658,206
2018,3,1000657,73
2018,3,1000656,26
2018,3,1000655,583
2018,3,1000654,2320
2018,3,1000653,1572
2018,3,1000652,96
2018,3,1000651,41
2018,3,1000650,224
2018,3,1000649,828
2018,3,1000648,443
2018,3,1000647,779
2018,3,1000646,181
2018,3,1000645,25
2018,3,1000644,1053
2018,3,1000643,7192
2018,3,1000642,389
2018,3,1000641,131
2018,3,1000640,108
2018,3,1000639,285
2018,3,1000638,199
2018,3,1000637,197
2018,3,1000636,803
2018,3,1000635,602
2018,3,1000634,3213
2018,3,1000633,10
2018,3,1000632,152
2018,3,1000631,171
2018,3,1000630,26
2018,3,1000629,433
2018,3,1000628,36
2018,3,1000627,169
2018,3,1000626,31
2018,3,1000625,288
2018,3,1000624,218
2018,3,1000623,206
2018,3,1000622,243
2018,3,1000621,217
2018,3,1000620,919
2018,3,1000619,289
2018,3,1000618,58
2018,3,1000617,143
2018,3,1000616,225
2018,3,1000615,480
2018,3,1000614,868
2018,3,1000613,119
2018,3,1000612,52
2018,3,1000611,194
2018,3,1000610,862
2018,3,1000609,61
2018,3,1000608,1601
2018,3,1000607,480
2018,3,1000606,757
2018,3,1000605,1208
2018,3,1000604,535
2018,3,1000603,258
2018,3,1000602,761
2018,3,1000601,184
2018,3,1000600,42
2018,3,1000599,4
2018,3,1000598,311
2018,3,1000597,1260
2018,3,1000596,216
2018,3,1000595,760
2018,3,1000594,174
2018,3,1000593,385
2018,3,1000592,766
2018,3,1000591,241
2018,3,1000590,806
2018,3,1000589,854
2018,3,1000588,13
2018,3,1000587,540
2018,3,1000586,17
2018,3,1000585,70
2018,3,1000584,188
2018,3,1000583,378
2018,3,1000582,152
2018,3,1000581,412
2018,3,1000580,226
2018,3,1000579,185
2018,3,1000578,885
2018,3,1000577,1087
2018,3,1000576,1095
2018,3,1000575,9
2018,3,1000574,273
2018,3,1000573,587
2018,3,1000572,53
2018,3,1000571,38
2018,3,1000570,11
2018,3,1000569,796
2018,3,1000568,658
2018,3,1000567,115
2018,3,1000566,159
2018,3,1000565,314
2018,3,1000564,95
2018,3,1000563,51
2018,3,1000562,122
2018,3,1000561,370
2018,3,1000560,554
2018,3,1000559,153
2018,3,1000558,164
2018,3,1000557,410
2018,3,1000556,30
2018,3,1000555,132
2018,3,1000554,305
2018,3,1000553,60
2018,3,1000552,28
2018,3,1000551,212
2018,3,1000550,160
2018,3,1000549,234
2018,3,1000548,349
2018,3,1000547,128
2018,3,1000546,118
2018,3,1000545,166
2018,3,1000544,2
2018,3,1000543,594
2018,3,1000542,244
2018,3,1000541,521
2018,3,1000539,334
2018,3,1000538,430
2018,3,1000537,145
2018,3,1000536,820
2018,3,1000535,212
2018,3,1000534,771
2018,3,1000533,252
2018,3,1000532,925
2018,3,1000531,94
2018,3,1000530,178
2018,3,1000529,264
2018,3,1000528,355
2018,3,1000527,257
2018,3,1000526,117
2018,3,1000525,111
2018,3,1000524,293
2018,3,1000523,546
2018,3,1000522,2360
2018,3,1000521,1014
2018,3,1000519,385
2018,3,1000518,13
2018,3,1000517,272
2018,3,1000516,339
2018,3,1000515,519
2018,3,1000514,198
2018,3,1000513,18
2018,3,1000512,1247
2018,3,1000511,76
2018,3,1000510,403
2018,3,1000509,297
2018,3,1000508,339
2018,3,1000507,76
2018,3,1000506,86
2018,3,1000505,118
2018,3,1000504,1704
2018,3,1000503,4
2018,3,1000502,151
2018,3,1000501,285
2018,3,1000500,544
2018,3,1000499,3917
2018,3,1000498,253
2018,3,1000497,1552
2018,3,1000496,180
2018,3,1000495,171
2018,3,1000494,28
2018,3,1000493,439
2018,3,1000492,4169
2018,3,1000491,395
2018,3,1000490,26
2018,3,1000489,105
2018,3,1000488,1598
2018,3,1000487,5291
2018,3,1000486,110
2018,3,1000485,479
2018,3,1000484,1732
2018,3,1000483,522
2018,3,1000482,635
2018,3,1000481,1103
2018,3,1000480,709
2018,3,1000479,354
2018,3,1000478,253
2018,3,1000477,4355
2018,3,1000476,200
2018,3,1000475,1076
2018,3,1000474,1471
2018,3,1000473,181
2018,3,1000472,1015
2018,3,1000471,68
2018,3,1000470,193
2018,3,1000469,3631
2018,3,1000468,562
2018,3,1000467,4045
2018,3,1000466,690
2018,3,1000465,359
2018,3,1000464,494
2018,3,1000463,97
2018,3,1000462,992
2018,3,1000461,405
2018,3,1000460,49
2018,3,1000459,438
2018,3,1000458,179
2018,3,1000457,103
2018,3,1000456,82
2018,3,1000455,5
2018,3,1000454,355
2018,3,1000453,9
2018,3,1000452,13115
2018,3,1000451,3082
2018,3,1000450,209
2018,3,1000449,477
2018,3,1000448,258
2018,3,1000447,165
2018,3,1000446,389
2018,3,1000445,162
2018,3,1000444,104
2018,3,1000443,2241
2018,3,1000442,336
2018,3,1000440,276
2018,3,1000439,432
2018,3,1000438,126
2018,3,1000437,401
2018,3,1000436,781
2018,3,1000435,26
2018,3,1000434,93
2018,3,1000433,224
2018,3,1000432,212
2018,3,1000430,556
2018,3,1000429,509
2018,3,1000428,401
2018,3,1000427,84
2018,3,1000426,747
2018,3,1000425,236
2018,3,1000424,683
2018,3,1000423,230
2018,3,1000422,71
2018,3,1000421,60
2018,3,1000420,187
2018,3,1000419,456
2018,3,1000418,301
2018,3,1000417,198
2018,3,1000416,247
2018,3,1000415,301
2018,3,1000414,6
2018,3,1000413,364
2018,3,1000412,287
2018,3,1000411,41
2018,3,1000410,242
2018,3,1000409,113
2018,3,1000408,150
2018,3,1000407,33
2018,3,1000406,300
2018,3,1000405,732
2018,3,1000404,82
2018,3,1000403,290
2018,3,1000402,1155
2018,3,1000401,263
2018,3,1000400,693
2018,3,1000399,239
2018,3,1000398,20
2018,3,1000397,37
2018,3,1000396,14
2018,3,1000395,411
2018,3,1000394,200
2018,3,1000393,913
2018,3,1000392,123
2018,3,1000391,37
2018,3,1000390,203
2018,3,1000389,57
2018,3,1000388,397
2018,3,1000387,409
2018,3,1000386,782
2018,3,1000385,110
2018,3,1000384,305
2018,3,1000382,19
2018,3,1000381,244
2018,3,1000380,458
2018,3,1000379,2867
2018,3,1000378,148
2018,3,1000377,75
2018,3,1000376,191
2018,3,1000375,91
2018,3,1000374,49
2018,3,1000373,73
2018,3,1000372,202
2018,3,1000371,137
2018,3,1000370,304
2018,3,1000369,215
2018,3,1000367,320
2018,3,1000366,185
2018,3,1000365,272
2018,3,1000364,282
2018,3,1000363,423
2018,3,1000362,557
2018,3,1000360,567
2018,3,1000359,30
2018,3,1000358,870
2018,3,1000357,190
2018,3,1000356,205
2018,3,1000355,155
2018,3,1000354,90
2018,3,1000353,649
2018,3,1000352,325
2018,3,1000351,111
2018,3,1000350,50
2018,3,1000349,332
2018,3,1000348,279
2018,3,1000347,111
2018,3,1000346,608
2018,3,1000345,158
2018,3,1000344,82
2018,3,1000342,583
2018,3,1000341,102
2018,3,1000340,10
2018,3,1000339,236
2018,3,1000338,472
2018,3,1000337,704
2018,3,1000336,196
2018,3,1000335,86
2018,3,1000334,17
2018,3,1000333,419
2018,3,1000332,8
2018,3,1000331,306
2018,3,1000329,101
2018,3,1000328,137
2018,3,1000327,833
2018,3,1000326,217
2018,3,1000325,258
2018,3,1000324,389
2018,3,1000323,6
2018,3,1000322,113
2018,3,1000321,382
2018,3,1000320,26
2018,3,1000319,794
2018,3,1000318,919
2018,3,1000317,32
2018,3,1000315,252
2018,3,1000314,185
2018,3,1000313,466
2018,3,1000312,161
2018,3,1000311,561
2018,3,1000310,33
2018,3,1000309,83
2018,3,1000308,135
2018,3,1000307,46
2018,3,1000306,29
2018,3,1000305,118
2018,3,1000304,132
2018,3,1000303,294
2018,3,1000302,250
2018,3,1000301,408
2018,3,1000300,89
2018,3,1000299,196
2018,3,1000298,212
2018,3,1000296,685
2018,3,1000295,341
2018,3,1000294,3273
2018,3,1000293,26
2018,3,1000292,236
2018,3,1000291,3713
2018,3,1000290,150
2018,3,1000289,3323
2018,3,1000288,624
2018,3,1000287,1178
2018,3,1000286,41
2018,3,1000285,612
2018,3,1000284,558
2018,3,1000283,154
2018,3,1000282,56
2018,3,1000281,65
2018,3,1000280,735
2018,3,1000279,94
2018,3,1000278,295
2018,3,1000277,1017
2018,3,1000276,702
2018,3,1000274,931
2018,3,1000273,389
2018,3,1000270,230
2018,3,1000269,128
2018,3,1000268,435
2018,3,1000267,182
2018,3,1000266,43
2018,3,1000265,227
2018,3,1000264,71
2018,3,1000263,132
2018,3,1000261,8
2018,3,1000260,770
2018,3,1000259,456
2018,3,1000258,566
2018,3,1000257,356
2018,3,1000256,433
2018,3,1000255,276
2018,3,1000254,135
2018,3,1000253,84
2018,3,1000252,558
2018,3,1000251,412
2018,3,1000250,354
2018,3,1000249,114
2018,3,1000248,254
2018,3,1000247,205
2018,3,1000246,364
2018,3,1000245,545
2018,3,1000244,122
2018,3,1000243,67
2018,3,1000242,405
2018,3,1000241,32
2018,3,1000240,8
2018,3,1000239,83
2018,3,1000238,90
2018,3,1000237,223
2018,3,1000236,1154
2018,3,1000235,189
2018,3,1000234,64
2018,3,1000233,1207
2018,3,1000232,118
2018,3,1000231,184
2018,3,1000230,156
2018,3,1000229,289
2018,3,1000228,74
2018,3,1000227,106
2018,3,1000226,665
2018,3,1000225,28
2018,3,1000224,107
2018,3,1000223,242
2018,3,1000222,449
2018,3,1000221,232
2018,3,1000220,9
2018,3,1000219,19
2018,3,1000218,128
2018,3,1000217,323
2018,3,1000216,302
2018,3,1000215,81
2018,3,1000214,584
2018,3,1000213,343
2018,3,1000212,2055
2018,3,1000211,122
2018,3,1000210,2257
2018,3,1000209,806
2018,3,1000208,1481
2018,3,1000207,224
2018,3,1000206,232
2018,3,1000205,689
2018,3,1000204,73
2018,3,1000203,321
2018,3,1000202,802
2018,3,1000201,3043
2018,3,1000200,140
2018,3,1000199,422
2018,3,1000198,533
2018,3,1000197,328
2018,3,1000196,1042
2018,3,1000195,184
2018,3,1000194,270
2018,3,1000193,897
2018,3,1000192,158
2018,3,1000191,6
2018,3,1000190,340
2018,3,1000189,659
2018,3,1000188,221
2018,3,1000187,136
2018,3,1000186,86
2018,3,1000185,98
2018,3,1000184,278
2018,3,1000183,345
2018,3,1000182,1213
2018,3,1000181,196
2018,3,1000180,363
2018,3,1000179,71
2018,3,1000178,4
2018,3,1000177,926
2018,3,1000176,97
2018,3,1000175,355
2018,3,1000174,81
2018,3,1000173,14
2018,3,1000172,16
2018,3,1000171,6
2018,3,1000170,131
2018,3,1000168,289
2018,3,1000167,230
2018,3,1000166,294
2018,3,1000165,1212
2018,3,1000164,87
2018,3,1000163,2
2018,3,1000162,24
2018,3,1000161,570
2018,3,1000160,298
2018,3,1000159,331
2018,3,1000158,1347
2018,3,1000157,1005
2018,3,1000156,171
2018,3,1000155,2678
2018,3,1000154,675
2018,3,1000153,398
2018,3,1000152,243
2018,3,1000151,536
2018,3,1000150,272
2018,3,1000149,300
2018,3,1000148,189
2018,3,1000147,152
2018,3,1000146,847
2018,3,1000145,96
2018,3,1000144,110
2018,3,1000143,16
2018,3,1000142,200
2018,3,1000141,236
2018,3,1000140,204
2018,3,1000139,911
2018,3,1000138,324
2018,3,1000137,332
2018,3,1000136,47
2018,3,1000135,224
2018,3,1000134,497
2018,3,1000133,587
2018,3,1000132,1932
2018,3,1000131,137
2018,3,1000130,306
2018,3,1000129,50
2018,3,1000128,83
2018,3,1000127,1047
2018,3,1000126,65
2018,3,1000124,1826
2018,3,1000123,39
2018,3,1000122,92
2018,3,1000121,1708
2018,3,1000120,1457
2018,3,1000119,81
2018,3,1000118,4069
2018,3,1000117,196
2018,3,1000116,2760
2018,3,1000115,2254
2018,3,1000114,4423
2018,3,1000113,3763
2018,3,1000112,1033
2018,3,1000111,266
2018,3,1000110,2624
2018,3,1000109,558
2018,3,1000108,2355
2018,3,1000107,897
2018,3,1000106,234
2018,3,1000105,1098
2018,3,1000104,1553
2018,3,1000103,170
2018,3,1000102,30
2018,3,1000101,5
2018,3,1000100,134
2018,3,1000099,387
2018,3,1000098,153
2018,3,1000097,10
2018,3,1000096,216
2018,3,1000095,839
2018,3,1000094,107
2018,3,1000093,77
2018,3,1000091,391
2018,3,1000090,436
2018,3,1000089,36
2018,3,1000088,9832
2018,3,1000087,209
2018,3,1000086,57
2018,3,1000085,85
2018,3,1000084,772
2018,3,1000082,491
2018,3,1000081,742
2018,3,1000080,1146
2018,3,1000079,5969
2018,3,1000078,1230
2018,3,1000077,11313
2018,3,1000076,1175
2018,3,1000075,228
2018,3,1000074,171
2018,3,1000073,969
2018,3,1000072,55
2018,3,1000071,2259
2018,3,1000070,629
2018,3,1000069,279
2018,3,1000068,893
2018,3,1000067,867
2018,3,1000066,1490
2018,3,1000065,1038
2018,3,1000064,152
2018,3,1000063,1886
2018,3,1000062,87
2018,3,1000061,216
2018,3,1000060,136
2018,3,1000059,469
2018,3,1000058,256
2018,3,1000057,725
2018,3,1000056,2758
2018,3,1000055,291
2018,3,1000054,74
2018,3,1000053,65
2018,3,1000052,389
2018,3,1000051,2081
2018,3,1000050,267
2018,3,1000049,599
2018,3,1000048,2397
2018,3,1000047,1285
2018,3,1000046,2119
2018,3,1000045,3099
2018,3,1000044,1154
2018,3,1000043,250
2018,3,1000042,1721
2018,3,1000041,3242
2018,3,1000040,957
2018,3,1000039,36306
2018,3,1000037,854
2018,3,1000036,4108
2018,3,1000035,17
2018,3,1000034,1587
2018,3,1000033,1339
2018,3,1000032,1628
2018,3,1000031,70
2018,3,1000030,396
2018,3,1000029,252
2018,3,1000028,1823
2018,3,1000027,4
2018,3,1000026,206
2018,3,1000025,236
2018,3,1000024,271
2018,3,1000023,8
2018,3,1000022,56
2018,3,1000021,1114
2018,3,1000020,195
2018,3,1000019,486
2018,3,1000016,624
2018,3,1000015,1996
2018,3,1000014,103
2018,3,1000013,2228
2018,3,1000012,469
2018,3,1000011,24
2018,3,1000010,133
2018,3,1000009,449
2018,3,1000008,1693
2018,3,1000007,57
2018,3,1000006,12
2018,3,1000005,139
2018,3,1000004,18
2018,3,1000003,1048
2018,3,1000001,829
2018,2,1001496,22562
2018,2,1001495,30675
2018,2,1001494,31692
2018,2,1001493,10568
2018,2,1001492,158818
2018,2,1001491,5857
2018,2,1001490,471
2018,2,1001489,169
2018,2,1001488,6
2018,2,1001487,9
2018,2,1001483,829
2018,2,1001482,400
2018,2,1001481,531
2018,2,1001480,385
2018,2,1001479,165
2018,2,1001478,611
2018,2,1001477,216
2018,2,1001476,10
2018,2,1001475,36
2018,2,1001474,484
2018,2,1001471,3036
2018,2,1001466,409
2018,2,1001465,3
2018,2,1001464,94
2018,2,1001463,12
2018,2,1001462,262
2018,2,1001460,171
2018,2,1001459,330
2018,2,1001458,204
2018,2,1001456,10
2018,2,1001454,62
2018,2,1001453,16
2018,2,1001452,185
2018,2,1001450,563
2018,2,1001449,1983
2018,2,1001448,171
2018,2,1001447,327
2018,2,1001445,83
2018,2,1001441,134
2018,2,1001439,20
2018,2,1001438,18
2018,2,1001437,47
2018,2,1001436,34
2018,2,1001431,218
2018,2,1001430,4063
2018,2,1001429,69
2018,2,1001427,45
2018,2,1001424,271
2018,2,1001423,137
2018,2,1001421,10
2018,2,1001419,16
2018,2,1001418,13
2018,2,1001417,60
