year,quarter,district,s_worker
2015,3,1000967,827
2015,3,1000966,862
2015,3,1000965,1394
2015,3,1000964,1605
2015,3,1000963,2246
2015,3,1000962,677
2015,3,1000961,1091
2015,3,1000960,1547
2015,3,1000959,5847
2015,3,1000958,1607
2015,3,1000957,1895
2015,3,1000956,760
2015,3,1000955,1792
2015,3,1000954,1812
2015,3,1000953,3385
2015,3,1000952,1627
2015,3,1000951,493
2015,3,1000950,117
2015,3,1000949,1354
2015,3,1000948,1635
2015,3,1000947,827
2015,3,1000946,1038
2015,3,1000945,296
2015,3,1000944,1083
2015,3,1000943,204
2015,3,1000942,123
2015,3,1000941,178
2015,3,1000940,387
2015,3,1000939,2926
2015,3,1000938,1988
2015,3,1000937,979
2015,3,1000936,6746
2015,3,1000935,621
2015,3,1000934,490
2015,3,1000933,218
2015,3,1000932,3096
2015,3,1000931,705
2015,3,1000930,8354
2015,3,1000929,2591
2015,3,1000928,513
2015,3,1000927,1722
2015,3,1000926,139
2015,3,1000925,947
2015,3,1000924,1656
2015,3,1000923,2634
2015,3,1000922,259
2015,3,1000921,626
2015,3,1000920,154
2015,3,1000919,864
2015,3,1000918,803
2015,3,1000917,320
2015,3,1000916,199
2015,3,1000915,571
2015,3,1000914,958
2015,3,1000913,145
2015,3,1000912,294
2015,3,1000911,2450
2015,3,1000910,4620
2015,3,1000909,2717
2015,3,1000908,172
2015,3,1000907,2936
2015,3,1000906,1318
2015,3,1000905,1943
2015,3,1000904,3335
2015,3,1000903,777
2015,3,1000902,9579
2015,3,1000901,12967
2015,3,1000900,6217
2015,3,1000898,1847
2015,3,1000897,109
2015,3,1000896,3165
2015,3,1000895,2272
2015,3,1000894,2821
2015,3,1000893,186
2015,3,1000891,298
2015,3,1000890,4156
2015,3,1000889,3455
2015,3,1000888,4382
2015,3,1000887,1139
2015,3,1000886,610
2015,3,1000885,5426
2015,3,1000884,2123
2015,3,1000883,194
2015,3,1000882,82
2015,3,1000881,1467
2015,3,1000880,724
2015,3,1000879,1882
2015,3,1000878,354
2015,3,1000877,1435
2015,3,1000876,1951
2015,3,1000875,453
2015,3,1000874,276
2015,3,1000873,518
2015,3,1000872,848
2015,3,1000871,3442
2015,3,1000870,866
2015,3,1000869,1068
2015,3,1000868,216
2015,3,1000867,15
2015,3,1000866,1360
2015,3,1000865,1552
2015,3,1000864,186
2015,3,1000863,2228
2015,3,1000862,69
2015,3,1000861,706
2015,3,1000860,2987
2015,3,1000859,3621
2015,3,1000858,1572
2015,3,1000857,1358
2015,3,1000856,2188
2015,3,1000855,47
2015,3,1000854,1341
2015,3,1000853,701
2015,3,1000852,3638
2015,3,1000851,602
2015,3,1000850,11537
2015,3,1000849,7547
2015,3,1000848,1584
2015,3,1000847,6857
2015,3,1000846,3019
2015,3,1000845,931
2015,3,1000844,5774
2015,3,1000843,26
2015,3,1000842,273
2015,3,1000840,440
2015,3,1000839,573
2015,3,1000838,45
2015,3,1000837,19
2015,3,1000836,76
2015,3,1000835,30
2015,3,1000834,225
2015,3,1000833,8
2015,3,1000832,290
2015,3,1000831,1073
2015,3,1000830,948
2015,3,1000829,272
2015,3,1000828,322
2015,3,1000827,100
2015,3,1000826,78
2015,3,1000825,286
2015,3,1000824,913
2015,3,1000823,26
2015,3,1000822,60
2015,3,1000820,227
2015,3,1000819,82
2015,3,1000818,46
2015,3,1000817,308
2015,3,1000816,442
2015,3,1000815,438
2015,3,1000814,499
2015,3,1000813,246
2015,3,1000812,337
2015,3,1000811,271
2015,3,1000810,196
2015,3,1000809,2
2015,3,1000808,85
2015,3,1000807,55
2015,3,1000806,68
2015,3,1000805,12
2015,3,1000804,339
2015,3,1000803,211
2015,3,1000802,521
2015,3,1000800,271
2015,3,1000799,126
2015,3,1000798,1603
2015,3,1000797,15
2015,3,1000796,122
2015,3,1000795,54
2015,3,1000794,161
2015,3,1000793,416
2015,3,1000792,161
2015,3,1000791,26
2015,3,1000790,91
2015,3,1000789,34
2015,3,1000788,776
2015,3,1000787,515
2015,3,1000786,73
2015,3,1000785,17
2015,3,1000784,129
2015,3,1000783,200
2015,3,1000782,152
2015,3,1000781,473
2015,3,1000780,252
2015,3,1000779,181
2015,3,1000778,145
2015,3,1000777,31
2015,3,1000776,2
2015,3,1000774,374
2015,3,1000773,14842
2015,3,1000772,254
2015,3,1000771,129
2015,3,1000770,246
2015,3,1000769,125
2015,3,1000768,116
2015,3,1000766,340
2015,3,1000765,196
2015,3,1000763,40
2015,3,1000762,73
2015,3,1000761,176
2015,3,1000760,63
2015,3,1000759,70
2015,3,1000758,1919
2015,3,1000757,286
2015,3,1000756,127
2015,3,1000755,323
2015,3,1000754,89
2015,3,1000753,18
2015,3,1000752,251
2015,3,1000751,136
2015,3,1000750,25
2015,3,1000749,164
2015,3,1000748,124
2015,3,1000747,870
2015,3,1000746,65
2015,3,1000745,399
2015,3,1000744,539
2015,3,1000743,1711
2015,3,1000742,243
2015,3,1000741,112
2015,3,1000740,45
2015,3,1000739,1329
2015,3,1000738,444
2015,3,1000737,127
2015,3,1000736,115
2015,3,1000735,32
2015,3,1000734,94
2015,3,1000733,7
2015,3,1000732,310
2015,3,1000731,321
2015,3,1000730,64
2015,3,1000729,3
2015,3,1000728,48
2015,3,1000727,303
2015,3,1000724,2276
2015,3,1000723,16
2015,3,1000722,711
2015,3,1000721,665
2015,3,1000720,44
2015,3,1000719,3810
2015,3,1000718,418
2015,3,1000717,389
2015,3,1000716,90
2015,3,1000715,106
2015,3,1000714,44
2015,3,1000713,412
2015,3,1000712,2218
2015,3,1000711,151
2015,3,1000710,2223
2015,3,1000709,55
2015,3,1000708,7
2015,3,1000707,210
2015,3,1000706,196
2015,3,1000705,86
2015,3,1000704,72
2015,3,1000703,82
2015,3,1000702,99
2015,3,1000701,34
2015,3,1000700,1562
2015,3,1000699,8
2015,3,1000698,1846
2015,3,1000697,15
2015,3,1000696,44
2015,3,1000695,180
2015,3,1000694,872
2015,3,1000693,1509
2015,3,1000692,291
2015,3,1000691,3136
2015,3,1000690,337
2015,3,1000689,3436
2015,3,1000688,3977
2015,3,1000687,1542
2015,3,1000686,321
2015,3,1000685,1576
2015,3,1000684,611
2015,3,1000683,202
2015,3,1000682,758
2015,3,1000681,170
2015,3,1000680,344
2015,3,1000679,2664
2015,3,1000678,421
2015,3,1000677,342
2015,3,1000676,467
2015,3,1000675,658
2015,3,1000674,550
2015,3,1000673,670
2015,3,1000672,14
2015,3,1000671,538
2015,3,1000670,1697
2015,3,1000669,186
2015,3,1000668,1045
2015,3,1000667,170
2015,3,1000666,69
2015,3,1000665,234
2015,3,1000664,4
2015,3,1000663,155
2015,3,1000662,49
2015,3,1000661,50
2015,3,1000660,768
2015,3,1000659,9
2015,3,1000658,163
2015,3,1000657,54
2015,3,1000656,2
2015,3,1000655,504
2015,3,1000654,2494
2015,3,1000653,1390
2015,3,1000652,195
2015,3,1000651,30
2015,3,1000650,212
2015,3,1000649,697
2015,3,1000648,1158
2015,3,1000647,768
2015,3,1000646,182
2015,3,1000645,24
2015,3,1000644,1246
2015,3,1000643,6866
2015,3,1000642,398
2015,3,1000641,120
2015,3,1000640,94
2015,3,1000639,258
2015,3,1000638,254
2015,3,1000637,182
2015,3,1000636,726
2015,3,1000635,566
2015,3,1000634,2863
2015,3,1000633,11
2015,3,1000632,158
2015,3,1000631,164
2015,3,1000630,27
2015,3,1000629,455
2015,3,1000628,46
2015,3,1000627,178
2015,3,1000626,23
2015,3,1000625,248
2015,3,1000624,232
2015,3,1000623,206
2015,3,1000622,229
2015,3,1000621,257
2015,3,1000620,771
2015,3,1000619,274
2015,3,1000618,51
2015,3,1000617,112
2015,3,1000616,303
2015,3,1000615,476
2015,3,1000614,872
2015,3,1000613,114
2015,3,1000612,39
2015,3,1000611,122
2015,3,1000610,800
2015,3,1000609,49
2015,3,1000608,2502
2015,3,1000607,505
2015,3,1000606,871
2015,3,1000605,1303
2015,3,1000604,494
2015,3,1000603,258
2015,3,1000602,472
2015,3,1000601,174
2015,3,1000600,44
2015,3,1000599,4
2015,3,1000598,321
2015,3,1000597,1391
2015,3,1000596,206
2015,3,1000595,813
2015,3,1000594,101
2015,3,1000593,214
2015,3,1000592,685
2015,3,1000591,372
2015,3,1000590,732
2015,3,1000589,746
2015,3,1000588,10
2015,3,1000587,460
2015,3,1000586,9
2015,3,1000585,48
2015,3,1000584,216
2015,3,1000583,398
2015,3,1000582,125
2015,3,1000581,331
2015,3,1000580,244
2015,3,1000579,233
2015,3,1000578,855
2015,3,1000577,1228
2015,3,1000576,903
2015,3,1000575,10
2015,3,1000574,236
2015,3,1000573,538
2015,3,1000572,59
2015,3,1000571,30
2015,3,1000570,10
2015,3,1000569,521
2015,3,1000568,649
2015,3,1000567,93
2015,3,1000566,108
2015,3,1000565,253
2015,3,1000564,112
2015,3,1000563,36
2015,3,1000562,72
2015,3,1000561,384
2015,3,1000560,706
2015,3,1000559,112
2015,3,1000558,155
2015,3,1000557,277
2015,3,1000556,25
2015,3,1000555,106
2015,3,1000554,253
2015,3,1000553,84
2015,3,1000552,20
2015,3,1000551,279
2015,3,1000550,160
2015,3,1000549,223
2015,3,1000548,369
2015,3,1000547,114
2015,3,1000546,98
2015,3,1000545,163
2015,3,1000544,2
2015,3,1000543,548
2015,3,1000542,258
2015,3,1000541,445
2015,3,1000539,311
2015,3,1000538,462
2015,3,1000537,162
2015,3,1000536,708
2015,3,1000535,213
2015,3,1000534,758
2015,3,1000533,256
2015,3,1000532,919
2015,3,1000531,99
2015,3,1000530,202
2015,3,1000529,238
2015,3,1000528,402
2015,3,1000527,260
2015,3,1000526,93
2015,3,1000525,103
2015,3,1000524,245
2015,3,1000523,556
2015,3,1000522,2280
2015,3,1000521,963
2015,3,1000519,419
2015,3,1000518,10
2015,3,1000517,316
2015,3,1000516,520
2015,3,1000515,677
2015,3,1000514,142
2015,3,1000513,21
2015,3,1000512,1166
2015,3,1000511,48
2015,3,1000510,425
2015,3,1000509,296
2015,3,1000508,358
2015,3,1000507,94
2015,3,1000506,109
2015,3,1000505,142
2015,3,1000504,1537
2015,3,1000503,4
2015,3,1000502,115
2015,3,1000501,292
2015,3,1000500,419
2015,3,1000499,2333
2015,3,1000498,207
2015,3,1000497,1711
2015,3,1000496,164
2015,3,1000495,126
2015,3,1000494,16
2015,3,1000493,462
2015,3,1000492,4265
2015,3,1000491,386
2015,3,1000490,27
2015,3,1000489,118
2015,3,1000488,1181
2015,3,1000487,712
2015,3,1000486,114
2015,3,1000485,498
2015,3,1000484,2210
2015,3,1000483,283
2015,3,1000482,599
2015,3,1000481,970
2015,3,1000480,543
2015,3,1000479,331
2015,3,1000478,244
2015,3,1000477,1803
2015,3,1000476,190
2015,3,1000475,860
2015,3,1000474,1250
2015,3,1000473,292
2015,3,1000472,1197
2015,3,1000471,68
2015,3,1000470,198
2015,3,1000469,3012
2015,3,1000468,360
2015,3,1000467,4203
2015,3,1000466,785
2015,3,1000465,345
2015,3,1000464,464
2015,3,1000463,81
2015,3,1000462,1079
2015,3,1000461,347
2015,3,1000460,60
2015,3,1000459,570
2015,3,1000458,105
2015,3,1000457,96
2015,3,1000456,79
2015,3,1000455,9
2015,3,1000454,367
2015,3,1000453,14
2015,3,1000452,14839
2015,3,1000451,2802
2015,3,1000450,247
2015,3,1000449,444
2015,3,1000448,294
2015,3,1000447,172
2015,3,1000446,317
2015,3,1000445,94
2015,3,1000444,155
2015,3,1000443,2700
2015,3,1000442,327
2015,3,1000440,241
2015,3,1000439,402
2015,3,1000438,86
2015,3,1000437,335
2015,3,1000436,660
2015,3,1000435,10
2015,3,1000434,61
2015,3,1000433,218
2015,3,1000432,206
2015,3,1000430,538
2015,3,1000429,411
2015,3,1000428,374
2015,3,1000427,92
2015,3,1000426,721
2015,3,1000425,252
2015,3,1000424,774
2015,3,1000423,179
2015,3,1000422,70
2015,3,1000421,94
2015,3,1000420,163
2015,3,1000419,331
2015,3,1000418,233
2015,3,1000417,202
2015,3,1000416,255
2015,3,1000415,298
2015,3,1000414,21
2015,3,1000413,529
2015,3,1000412,311
2015,3,1000411,55
2015,3,1000410,234
2015,3,1000409,114
2015,3,1000408,124
2015,3,1000407,21
2015,3,1000406,317
2015,3,1000405,741
2015,3,1000404,64
2015,3,1000403,269
2015,3,1000402,1041
2015,3,1000401,323
2015,3,1000400,702
2015,3,1000399,179
2015,3,1000398,21
2015,3,1000397,643
2015,3,1000396,31
2015,3,1000395,451
2015,3,1000394,171
2015,3,1000393,968
2015,3,1000392,88
2015,3,1000391,42
2015,3,1000390,134
2015,3,1000389,51
2015,3,1000388,450
2015,3,1000387,356
2015,3,1000386,681
2015,3,1000385,106
2015,3,1000384,266
2015,3,1000382,13
2015,3,1000381,521
2015,3,1000380,442
2015,3,1000379,2361
2015,3,1000378,92
2015,3,1000377,75
2015,3,1000376,187
2015,3,1000375,95
2015,3,1000374,37
2015,3,1000373,74
2015,3,1000372,159
2015,3,1000371,148
2015,3,1000370,330
2015,3,1000369,141
2015,3,1000367,314
2015,3,1000366,252
2015,3,1000365,230
2015,3,1000364,263
2015,3,1000363,441
2015,3,1000362,613
2015,3,1000360,454
2015,3,1000359,16
2015,3,1000358,903
2015,3,1000357,164
2015,3,1000356,204
2015,3,1000355,133
2015,3,1000354,68
2015,3,1000353,494
2015,3,1000352,303
2015,3,1000351,113
2015,3,1000350,59
2015,3,1000349,314
2015,3,1000348,274
2015,3,1000347,93
2015,3,1000346,603
2015,3,1000345,167
2015,3,1000344,89
2015,3,1000343,9
2015,3,1000342,530
2015,3,1000341,82
2015,3,1000339,245
2015,3,1000338,519
2015,3,1000337,687
2015,3,1000336,250
2015,3,1000335,86
2015,3,1000334,17
2015,3,1000333,403
2015,3,1000332,4
2015,3,1000331,329
2015,3,1000329,77
2015,3,1000328,122
2015,3,1000327,669
2015,3,1000326,171
2015,3,1000325,266
2015,3,1000324,324
2015,3,1000323,8
2015,3,1000322,156
2015,3,1000321,537
2015,3,1000320,25
2015,3,1000319,688
2015,3,1000318,906
2015,3,1000317,31
2015,3,1000315,241
2015,3,1000314,139
2015,3,1000313,408
2015,3,1000312,191
2015,3,1000311,437
2015,3,1000310,40
2015,3,1000309,101
2015,3,1000308,115
2015,3,1000307,66
2015,3,1000306,30
2015,3,1000305,112
2015,3,1000304,107
2015,3,1000303,270
2015,3,1000302,122
2015,3,1000301,369
2015,3,1000300,68
2015,3,1000299,209
2015,3,1000298,211
2015,3,1000296,987
2015,3,1000295,397
2015,3,1000294,2186
2015,3,1000293,26
2015,3,1000292,347
2015,3,1000291,2756
2015,3,1000290,143
2015,3,1000289,2997
2015,3,1000288,530
2015,3,1000287,1278
2015,3,1000286,44
2015,3,1000285,550
2015,3,1000284,697
2015,3,1000283,138
2015,3,1000282,61
2015,3,1000281,81
2015,3,1000280,668
2015,3,1000279,103
2015,3,1000278,242
2015,3,1000277,966
2015,3,1000276,820
2015,3,1000274,740
2015,3,1000273,279
2015,3,1000270,244
2015,3,1000269,68
2015,3,1000268,663
2015,3,1000267,202
2015,3,1000266,27
2015,3,1000265,129
2015,3,1000264,49
2015,3,1000263,103
2015,3,1000261,10
2015,3,1000260,645
2015,3,1000259,431
2015,3,1000258,457
2015,3,1000257,265
2015,3,1000256,481
2015,3,1000255,286
2015,3,1000254,96
2015,3,1000253,66
2015,3,1000252,564
2015,3,1000251,316
2015,3,1000250,381
2015,3,1000249,59
2015,3,1000248,274
2015,3,1000247,229
2015,3,1000246,419
2015,3,1000245,524
2015,3,1000244,96
2015,3,1000243,83
2015,3,1000242,435
2015,3,1000241,38
2015,3,1000240,10
2015,3,1000239,85
2015,3,1000238,120
2015,3,1000237,186
2015,3,1000236,1102
2015,3,1000235,222
2015,3,1000234,71
2015,3,1000233,1053
2015,3,1000232,91
2015,3,1000231,191
2015,3,1000230,186
2015,3,1000229,327
2015,3,1000228,35
2015,3,1000227,83
2015,3,1000226,568
2015,3,1000225,45
2015,3,1000224,95
2015,3,1000223,302
2015,3,1000222,437
2015,3,1000221,196
2015,3,1000220,7
2015,3,1000219,15
2015,3,1000218,102
2015,3,1000217,381
2015,3,1000216,287
2015,3,1000215,78
2015,3,1000214,601
2015,3,1000213,338
2015,3,1000212,1926
2015,3,1000211,167
2015,3,1000210,2024
2015,3,1000209,810
2015,3,1000208,1389
2015,3,1000207,198
2015,3,1000206,217
2015,3,1000205,650
2015,3,1000204,96
2015,3,1000203,313
2015,3,1000202,725
2015,3,1000201,2975
2015,3,1000200,176
2015,3,1000199,379
2015,3,1000198,564
2015,3,1000197,359
2015,3,1000196,1000
2015,3,1000195,195
2015,3,1000194,237
2015,3,1000193,967
2015,3,1000192,170
2015,3,1000191,13
2015,3,1000190,252
2015,3,1000189,795
2015,3,1000188,201
2015,3,1000187,116
2015,3,1000186,131
2015,3,1000185,102
2015,3,1000184,307
2015,3,1000183,384
2015,3,1000182,1084
2015,3,1000181,188
2015,3,1000180,521
2015,3,1000179,65
2015,3,1000178,11
2015,3,1000177,814
2015,3,1000176,171
2015,3,1000175,324
2015,3,1000174,110
2015,3,1000173,16
2015,3,1000172,8
2015,3,1000171,5
2015,3,1000170,144
2015,3,1000168,243
2015,3,1000167,187
2015,3,1000166,353
2015,3,1000165,1318
2015,3,1000164,79
2015,3,1000162,18
2015,3,1000161,563
2015,3,1000160,312
2015,3,1000159,320
2015,3,1000158,1296
2015,3,1000157,856
2015,3,1000156,135
2015,3,1000155,1703
2015,3,1000154,653
2015,3,1000153,515
2015,3,1000152,259
2015,3,1000151,434
2015,3,1000150,214
2015,3,1000149,421
2015,3,1000148,180
2015,3,1000147,129
2015,3,1000146,829
2015,3,1000145,105
2015,3,1000144,95
2015,3,1000143,8
2015,3,1000142,152
2015,3,1000141,224
2015,3,1000140,205
2015,3,1000139,892
2015,3,1000138,345
2015,3,1000137,297
2015,3,1000136,69
2015,3,1000135,230
2015,3,1000134,470
2015,3,1000133,516
2015,3,1000132,1723
2015,3,1000131,88
2015,3,1000130,313
2015,3,1000129,34
2015,3,1000128,67
2015,3,1000127,910
2015,3,1000126,73
2015,3,1000124,1840
2015,3,1000123,42
2015,3,1000122,107
2015,3,1000121,1776
2015,3,1000120,1314
2015,3,1000119,125
2015,3,1000118,3999
2015,3,1000117,152
2015,3,1000116,2213
2015,3,1000115,2044
2015,3,1000114,3779
2015,3,1000113,3350
2015,3,1000112,966
2015,3,1000111,232
2015,3,1000110,3171
2015,3,1000109,425
2015,3,1000108,2149
2015,3,1000107,603
2015,3,1000106,216
2015,3,1000105,1716
2015,3,1000104,1574
2015,3,1000103,164
2015,3,1000102,32
2015,3,1000101,8
2015,3,1000100,160
2015,3,1000099,352
2015,3,1000098,103
2015,3,1000097,30
2015,3,1000096,166
2015,3,1000095,774
2015,3,1000094,55
2015,3,1000093,105
2015,3,1000091,413
2015,3,1000090,383
2015,3,1000089,33
2015,3,1000088,15565
2015,3,1000087,174
2015,3,1000086,50
2015,3,1000085,47
2015,3,1000084,731
2015,3,1000082,440
2015,3,1000081,690
2015,3,1000080,6484
2015,3,1000079,4691
2015,3,1000078,1969
2015,3,1000077,4228
2015,3,1000076,1377
2015,3,1000075,245
2015,3,1000074,112
2015,3,1000073,790
2015,3,1000072,85
2015,3,1000071,1348
2015,3,1000070,510
2015,3,1000069,208
2015,3,1000068,894
2015,3,1000067,745
2015,3,1000066,2843
2015,3,1000065,923
2015,3,1000064,156
2015,3,1000063,1698
2015,3,1000062,50
2015,3,1000061,183
2015,3,1000060,138
2015,3,1000059,445
2015,3,1000058,262
2015,3,1000057,948
2015,3,1000056,2624
2015,3,1000055,303
2015,3,1000054,14
2015,3,1000053,29
2015,3,1000052,306
2015,3,1000051,2321
2015,3,1000050,282
2015,3,1000049,471
2015,3,1000048,2475
2015,3,1000047,914
2015,3,1000046,1829
2015,3,1000045,2878
2015,3,1000044,1097
2015,3,1000043,198
2015,3,1000042,1753
2015,3,1000041,3914
2015,3,1000040,1377
2015,3,1000039,35999
2015,3,1000037,972
2015,3,1000036,4444
2015,3,1000035,12
2015,3,1000034,4276
2015,3,1000033,888
2015,3,1000032,1303
2015,3,1000031,49
2015,3,1000030,378
2015,3,1000029,195
2015,3,1000028,1868
2015,3,1000026,168
2015,3,1000025,128
2015,3,1000024,265
2015,3,1000023,7
2015,3,1000022,59
2015,3,1000021,1405
2015,3,1000020,146
2015,3,1000019,609
2015,3,1000016,493
2015,3,1000015,2046
2015,3,1000014,60
2015,3,1000013,2287
2015,3,1000012,481
2015,3,1000011,14
2015,3,1000010,114
2015,3,1000009,448
2015,3,1000008,1541
2015,3,1000007,49
2015,3,1000006,25
2015,3,1000005,88
2015,3,1000004,10
2015,3,1000003,1020
2015,3,1000001,781
2015,2,1001496,20112
2015,2,1001495,26461
2015,2,1001494,30389
2015,2,1001493,13416
2015,2,1001492,174824
2015,2,1001491,5862
2015,2,1001490,569
2015,2,1001489,160
2015,2,1001488,6
2015,2,1001487,13
2015,2,1001483,642
2015,2,1001482,406
2015,2,1001481,396
2015,2,1001480,289
2015,2,1001479,164
2015,2,1001478,617
2015,2,1001477,247
2015,2,1001476,11
2015,2,1001475,42
2015,2,1001474,498
2015,2,1001471,3081
2015,2,1001466,403
2015,2,1001464,87
2015,2,1001463,17
2015,2,1001462,225
2015,2,1001460,309
2015,2,1001459,336
2015,2,1001458,226
2015,2,1001456,14
2015,2,1001454,43
2015,2,1001453,22
2015,2,1001452,194
2015,2,1001450,504
2015,2,1001449,1964
2015,2,1001448,164
2015,2,1001447,310
2015,2,1001445,88
2015,2,1001441,118
2015,2,1001439,26
2015,2,1001438,15
2015,2,1001437,46
2015,2,1001433,9
2015,2,1001431,169
2015,2,1001430,4114
2015,2,1001429,46
2015,2,1001427,56
2015,2,1001424,285
2015,2,1001423,142
2015,2,1001421,7
2015,2,1001419,15
2015,2,1001418,6
2015,2,1001417,44
2015,2,1001415,154
2015,2,1001414,477
2015,2,1001413,32
2015,2,1001411,153
2015,2,1001409,2
2015,2,1001407,789
2015,2,1001406,240
2015,2,1001405,8
2015,2,1001402,255
2015,2,1001401,15
2015,2,1001400,50
2015,2,1001399,190
2015,2,1001398,104
2015,2,1001397,44
2015,2,1001396,248
2015,2,1001395,624
2015,2,1001394,185
2015,2,1001393,472
2015,2,1001391,14
2015,2,1001390,36
2015,2,1001386,140
2015,2,1001385,32
2015,2,1001374,279
2015,2,1001367,31
2015,2,1001364,136
2015,2,1001363,51
2015,2,1001361,25
2015,2,1001359,125
2015,2,1001358,9
2015,2,1001357,60
2015,2,1001356,127
2015,2,1001355,55
2015,2,1001354,155
2015,2,1001353,455
2015,2,1001352,90
2015,2,1001351,95
2015,2,1001349,79
2015,2,1001347,45
2015,2,1001343,184
2015,2,1001340,31
2015,2,1001339,8
2015,2,1001338,80
2015,2,1001336,220
2015,2,1001335,245
2015,2,1001334,2
2015,2,1001333,21
2015,2,1001332,260
2015,2,1001330,61
2015,2,1001329,80
2015,2,1001326,130
2015,2,1001323,21
2015,2,1001321,105
2015,2,1001319,8
2015,2,1001317,15
2015,2,1001316,1316
2015,2,1001313,162
2015,2,1001310,96
2015,2,1001309,76
2015,2,1001308,22
2015,2,1001307,287
2015,2,1001304,88
2015,2,1001301,145
2015,2,1001299,107
2015,2,1001298,253
2015,2,1001297,26
2015,2,1001296,14
2015,2,1001295,211
2015,2,1001294,1545
2015,2,1001289,25
2015,2,1001286,30
2015,2,1001285,2298
2015,2,1001284,246
2015,2,1001283,495
2015,2,1001282,1542
2015,2,1001281,2439
2015,2,1001280,472
2015,2,1001278,156
2015,2,1001277,1701
2015,2,1001275,1188
2015,2,1001274,2298
2015,2,1001273,7028
2015,2,1001271,865
2015,2,1001270,216
2015,2,1001268,320
2015,2,1001267,30
2015,2,1001266,241
2015,2,1001265,216
2015,2,1001263,678
2015,2,1001261,909
2015,2,1001260,2306
2015,2,1001259,49
2015,2,1001257,4014
2015,2,1001256,84
2015,2,1001255,575
2015,2,1001254,318
2015,2,1001253,49
2015,2,1001252,507
2015,2,1001251,432
2015,2,1001250,51
2015,2,1001249,80
2015,2,1001248,225
2015,2,1001247,145
2015,2,1001246,522
2015,2,1001245,4859
2015,2,1001244,334
2015,2,1001243,91
2015,2,1001242,10394
2015,2,1001241,1381
2015,2,1001240,1199
2015,2,1001239,20370
2015,2,1001238,3144
2015,2,1001236,775
2015,2,1001235,11905
2015,2,1001234,219
2015,2,1001233,3053
2015,2,1001232,1725
2015,2,1001231,4316
2015,2,1001230,22122
2015,2,1001229,668
2015,2,1001228,5271
2015,2,1001227,14980
2015,2,1001226,14311
2015,2,1001225,737
2015,2,1001224,2
2015,2,1001223,50961
2015,2,1001222,64
2015,2,1001221,540
2015,2,1001220,968
2015,2,1001218,504
2015,2,1001217,51
2015,2,1001216,3353
2015,2,1001215,2332
2015,2,1001214,20893
2015,2,1001213,1963
2015,2,1001212,2581
2015,2,1001211,452
2015,2,1001210,24467
2015,2,1001209,26286
2015,2,1001208,8590
2015,2,1001207,1199
2015,2,1001206,2227
2015,2,1001205,4451
2015,2,1001204,14127
2015,2,1001203,17531
2015,2,1001202,56396
2015,2,1001201,1109
2015,2,1001200,7555
2015,2,1001199,16372
2015,2,1001198,642
2015,2,1001197,12082
2015,2,1001196,63738
2015,2,1001195,728
2015,2,1001194,709
2015,2,1001193,2409
2015,2,1001192,3078
2015,2,1001190,2135
2015,2,1001189,3611
2015,2,1001188,203
2015,2,1001187,239
2015,2,1001186,1176
2015,2,1001185,2558
2015,2,1001184,940
2015,2,1001183,2597
2015,2,1001182,15744
2015,2,1001181,170
2015,2,1001180,215
2015,2,1001179,3681
2015,2,1001178,746
2015,2,1001175,484
2015,2,1001173,905
2015,2,1001172,119
2015,2,1001171,3983
2015,2,1001170,6421
2015,2,1001169,4118
2015,2,1001168,13958
2015,2,1001167,4235
2015,2,1001166,1002
2015,2,1001165,2641
2015,2,1001164,10341
2015,2,1001163,3625
2015,2,1001162,946
2015,2,1001161,795
2015,2,1001160,896
2015,2,1001159,972
2015,2,1001158,5096
2015,2,1001156,1603
2015,2,1001155,2185
2015,2,1001153,1141
2015,2,1001152,2172
2015,2,1001151,2542
2015,2,1001150,783
2015,2,1001149,617
2015,2,1001147,429
2015,2,1001146,66
2015,2,1001145,8231
2015,2,1001144,39285
2015,2,1001143,323
2015,2,1001142,5726
2015,2,1001141,14245
2015,2,1001140,9661
2015,2,1001139,4516
2015,2,1001138,7733
2015,2,1001137,60
2015,2,1001136,213
2015,2,1001135,20767
2015,2,1001134,46755
2015,2,1001133,1312
2015,2,1001132,1848
2015,2,1001131,1409
2015,2,1001130,191
2015,2,1001129,1025
2015,2,1001127,53145
2015,2,1001125,2788
2015,2,1001124,337
2015,2,1001123,4245
2015,2,1001122,2386
2015,2,1001121,831
2015,2,1001120,10478
2015,2,1001119,1004
2015,2,1001118,67
2015,2,1001117,7208
2015,2,1001115,4144
2015,2,1001114,2616
2015,2,1001113,93
2015,2,1001112,8237
2015,2,1001111,3080
2015,2,1001110,5451
2015,2,1001109,8275
2015,2,1001108,878
2015,2,1001107,5732
2015,2,1001106,5730
2015,2,1001105,3454
2015,2,1001104,9386
2015,2,1001103,20112
2015,2,1001102,5716
2015,2,1001101,6144
2015,2,1001100,1465
2015,2,1001099,7635
2015,2,1001098,49500
2015,2,1001097,3119
2015,2,1001096,3816
2015,2,1001095,7585
2015,2,1001094,1536
2015,2,1001093,5891
2015,2,1001092,3121
2015,2,1001091,18338
2015,2,1001090,2572
2015,2,1001089,2982
2015,2,1001088,27937
2015,2,1001087,7008
2015,2,1001086,15210
2015,2,1001085,32768
2015,2,1001084,20499
2015,2,1001082,20180
2015,2,1001081,27354
2015,2,1001080,39
2015,2,1001078,6456
2015,2,1001077,56948
2015,2,1001076,157
