year,quarter,district,floatpop
2015,3,1000049,416773
2015,3,1000050,5613
2015,3,1000051,42572
2015,3,1000052,103793
2015,3,1000053,110541
2015,3,1000054,76458
2015,3,1000055,101238
2015,3,1000056,170015
2015,3,1000057,416026
2015,3,1000058,112610
2015,3,1000059,79047
2015,3,1000060,159193
2015,3,1000061,100317
2015,3,1000062,310028
2015,3,1000063,101744
2015,3,1000064,227825
2015,3,1000065,136593
2015,3,1000066,91785
2015,3,1000067,201055
2015,3,1000068,385341
2015,3,1000069,142906
2015,3,1000070,185420
2015,3,1000071,243053
2015,3,1000072,389012
2015,3,1000073,315656
2015,3,1000074,96720
2015,3,1000075,225334
2015,3,1000076,125136
2015,3,1000077,223988
2015,3,1000078,121231
2015,3,1000079,264351
2015,3,1000080,452765
2015,3,1000081,198518
2015,3,1000082,300454
2015,3,1000083,111562
2015,3,1000084,51698
2015,3,1000085,88869
2015,3,1000086,107096
2015,3,1000087,89400
2015,3,1000088,594668
2015,3,1000089,134697
2015,3,1000090,312804
2015,3,1000091,161764
2015,3,1000092,319953
2015,3,1000093,177504
2015,3,1000094,195650
2015,3,1000095,128514
2015,3,1000096,677503
2015,3,1000097,37663
2015,3,1000098,358615
2015,3,1000099,369772
2015,3,1000100,260859
2015,3,1000101,158299
2015,3,1000102,195473
2015,3,1000103,153666
2015,3,1000104,287200
2015,3,1000105,168067
2015,3,1000106,357888
2015,3,1000107,121690
2015,3,1000108,98214
2015,3,1000109,83456
2015,3,1000110,362459
2015,3,1000111,167324
2015,3,1000112,309628
2015,3,1000113,89888
2015,3,1000114,106919
2015,3,1000115,98947
2015,3,1000116,110825
2015,3,1000117,148958
2015,3,1000118,472932
2015,3,1000119,466207
2015,3,1000120,474256
2015,3,1000121,351148
2015,3,1000122,72836
2015,3,1000123,192649
2015,3,1000124,450425
2015,3,1000125,276789
2015,3,1000126,200727
2015,3,1000127,323771
2015,3,1000128,60558
2015,3,1000129,175993
2015,3,1000130,261073
2015,3,1000131,121197
2015,3,1000132,162899
2015,3,1000133,239389
2015,3,1000134,218122
2015,3,1000135,282331
2015,3,1000136,311670
2015,3,1000137,215282
2015,3,1000138,138961
2015,3,1000139,123505
2015,3,1000140,348937
2015,3,1000141,105284
2015,3,1000142,284903
2015,3,1000143,225032
2015,3,1000144,349849
2015,3,1000145,177757
2015,3,1000146,213664
2015,3,1000147,179985
2015,3,1000148,197766
2015,3,1000149,171191
2015,3,1000150,200144
2015,3,1000151,127771
2015,3,1000152,184345
2015,3,1000153,94018
2015,3,1000154,52214
2015,3,1000155,56792
2015,3,1000156,218814
2015,3,1000157,130013
2015,3,1000158,480320
2015,3,1000159,111814
2015,3,1000160,186669
2015,3,1000161,76755
2015,3,1000162,214359
2015,3,1000163,115295
2015,3,1000164,308167
2015,3,1000165,346701
2015,3,1000166,156744
2015,3,1000167,268601
2015,3,1000168,42478
2015,3,1000169,208883
2015,3,1000170,167443
2015,3,1000171,144241
2015,3,1000172,283913
2015,3,1000173,56067
2015,3,1000174,67053
2015,3,1000175,336309
2015,3,1000176,171401
2015,3,1000177,177131
2015,3,1000178,230757
2015,3,1000179,166625
2015,3,1000180,239975
2015,3,1000181,34849
2015,3,1000182,189092
2015,3,1000183,159316
2015,3,1000184,232840
2015,3,1000185,151345
2015,3,1000186,131499
2015,3,1000187,175286
2015,3,1000188,169720
2015,3,1000189,128416
2015,3,1000190,347003
2015,3,1000191,152412
2015,3,1000192,202735
2015,3,1000193,586351
2015,3,1000194,268858
2015,3,1000195,129962
2015,3,1000196,97058
2015,3,1000197,69411
2015,3,1000198,431811
2015,3,1000199,102981
2015,3,1000200,135332
2015,3,1000201,184363
2015,3,1000202,119123
2015,3,1000203,613325
2015,3,1000204,171317
2015,3,1000205,195318
2015,3,1000206,290068
2015,3,1000207,324552
2015,3,1000208,71362
2015,3,1000209,174891
2015,3,1000210,321428
2015,3,1000211,249246
2015,3,1000212,156508
2015,3,1000213,99800
2015,3,1000214,354894
2015,3,1000215,146664
2015,3,1000216,139179
2015,3,1000217,206070
2015,3,1000218,250804
2015,3,1000219,273497
2015,3,1000220,203458
2015,3,1000221,692794
2015,3,1000222,337840
2015,3,1000223,272898
2015,3,1000224,194222
2015,3,1000225,110313
2015,3,1000226,211592
2015,3,1000227,194269
2015,3,1000228,285568
2015,3,1000229,278636
2015,3,1000230,471305
2015,3,1000231,313751
2015,3,1000232,227546
2015,3,1000233,344551
2015,3,1000234,228279
2015,3,1000235,98083
2015,3,1000236,79312
2015,3,1000237,443496
2015,3,1000238,225104
2015,3,1000239,254494
2015,3,1000240,110275
2015,3,1000241,119568
2015,3,1000242,283707
2015,3,1000243,363436
2015,3,1000244,204758
2015,3,1000245,314480
2015,3,1000246,118423
2015,3,1000247,223609
2015,3,1000248,261346
2015,3,1000249,439649
2015,3,1000250,130637
2015,3,1000251,147650
2015,3,1000252,519849
2015,3,1000253,310484
2015,3,1000254,362696
2015,3,1000255,85887
2015,3,1000256,301819
2015,3,1000257,134572
2015,3,1000258,224887
2015,3,1000259,135223
2015,3,1000260,181416
2015,3,1000261,238304
2015,3,1000262,101345
2015,3,1000263,169019
2015,3,1000264,333818
2015,3,1000265,227320
2015,3,1000266,81848
2015,3,1000267,94601
2015,3,1000268,168086
2015,3,1000269,233381
2015,3,1000270,198718
2015,3,1000271,180102
2015,3,1000272,226682
2015,3,1000273,200459
2015,3,1000274,161587
2015,3,1000275,122579
2015,3,1000276,135872
2015,3,1000277,174782
2015,3,1000278,244387
2015,3,1000279,48956
2015,3,1000280,108175
2015,3,1000281,204608
2015,3,1000282,90074
2015,3,1000283,30277
2015,3,1000284,245502
2015,3,1000285,119188
2015,3,1000286,240138
2015,3,1000287,442322
2015,3,1000288,242501
2015,3,1000289,208852
2015,3,1000290,265368
2015,3,1000291,240948
2015,3,1000292,485539
2015,3,1000293,142177
2015,3,1000294,105870
2015,3,1000295,214026
2015,3,1000296,90464
2015,3,1000297,166396
2015,3,1000298,135396
2015,3,1000299,13896
2015,3,1000300,181444
2015,3,1000301,162231
2015,3,1000302,39616
2015,3,1000303,146980
2015,3,1000304,100601
2015,3,1000305,254715
2015,3,1000306,126463
2015,3,1000307,176247
2015,3,1000308,73897
2015,3,1000309,48037
2015,3,1000310,90683
2015,3,1000311,206963
2015,3,1000312,201164
2015,3,1000313,197537
2015,3,1000314,145596
2015,3,1000315,146480
2015,3,1000316,88713
2015,3,1000317,87846
2015,3,1000318,61571
2015,3,1000319,280267
2015,3,1000320,129820
2015,3,1000321,143541
2015,3,1000322,314375
2015,3,1000323,90073
2015,3,1000324,194500
2015,3,1000325,51229
2015,3,1000326,99389
2015,3,1000327,120740
2015,3,1000328,175468
2015,3,1000329,236822
2015,3,1000330,81274
2015,3,1000331,235218
2015,3,1000332,206563
2015,3,1000333,198110
2015,3,1000334,121908
2015,3,1000335,183553
2015,3,1000336,186830
2015,3,1000337,370231
2015,3,1000338,402901
2015,3,1000339,136911
2015,3,1000340,83455
2015,3,1000341,142475
2015,3,1000342,441024
2015,3,1000343,170989
2015,3,1000344,155842
2015,3,1000345,84377
2015,3,1000346,213181
2015,3,1000347,284646
2015,3,1000348,187352
2015,3,1000349,329591
2015,3,1000350,130523
2015,3,1000351,227333
2015,3,1000352,339289
2015,3,1000353,331006
2015,3,1000354,259562
2015,3,1000355,44752
2015,3,1000356,119887
2015,3,1000357,262923
2015,3,1000358,133333
2015,3,1000359,250986
2015,3,1000360,633704
2015,3,1000361,115995
2015,3,1000362,280776
2015,3,1000363,135992
2015,3,1000364,95826
2015,3,1000365,70537
2015,3,1000366,51587
2015,3,1000367,5625
2015,3,1000368,34682
2015,3,1000369,116987
2015,3,1000370,114517
2015,3,1000371,183992
2015,3,1000372,74255
2015,3,1000373,88971
2015,3,1000374,138876
2015,3,1000375,127005
2015,3,1000376,173790
2015,3,1000377,91888
2015,3,1000378,63750
2015,3,1000379,198365
2015,3,1000380,309405
2015,3,1000381,180816
2015,3,1000382,192872
2015,3,1000383,109881
2015,3,1000384,670249
2015,3,1000385,236241
2015,3,1000386,419085
2015,3,1000387,253313
2015,3,1000388,273849
2015,3,1000389,123092
2015,3,1000390,231073
2015,3,1000391,148739
2015,3,1000392,178507
2015,3,1000393,118438
2015,3,1000394,217299
2015,3,1000395,147791
2015,3,1000396,68908
2015,3,1000397,161454
2015,3,1000398,193622
2015,3,1000399,277351
2015,3,1000400,93971
2015,3,1000401,361829
2015,3,1000402,189977
2015,3,1000403,225804
2015,3,1000404,171875
2015,3,1000405,564314
2015,3,1000406,128556
2015,3,1000407,151296
2015,3,1000408,139067
2015,3,1000409,192065
2015,3,1000410,110803
2015,3,1000411,388092
2015,3,1000412,216486
2015,3,1000413,270749
2015,3,1000414,95326
2015,3,1000415,221215
2015,3,1000416,198705
2015,3,1000417,199485
2015,3,1000418,133972
2015,3,1000419,190957
2015,3,1000420,113913
2015,3,1000421,158569
2015,3,1000422,224007
2015,3,1000423,64898
2015,3,1000424,249411
2015,3,1000425,134612
2015,3,1000426,80299
2015,3,1000427,125737
2015,3,1000428,110347
2015,3,1000429,369908
2015,3,1000430,450136
2015,3,1000431,103311
2015,3,1000432,93414
2015,3,1000433,214028
2015,3,1000434,183694
2015,3,1000435,120432
2015,3,1000436,294311
2015,3,1000437,97082
2015,3,1000438,48746
2015,3,1000439,293597
2015,3,1000440,159712
2015,3,1000441,382435
2015,3,1000442,442452
2015,3,1000443,96077
2015,3,1000444,96471
2015,3,1000445,131988
2015,3,1000446,108133
2015,3,1000447,265678
2015,3,1000448,123343
2015,3,1000449,336905
2015,3,1000450,169038
2015,3,1000451,208413
2015,3,1000452,302451
2015,3,1000453,87837
2015,3,1000454,296277
2015,3,1000455,300379
2015,3,1000456,47182
2015,3,1000457,60012
2015,3,1000458,112830
2015,3,1000459,208643
2015,3,1000460,576680
2015,3,1000461,172082
2015,3,1000462,609836
2015,3,1000463,138091
2015,3,1000464,146451
2015,3,1000465,99653
2015,3,1000466,90415
2015,3,1000467,110587
2015,3,1000468,119260
2015,3,1000469,202722
2015,3,1000470,79882
2015,3,1000471,164461
2015,3,1000472,255156
2015,3,1000473,307889
2015,3,1000474,381491
2015,3,1000475,113922
2015,3,1000476,235783
2015,3,1000477,225229
2015,3,1000478,169300
2015,3,1000479,452873
2015,3,1000480,225836
2015,3,1000481,116656
2015,3,1000482,214601
2015,3,1000483,102846
2015,3,1000484,100499
2015,3,1000485,102491
2015,3,1000486,123516
2015,3,1000487,222625
2015,3,1000488,258426
2015,3,1000489,115784
2015,3,1000490,74121
2015,3,1000491,86945
2015,3,1000492,134041
2015,3,1000493,149893
2015,3,1000494,92057
2015,3,1000495,94111
2015,3,1000496,96557
2015,3,1000497,235102
2015,3,1000498,135016
2015,3,1000499,294132
2015,3,1000500,361897
2015,3,1000501,349013
2015,3,1000502,102061
2015,3,1000503,153711
2015,3,1000504,126525
2015,3,1000505,173204
2015,3,1000506,203574
2015,3,1000507,91355
2015,3,1000508,227202
2015,3,1000509,85286
2015,3,1000510,204141
2015,3,1000511,147621
2015,3,1000512,172870
2015,3,1000513,140470
2015,3,1000514,84899
2015,3,1000515,179454
2015,3,1000516,322754
2015,3,1000517,10521
2015,3,1000518,250517
2015,3,1000519,497908
2015,3,1000520,287825
2015,3,1000521,334407
2015,3,1000522,450100
2015,3,1000523,65313
2015,3,1000524,21761
2015,3,1000525,174511
2015,3,1000526,161591
2015,3,1000527,122409
2015,3,1000528,101058
2015,3,1000529,206546
2015,3,1000530,169925
2015,3,1000531,154963
2015,3,1000532,333912
2015,3,1000533,483172
2015,3,1000534,345694
2015,3,1000535,109136
2015,3,1000536,92748
2015,3,1000537,156630
2015,3,1000538,139051
2015,3,1000539,146216
2015,3,1000540,146300
2015,3,1000541,403546
2015,3,1000542,130602
2015,3,1000543,215865
2015,3,1000544,90329
2015,3,1000545,193549
2015,3,1000546,184927
2015,3,1000547,239071
2015,3,1000548,231898
2015,3,1000549,164580
2015,3,1000550,93381
2015,3,1000551,250011
2015,3,1000552,120973
2015,3,1000553,182019
2015,3,1000554,346074
2015,3,1000555,168856
2015,3,1000556,347694
2015,3,1000557,331932
2015,3,1000558,209975
2015,3,1000559,152443
2015,3,1000560,117895
2015,3,1000561,297837
2015,3,1000562,184644
2015,3,1000563,272808
2015,3,1000564,224729
2015,3,1000565,244967
2015,3,1000566,265525
2015,3,1000567,178505
2015,3,1000568,126662
2015,3,1000569,236219
2015,3,1000570,197986
2015,3,1000571,159672
2015,3,1000572,216010
2015,3,1000573,228124
2015,3,1000574,110079
2015,3,1000575,116852
2015,3,1000576,40544
2015,3,1000577,106638
2015,3,1000578,248466
2015,3,1000579,179879
2015,3,1000580,194249
2015,3,1000581,145891
2015,3,1000582,175601
2015,3,1000583,226794
2015,3,1000584,160655
2015,3,1000585,127795
2015,3,1000586,223692
2015,3,1000587,167746
2015,3,1000588,191418
2015,3,1000589,224491
2015,3,1000590,86998
2015,3,1000591,182744
2015,3,1000592,199486
2015,3,1000593,212880
2015,3,1000594,38050
2015,3,1000595,43872
2015,3,1000596,136589
2015,3,1000597,334744
2015,3,1000598,418037
2015,3,1000599,80831
2015,3,1000600,308167
2015,3,1000601,121070
2015,3,1000602,196708
2015,3,1000603,199349
2015,3,1000604,188162
2015,3,1000605,203922
2015,3,1000606,288195
2015,3,1000607,164241
2015,3,1000608,175462
2015,3,1000609,209513
2015,3,1000610,164360
2015,3,1000611,96185
2015,3,1000612,88109
2015,3,1000613,176369
2015,3,1000614,260739
2015,3,1000615,103858
2015,3,1000616,86008
2015,3,1000617,161204
2015,3,1000618,152907
2015,3,1000619,160306
2015,3,1000620,102911
2015,3,1000621,424581
2015,3,1000622,271709
2015,3,1000623,267178
2015,3,1000624,264131
2015,3,1000625,63015
2015,3,1000626,135751
2015,3,1000627,139962
2015,3,1000628,208457
2015,3,1000629,94286
2015,3,1000630,179685
2015,3,1000631,228525
2015,3,1000632,538272
2015,3,1000633,200059
2015,3,1000634,294820
2015,3,1000635,139836
2015,3,1000636,75083
2015,3,1000637,132170
2015,3,1000638,282350
2015,3,1000639,73337
2015,3,1000640,213800
2015,3,1000641,484626
2015,3,1000642,125646
2015,3,1000643,133371
2015,3,1000644,354978
2015,3,1000645,64839
2015,3,1000646,88776
2015,3,1000647,21402
2015,3,1000648,150786
2015,3,1000649,40472
2015,3,1000650,233212
2015,3,1000651,123414
2015,3,1000652,30864
2015,3,1000653,226812
2015,3,1000654,38634
2015,3,1000655,92734
2015,3,1000656,157778
2015,3,1000657,123785
2015,3,1000658,168543
2015,3,1000659,138771
2015,3,1000660,168934
2015,3,1000661,144457
2015,3,1000662,105314
2015,3,1000663,197702
2015,3,1000664,305097
2015,3,1000665,174047
2015,3,1000666,40647
2015,3,1000667,104418
2015,3,1000668,63705
2015,3,1000669,126713
2015,3,1000670,192091
2015,3,1000671,328085
2015,3,1000672,310507
2015,3,1000673,239707
2015,3,1000674,221911
2015,3,1000675,184733
2015,3,1000676,157201
2015,3,1000677,128872
2015,3,1000678,305789
2015,3,1000679,109686
2015,3,1000680,148461
2015,3,1000681,249433
2015,3,1000682,243328
2015,3,1000683,242732
2015,3,1000684,271628
2015,3,1000685,151464
2015,3,1000686,50899
2015,3,1000687,305783
2015,3,1000688,121712
2015,3,1000689,129820
2015,3,1000690,164081
2015,3,1000691,408095
2015,3,1000692,220589
2015,3,1000693,401318
2015,3,1000694,257210
2015,3,1000695,155523
2015,3,1000696,172776
2015,3,1000697,93862
2015,3,1000698,379615
2015,3,1000699,211215
2015,3,1000700,204787
2015,3,1000701,242338
2015,3,1000702,238183
2015,3,1000703,146434
2015,3,1000704,182931
2015,3,1000705,195124
2015,3,1000706,242785
2015,3,1000707,383832
2015,3,1000708,214163
2015,3,1000709,152596
2015,3,1000710,605759
2015,3,1000711,216391
2015,3,1000712,237249
2015,3,1000713,131916
2015,3,1000714,325573
2015,3,1000715,137710
2015,3,1000716,249517
2015,3,1000717,318945
2015,3,1000718,274765
2015,3,1000719,331010
2015,3,1000720,233384
2015,3,1000721,120898
2015,3,1000722,182675
2015,3,1000723,79231
2015,3,1000724,138953
2015,3,1000725,205908
2015,3,1000726,406532
2015,3,1000727,163086
2015,3,1000728,477199
2015,3,1000729,358082
2015,3,1000730,134634
2015,3,1000731,201945
2015,3,1000732,215674
2015,3,1000733,263573
2015,3,1000734,78478
2015,3,1000735,230834
2015,3,1000736,128611
2015,3,1000737,190194
2015,3,1000738,94592
2015,3,1000739,297192
2015,3,1000740,145856
2015,3,1000741,160985
2015,3,1000742,102150
2015,3,1000743,287025
2015,3,1000744,99476
2015,3,1000745,116423
2015,3,1000746,495609
2015,3,1000747,130791
2015,3,1000748,186262
2015,3,1000749,66496
2015,3,1000750,63519
2015,3,1000751,71870
2015,3,1000752,122652
2015,3,1000753,169413
2015,3,1000754,150870
2015,3,1000755,148559
2015,3,1000756,104574
2015,3,1000757,202416
2015,3,1000758,81927
2015,3,1000759,126852
2015,3,1000760,260762
2015,3,1000761,189796
2015,3,1000762,158540
2015,3,1000763,48775
2015,3,1000764,309816
2015,3,1000765,48939
2015,3,1000766,100735
2015,3,1000767,103538
2015,3,1000768,307440
2015,3,1000769,65210
2015,3,1000770,40005
2015,3,1000771,69726
2015,3,1000772,110951
2015,3,1000773,143638
2015,3,1000774,171284
2015,3,1000775,68058
2015,3,1000776,78057
2015,3,1000777,212770
2015,3,1000778,186630
2015,3,1000779,222976
2015,3,1000780,167977
2015,3,1000781,175935
2015,3,1000782,120972
2015,3,1000783,203688
2015,3,1000784,255545
2015,3,1000785,204632
2015,3,1000786,249339
2015,3,1000787,378551
2015,3,1000788,349308
2015,3,1000789,129855
2015,3,1000790,191642
2015,3,1000791,248125
2015,3,1000792,214995
2015,3,1000793,289594
2015,3,1000794,53619
2015,3,1000795,166817
2015,3,1000796,352216
2015,3,1000797,231796
2015,3,1000798,167234
2015,3,1000799,101101
2015,3,1000800,77868
2015,3,1000801,275400
2015,3,1000802,238772
2015,3,1000803,158923
2015,3,1000804,207448
2015,3,1000805,78185
2015,3,1000806,165961
2015,3,1000807,193150
2015,3,1000808,404294
2015,3,1000809,159004
2015,3,1000810,280209
2015,3,1000811,134864
2015,3,1000812,377549
2015,3,1000813,143869
2015,3,1000814,72968
2015,3,1000815,112921
2015,3,1000816,139647
2015,3,1000817,256236
2015,3,1000818,172120
2015,3,1000819,48014
2015,3,1000820,229839
2015,3,1000821,244380
2015,3,1000822,115759
2015,3,1000823,477540
2015,3,1000824,444192
2015,3,1000825,94713
2015,3,1000826,165703
2015,3,1000827,212355
2015,3,1000828,113980
2015,3,1000829,282533
2015,3,1000830,169394
2015,3,1000831,243969
2015,3,1000832,284835
2015,3,1000833,120459
2015,3,1000834,178249
2015,3,1000835,146145
2015,3,1000836,430714
2015,3,1000837,266802
2015,3,1000838,189787
2015,3,1000839,501517
2015,3,1000840,123967
2015,3,1000841,63447
2015,3,1000842,253888
2015,3,1000843,130172
2015,3,1000844,205605
2015,3,1000845,341509
2015,3,1000846,639085
2015,3,1000847,219947
2015,3,1000848,378968
2015,3,1000849,787000
2015,3,1000850,284277
2015,3,1000851,196325
2015,3,1000852,276922
2015,3,1000853,164056
2015,3,1000854,98567
2015,3,1000855,180272
2015,3,1000856,236470
2015,3,1000857,240076
2015,3,1000858,45864
2015,3,1000859,335804
2015,3,1000860,205275
2015,3,1000861,190303
2015,3,1000862,162056
2015,3,1000863,227191
2015,3,1000864,119971
2015,3,1000865,148198
2015,3,1000866,195474
2015,3,1000867,104941
2015,3,1000868,104799
2015,3,1000869,92317
2015,3,1000870,275307
2015,3,1000871,167328
2015,3,1000872,211158
2015,3,1000873,67919
2015,3,1000874,64419
2015,3,1000875,146048
2015,3,1000876,99784
2015,3,1000877,88568
2015,3,1000878,82952
2015,3,1000879,186716
2015,3,1000880,198314
2015,3,1000881,169011
2015,3,1000882,111399
2015,3,1000883,105979
2015,3,1000884,96498
2015,3,1000885,221027
2015,3,1000886,106005
2015,3,1000887,204497
2015,3,1000888,147463
2015,3,1000889,376337
2015,3,1000890,214913
2015,3,1000891,211575
2015,3,1000892,30476
2015,3,1000893,256782
2015,3,1000894,271339
2015,3,1000895,139559
2015,3,1000896,423263
2015,3,1000897,105711
2015,3,1000898,251459
2015,3,1000899,125503
2015,3,1000900,650416
2015,3,1000901,363197
2015,3,1000902,191120
2015,3,1000903,201395
2015,3,1000904,444366
2015,3,1000905,57619
2015,3,1000906,192489
2015,3,1000907,468909
2015,3,1000908,236668
2015,3,1000909,230730
2015,3,1000910,50602
2015,3,1000911,27337
2015,3,1000912,92178
2015,3,1000913,297476
2015,3,1000914,545239
2015,3,1000915,78090
2015,3,1000916,207395
2015,3,1000917,263103
2015,3,1000918,79897
2015,3,1000919,342750
2015,3,1000920,470762
2015,3,1000921,160433
2015,3,1000922,384978
2015,3,1000923,302107
2015,3,1000924,138689
2015,3,1000925,508915
2015,3,1000926,548366
2015,3,1000927,334814
2015,3,1000928,136947
2015,3,1000929,344577
2015,3,1000930,645117
2015,3,1000931,394561
2015,3,1000932,210239
2015,3,1000933,94009
2015,3,1000934,141689
2015,3,1000935,141629
2015,3,1000936,163089
2015,3,1000937,233218
2015,3,1000938,168997
2015,3,1000939,137700
2015,3,1000940,257357
2015,3,1000941,263854
2015,3,1000942,334904
2015,3,1000943,529702
2015,3,1000944,547069
2015,3,1000945,849838
2015,3,1000946,512730
2015,3,1000947,480723
2015,3,1000948,451254
2015,3,1000949,586766
2015,3,1000950,437905
2015,3,1000951,357397
2015,3,1000952,368279
2015,3,1000953,673504
2015,3,1000954,464594
2015,3,1000955,243011
2015,3,1000956,204540
2015,3,1000957,404188
2015,3,1000958,518720
2015,3,1000959,299787
2015,3,1000960,304092
2015,3,1000961,462516
2015,3,1000962,182017
2015,3,1000963,483662
2015,3,1000964,120816
2015,3,1000965,143373
2015,3,1000966,181414
2015,3,1000967,210503
2015,3,1000968,161727
2015,3,1000969,5406
2015,3,1000970,35574
2015,3,1000971,95931
2015,3,1000972,662145
2015,3,1000973,187263
2015,3,1000974,95571
2015,3,1000975,78509
2015,3,1000976,73419
2015,3,1000977,274178
2015,3,1000978,110423
2015,3,1000979,169865
2015,3,1000980,222992
2015,3,1000981,317289
2015,3,1000982,119372
2015,3,1000983,360796
2015,3,1000984,124897
2015,3,1000985,142708
2015,3,1000986,238227
2015,3,1000987,135172
2015,3,1000988,244653
2015,3,1000989,206025
2015,3,1000990,225968
2015,3,1000991,181794
2015,3,1000992,190200
2015,3,1000993,135118
2015,3,1000994,104599
2015,3,1000995,306466
2015,3,1000996,148495
2015,3,1000997,131824
2015,3,1000998,98146
2015,3,1000999,253437
2015,3,1001000,323148
2015,3,1001001,297958
2015,3,1001002,562473
2015,3,1001003,120446
2015,3,1001004,203564
2015,3,1001005,325710
2015,3,1001006,134532
2015,3,1001007,244824
2015,3,1001008,216300
2015,3,1001009,425766
2015,3,1001010,259123
2015,3,1001011,518823
2015,3,1001012,40946
2015,3,1001013,24544
2015,3,1001014,33147
2015,3,1001015,251051
2015,3,1001016,297976
2015,3,1001017,185414
2015,3,1001018,233459
2015,3,1001019,71904
2015,3,1001021,38704
2015,3,1001022,256935
2015,3,1001023,103547
2015,3,1001024,334249
2015,3,1001025,1553149
2015,3,1001026,63727
2015,3,1001027,528371
2015,3,1001028,157914
2015,3,1001029,83711
2015,3,1001030,520890
2015,3,1001031,788825
2015,3,1001032,190273
2015,3,1001033,197550
2015,3,1001034,343966
2015,3,1001035,226175
2015,3,1001036,54617
2015,3,1001037,453848
2015,3,1001038,633446
2015,3,1001039,303075
2015,3,1001040,582839
2015,3,1001041,316148
2015,3,1001042,160610
2015,3,1001043,689015
2015,3,1001044,450908
2015,3,1001045,588341
2015,3,1001046,596940
2015,3,1001047,215163
2015,3,1001048,319579
2015,3,1001049,176049
2015,3,1001050,750930
2015,3,1001051,546170
2015,3,1001052,391950
2015,3,1001053,64382
2015,3,1001054,109852
2015,3,1001055,45343
2015,3,1001056,286468
2015,3,1001057,725061
2015,3,1001058,122198
2015,3,1001059,249306
2015,3,1001060,23703
2015,3,1001061,213542
2015,3,1001062,791936
2015,3,1001063,613918
2015,3,1001064,31142
2015,3,1001065,115531
2015,3,1001066,951570
2015,3,1001067,216122
2015,3,1001068,95979
2015,3,1001069,106508
2015,3,1001070,152803
2015,3,1001071,287989
2015,3,1001072,120474
2015,3,1001073,956316
2015,3,1001074,143515
2015,3,1001075,388148
2015,3,1001076,174458
2015,3,1001077,514123
2015,3,1001078,1697910
2015,3,1001079,80716
2015,3,1001080,119377
2015,3,1001081,561355
2015,3,1001082,1773125
2015,3,1001083,141305
2015,3,1001084,443493
2015,3,1001085,2121323
2015,3,1001087,878393
2015,3,1001088,905947
2015,3,1001089,121369
2015,3,1001090,249889
2015,3,1001091,169330
2015,3,1001092,762848
2015,3,1001093,882962
2015,3,1001094,113206
2015,3,1001095,1349619
2015,3,1001096,88196
2015,3,1001097,19853
2015,3,1001098,653813
2015,3,1001099,399131
2015,3,1001100,234206
2015,3,1001101,200659
2015,3,1001102,194840
2015,3,1001103,112145
2015,3,1001104,202131
2015,3,1001105,267459
2015,3,1001106,353391
2015,3,1001107,463915
2015,3,1001108,474865
2015,3,1001109,1137191
2015,3,1001110,305353
2015,3,1001111,520504
2015,3,1001112,369622
2015,3,1001113,50013
2015,3,1001114,266294
2015,3,1001115,744881
2015,3,1001116,24694
2015,3,1001117,812426
2015,3,1001118,14272
2015,3,1001119,873717
2015,3,1001120,300212
2015,3,1001121,267140
2015,3,1001122,65199
2015,3,1001123,481099
2015,3,1001124,261507
2015,3,1001125,144216
2015,3,1001126,26148
2015,3,1001127,779700
2015,3,1001128,131683
2015,3,1001129,99739
2015,3,1001130,105499
2015,3,1001131,64415
2015,3,1001132,96420
2015,3,1001133,171214
2015,3,1001134,375670
2015,3,1001135,2786029
2015,3,1001136,156991
2015,3,1001137,46456
2015,3,1001138,410802
2015,3,1001139,574532
2015,3,1001140,1095088
2015,3,1001141,1797980
2015,3,1001142,39506
2015,3,1001143,377579
2015,3,1001144,497412
2015,3,1001145,33940
2015,3,1001146,15851
2015,3,1001147,36470
2015,3,1001148,87544
2015,3,1001149,212841
2015,3,1001150,507254
2015,3,1001151,89483
2015,3,1001152,114835
2015,3,1001153,213163
2015,3,1001154,50679
2015,3,1001155,233501
2015,3,1001156,655656
2015,3,1001157,130962
2015,3,1001158,318728
2015,3,1001159,181107
2015,3,1001160,271195
2015,3,1001161,101338
2015,3,1001162,376743
2015,3,1001163,955917
2015,3,1001164,769216
2015,3,1001165,812549
2015,3,1001166,778473
2015,3,1001167,173342
2015,3,1001168,98812
2015,3,1001169,124607
2015,3,1001170,99837
2015,3,1001171,147069
2015,3,1001172,172343
2015,3,1001173,625477
2015,3,1001174,114388
2015,3,1001175,456384
2015,3,1001176,247940
2015,3,1001177,529311
2015,3,1001178,362701
2015,3,1001179,702616
2015,3,1001180,1456186
2015,3,1001181,627529
2015,3,1001182,3481112
2015,3,1001183,176371
2015,3,1001184,884395
2015,3,1001185,2714649
2015,3,1001186,609927
2015,3,1001187,258172
2015,3,1001188,63232
2015,3,1001189,382252
2015,3,1001190,147732
2015,3,1001191,26234
2015,3,1001192,561947
2015,3,1001193,278994
2015,3,1001194,239414
2015,3,1001195,380117
2015,3,1001196,439910
2015,3,1001197,216021
2015,3,1001198,265511
2015,3,1001199,975680
2015,3,1001200,567128
2015,3,1001201,530330
2015,3,1001202,879812
2015,3,1001203,2291703
2015,3,1001204,1030595
2015,3,1001205,442705
2015,3,1001206,536893
2015,3,1001207,527013
2015,3,1001208,1179241
2015,3,1001209,444014
2015,3,1001210,153863
2015,3,1001211,393692
2015,3,1001212,116573
2015,3,1001213,695555
2015,3,1001214,115882
