year,quarter,district,floatpop
2018,4,1000841,91283
2018,4,1000842,35123
2018,4,1000843,109378
2018,4,1000844,97821
2018,4,1000845,156732
2018,4,1000846,398262
2018,4,1000847,389625
2018,4,1000848,232660
2018,4,1000849,413325
2018,4,1000850,143865
2018,4,1000851,85187
2018,4,1000852,183117
2018,4,1000853,206394
2018,4,1000854,168525
2018,4,1000855,147822
2018,4,1000856,292515
2018,4,1000857,100762
2018,4,1000858,84626
2018,4,1000859,167240
2018,4,1000860,173807
2018,4,1000861,134903
2018,4,1000862,187893
2018,4,1000863,224150
2018,4,1000864,151795
2018,4,1000865,246089
2018,4,1000866,129901
2018,4,1000867,44086
2018,4,1000868,420567
2018,4,1000869,210363
2018,4,1000870,240669
2018,4,1000871,203761
2018,4,1000872,251610
2018,4,1000873,202452
2018,4,1000874,104318
2018,4,1000875,269479
2018,4,1000876,150626
2018,4,1000877,304004
2018,4,1000878,234031
2018,4,1000879,109084
2018,4,1000880,262439
2018,4,1000881,116916
2018,4,1000882,79898
2018,4,1000883,183636
2018,4,1000884,57737
2018,4,1000885,178787
2018,4,1000886,148492
2018,4,1000887,143320
2018,4,1000888,114735
2018,4,1000889,243475
2018,4,1000890,174501
2018,4,1000891,82506
2018,4,1000892,30431
2018,4,1000893,223415
2018,4,1000894,236030
2018,4,1000895,138079
2018,4,1000896,447066
2018,4,1000897,64434
2018,4,1000898,177226
2018,4,1000899,65612
2018,4,1000900,186153
2018,4,1000901,80577
2018,4,1000902,192995
2018,4,1000903,95971
2018,4,1000904,408371
2018,4,1000905,60196
2018,4,1000906,236941
2018,4,1000907,308476
2018,4,1000908,132438
2018,4,1000909,153198
2018,4,1000910,139271
2018,4,1000911,106082
2018,4,1000912,54243
2018,4,1000913,282905
2018,4,1000914,381017
2018,4,1000915,269632
2018,4,1000916,64583
2018,4,1000917,151754
2018,4,1000918,54949
2018,4,1000919,440970
2018,4,1000920,479566
2018,4,1000921,263220
2018,4,1000922,306750
2018,4,1000923,399699
2018,4,1000924,149210
2018,4,1000925,203730
2018,4,1000926,478867
2018,4,1000927,419491
2018,4,1000928,111111
2018,4,1000929,236676
2018,4,1000930,652122
2018,4,1000931,657513
2018,4,1000932,142502
2018,4,1000933,152704
2018,4,1000934,480578
2018,4,1000935,188890
2018,4,1000936,474973
2018,4,1000937,355753
2018,4,1000938,106124
2018,4,1000939,232233
2018,4,1000940,217887
2018,4,1000941,651229
2018,4,1000942,172948
2018,4,1000943,333857
2018,4,1000944,250744
2018,4,1000945,353975
2018,4,1000946,163530
2018,4,1000947,302070
2018,4,1000948,222582
2018,4,1000949,226712
2018,4,1000950,219136
2018,4,1000951,280243
2018,4,1000952,277409
2018,4,1000953,289939
2018,4,1000954,388979
2018,4,1000955,178607
2018,4,1000956,294179
2018,4,1000957,362536
2018,4,1000958,512084
2018,4,1000959,143006
2018,4,1000960,359621
2018,4,1000961,277673
2018,4,1000962,190336
2018,4,1000963,282860
2018,4,1000964,263784
2018,4,1000965,213316
2018,4,1000966,334818
2018,4,1000967,363668
2018,4,1000968,188829
2018,4,1000969,34459
2018,4,1000970,95469
2018,4,1000971,147206
2018,4,1000972,294266
2018,4,1000973,231071
2018,4,1000974,83316
2018,4,1000975,19120
2018,4,1000976,68777
2018,4,1000977,235625
2018,4,1000978,305888
2018,4,1000979,271579
2018,4,1000980,237625
2018,4,1000981,331288
2018,4,1000982,51989
2018,4,1000983,400611
2018,4,1000984,353803
2018,4,1000985,413175
2018,4,1000986,577310
2018,4,1000987,183550
2018,4,1000988,269435
2018,4,1000989,323074
2018,4,1000990,304854
2018,4,1000991,214560
2018,4,1000992,363746
2018,4,1000993,242593
2018,4,1000994,310735
2018,4,1000995,199132
2018,4,1000996,134555
2018,4,1000997,164037
2018,4,1000998,158562
2018,4,1000999,478993
2018,4,1001000,425305
2018,4,1001001,653372
2018,4,1001002,543704
2018,4,1001003,193945
2018,4,1001004,359935
2018,4,1001005,296345
2018,4,1001006,219050
2018,4,1001007,44005
2018,4,1001008,334655
2018,4,1001009,558981
2018,4,1001010,127636
2018,4,1001011,335391
2018,4,1001012,20617
2018,4,1001013,24131
2018,4,1001014,6099
2018,4,1001015,227623
2018,4,1001016,410281
2018,4,1001017,242185
2018,4,1001018,223626
2018,4,1001019,58125
2018,4,1001020,71154
2018,4,1001021,38871
2018,4,1001022,590826
2018,4,1001023,91332
2018,4,1001024,781351
2018,4,1001025,2197403
2018,4,1001026,28527
2018,4,1001027,384622
2018,4,1001028,259092
2018,4,1001029,36001
2018,4,1001030,475177
2018,4,1001031,1023520
2018,4,1001032,174308
2018,4,1001033,212927
2018,4,1001034,510335
2018,4,1001035,78664
2018,4,1001036,68354
2018,4,1001037,933850
2018,4,1001038,601037
2018,4,1001039,760266
2018,4,1001040,641136
2018,4,1001041,477443
2018,4,1001042,319356
2018,4,1001043,974697
2018,4,1001044,626387
2018,4,1001045,1865987
2018,4,1001046,873440
2018,4,1001047,193982
2018,4,1001048,366430
2018,4,1001049,283454
2018,4,1001050,1950382
2018,4,1001051,522557
2018,4,1001052,599516
2018,4,1001053,71023
2018,4,1001054,165985
2018,4,1001055,140502
2018,4,1001056,349840
2018,4,1001057,976047
2018,4,1001058,312989
2018,4,1001059,285367
2018,4,1001060,10089
2018,4,1001061,120310
2018,4,1001062,1123192
2018,4,1001063,418276
2018,4,1001064,36439
2018,4,1001065,70745
2018,4,1001066,1453963
2018,4,1001067,450650
2018,4,1001068,46764
2018,4,1001069,69530
2018,4,1001070,126370
2018,4,1001071,418857
2018,4,1001072,295375
2018,4,1001073,889249
2018,4,1001074,97263
2018,4,1001075,227302
2018,4,1001076,289647
2018,4,1001077,937116
2018,4,1001078,2672873
2018,4,1001079,16267
2018,4,1001080,64149
2018,4,1001081,845867
2018,4,1001082,2575649
2018,4,1001083,110427
2018,4,1001084,276122
2018,4,1001085,3893803
2018,4,1001086,32380
2018,4,1001087,799792
2018,4,1001088,646148
2018,4,1001089,250545
2018,4,1001090,290004
2018,4,1001091,148182
2018,4,1001092,987235
2018,4,1001093,1489823
2018,4,1001094,58511
2018,4,1001095,1400223
2018,4,1001096,785407
2018,4,1001097,27160
2018,4,1001098,735491
2018,4,1001099,797496
2018,4,1001100,145313
2018,4,1001101,349618
2018,4,1001102,87898
2018,4,1001103,56902
2018,4,1001104,134661
2018,4,1001105,632633
2018,4,1001106,119877
2018,4,1001107,877079
2018,4,1001108,115483
2018,4,1001109,1007027
2018,4,1001110,361282
2018,4,1001111,487136
2018,4,1001112,137134
2018,4,1001113,63146
2018,4,1001114,153659
2018,4,1001115,337962
2018,4,1001116,79735
2018,4,1001117,695260
2018,4,1001118,87123
2018,4,1001119,1138863
2018,4,1001120,184553
2018,4,1001121,802363
2018,4,1001122,174511
2018,4,1001123,430138
2018,4,1001124,379872
2018,4,1001125,115786
2018,4,1001126,11461
2018,4,1001127,714608
2018,4,1001128,106973
2018,4,1001129,95329
2018,4,1001130,101740
2018,4,1001131,206079
2018,4,1001132,66111
2018,4,1001133,64980
2018,4,1001134,552191
2018,4,1001135,2647457
2018,4,1001136,187937
2018,4,1001137,69690
2018,4,1001138,592519
2018,4,1001139,487279
2018,4,1001140,837899
2018,4,1001141,1906237
2018,4,1001142,20919
2018,4,1001143,200930
2018,4,1001144,504364
2018,4,1001145,84993
2018,4,1001146,25903
2018,4,1001147,22770
2018,4,1001148,55287
2018,4,1001149,159185
2018,4,1001150,1009615
2018,4,1001151,65286
2018,4,1001152,33956
2018,4,1001153,584605
2018,4,1001154,44319
2018,4,1001155,146930
2018,4,1001156,1092260
2018,4,1001157,500977
2018,4,1001158,240467
2018,4,1001159,189980
2018,4,1001160,385587
2018,4,1001161,96348
2018,4,1001162,401696
2018,4,1001163,1082113
2018,4,1001164,995090
2018,4,1001165,2176438
2018,4,1001166,1168303
2018,4,1001167,360267
2018,4,1001168,122276
2018,4,1001169,152356
2018,4,1001170,136180
2018,4,1001171,140674
2018,4,1001172,354821
2018,4,1001173,592560
2018,4,1001174,160050
2018,4,1001175,479000
2018,4,1001176,37466
2018,4,1001177,94596
2018,4,1001178,467726
2018,4,1001179,816463
2018,4,1001180,1969825
2018,4,1001181,265156
2018,4,1001182,7562865
2018,4,1001183,358515
2018,4,1001184,1137256
2018,4,1001185,5939181
2018,4,1001186,1363876
2018,4,1001187,318860
2018,4,1001188,91866
2018,4,1001189,257360
2018,4,1001190,82610
2018,4,1001191,108055
2018,4,1001192,420788
2018,4,1001193,137114
2018,4,1001194,487203
2018,4,1001195,116935
2018,4,1001196,349981
2018,4,1001197,316081
2018,4,1001198,95735
2018,4,1001199,928272
2018,4,1001200,428422
2018,4,1001201,542388
2018,4,1001202,473333
2018,4,1001203,1455601
2018,4,1001204,844001
2018,4,1001205,451637
2018,4,1001206,1129755
2018,4,1001207,855795
2018,4,1001208,593593
2018,4,1001209,458550
2018,4,1001210,309852
2018,4,1001211,378556
2018,4,1001212,214586
2018,4,1001213,1995801
2018,4,1001214,63509
2018,4,1001215,310195
2018,4,1001216,328181
2018,4,1001217,166940
2018,4,1001218,231975
2018,4,1001219,38551
2018,4,1001220,405964
2018,4,1001221,511032
2018,4,1001222,77487
2018,4,1001223,561062
2018,4,1001224,300628
2018,4,1001225,199230
2018,4,1001226,690277
2018,4,1001227,370680
2018,4,1001228,591861
2018,4,1001229,56482
2018,4,1001230,582842
2018,4,1001231,416850
2018,4,1001232,1458591
2018,4,1001233,265596
2018,4,1001234,479033
2018,4,1001235,100154
2018,4,1001236,217840
2018,4,1001237,166273
2018,4,1001238,1157539
2018,4,1001239,329070
2018,4,1001240,946968
2018,4,1001241,387989
2018,4,1001242,1227135
2018,4,1001243,456853
2018,4,1001244,861698
2018,4,1001245,1690995
2018,4,1001246,70978
2018,4,1001247,61289
2018,4,1001248,402705
2018,4,1001249,482352
2018,4,1001250,542833
2018,4,1001251,548647
2018,4,1001252,169641
2018,4,1001253,1844070
2018,4,1001254,2656668
2018,4,1001255,26290
2018,4,1001256,329988
2018,4,1001257,1964772
2018,4,1001258,24279
2018,4,1001259,214558
2018,4,1001260,864625
2018,4,1001261,526053
2018,4,1001262,591812
2018,4,1001263,2089056
2018,4,1001264,106496
2018,4,1001265,135386
2018,4,1001266,99963
2018,4,1001267,309478
2018,4,1001268,73572
2018,4,1001269,26624
2018,4,1001270,122800
2018,4,1001271,263912
2018,4,1001272,24088
2018,4,1001273,930822
2018,4,1001274,321647
2018,4,1001275,38629
2018,4,1001276,55935
2018,4,1001277,317160
2018,4,1001279,247976
2018,4,1001280,1279
2018,4,1001281,53872
2018,4,1001282,288625
2018,4,1001283,122551
2018,4,1001284,325624
2018,4,1001285,32817
2018,4,1001286,29061
2018,4,1001287,19773
2018,4,1001288,18460
2018,4,1001289,152732
2018,4,1001290,24533
2018,4,1001291,29421
2018,4,1001292,24480
2018,4,1001293,14798
2018,4,1001294,78915
2018,4,1001295,329691
2018,4,1001296,36752
2018,4,1001297,51994
2018,4,1001298,86134
2018,4,1001299,73098
2018,4,1001300,123711
2018,4,1001301,139698
2018,4,1001302,58668
2018,4,1001303,17372
2018,4,1001304,164605
2018,4,1001305,11044
2018,4,1001306,37892
2018,4,1001307,63756
2018,4,1001308,89500
2018,4,1001309,14170
2018,4,1001310,32983
2018,4,1001311,2872
2018,4,1001312,21051
2018,4,1001313,6339
2018,4,1001314,41292
2018,4,1001315,664
2018,4,1001316,392332
2018,4,1001317,29444
2018,4,1001318,51285
2018,4,1001319,5943
2018,4,1001320,52447
2018,4,1001321,54118
2018,4,1001322,58078
2018,4,1001323,37899
2018,4,1001324,8273
2018,4,1001325,131428
2018,4,1001326,173068
2018,4,1001327,10289
2018,4,1001328,9263
2018,4,1001329,244506
2018,4,1001330,197472
2018,4,1001331,119590
2018,4,1001332,265550
2018,4,1001333,64681
2018,4,1001334,149524
2018,4,1001335,82946
2018,4,1001336,155666
2018,4,1001337,6608
2018,4,1001338,261616
2018,4,1001339,16996
2018,4,1001340,156141
2018,4,1001341,89587
2018,4,1001342,32950
2018,4,1001343,102600
2018,4,1001344,59
2018,4,1001345,9357
2018,4,1001346,9487
2018,4,1001347,111878
2018,4,1001348,63460
2018,4,1001349,288436
2018,4,1001350,47902
2018,4,1001351,116882
2018,4,1001352,107885
2018,4,1001353,114153
2018,4,1001354,80547
2018,4,1001355,103774
2018,4,1001356,3334
2018,4,1001357,88710
2018,4,1001358,6207
2018,4,1001359,98950
2018,4,1001360,2342
2018,4,1001361,5602
2018,4,1001362,17077
2018,4,1001363,46709
2018,4,1001364,163384
2018,4,1001365,86440
2018,4,1001366,15475
2018,4,1001367,274757
2018,4,1001368,90895
2018,4,1001369,12777
2018,4,1001370,16362
2018,4,1001371,16458
2018,4,1001372,4843
2018,4,1001373,24558
2018,4,1001374,95155
2018,4,1001375,5215
2018,4,1001376,10729
2018,4,1001377,91835
2018,4,1001378,33692
2018,4,1001379,86576
2018,4,1001380,102660
2018,4,1001381,32491
2018,4,1001382,48324
2018,4,1001383,59605
2018,4,1001384,50324
2018,4,1001385,276651
2018,4,1001386,33751
2018,4,1001387,62070
2018,4,1001388,28837
2018,4,1001389,54535
2018,4,1001390,109929
2018,4,1001391,183115
2018,4,1001392,61393
2018,4,1001393,3200
2018,4,1001394,144808
2018,4,1001395,197820
2018,4,1001396,22169
2018,4,1001397,52898
2018,4,1001398,27220
2018,4,1001399,36466
2018,4,1001400,18164
2018,4,1001401,37099
2018,4,1001402,57010
2018,4,1001403,19460
2018,4,1001404,14852
2018,4,1001405,32679
2018,4,1001406,97669
2018,4,1001407,10794
2018,4,1001408,11378
2018,4,1001409,104910
2018,4,1001410,22235
2018,4,1001411,100169
2018,4,1001412,96739
2018,4,1001413,412650
2018,4,1001414,84231
2018,4,1001415,21314
2018,4,1001416,50804
2018,4,1001417,32219
2018,4,1001418,187385
2018,4,1001419,36219
2018,4,1001420,56384
2018,4,1001421,10590
2018,4,1001422,10546
2018,4,1001423,79408
2018,4,1001424,60028
2018,4,1001425,19441
2018,4,1001426,20675
2018,4,1001427,417460
2018,4,1001428,1713
2018,4,1001429,26473
2018,4,1001430,1815523
2018,4,1001431,29759
2018,4,1001432,18678
2018,4,1001433,105064
2018,4,1001434,14311
2018,4,1001435,68008
2018,4,1001436,89029
2018,4,1001437,41888
2018,4,1001438,9993
2018,4,1001439,39365
2018,4,1001440,215522
2018,4,1001441,66596
2018,4,1001442,17641
2018,4,1001443,16150
2018,4,1001444,124257
2018,4,1001445,46660
2018,4,1001446,34671
2018,4,1001447,109886
2018,4,1001448,655652
2018,4,1001449,285215
2018,4,1001450,295654
2018,4,1001451,50952
2018,4,1001452,103713
2018,4,1001453,82347
2018,4,1001454,24639
2018,4,1001455,40719
2018,4,1001456,18549
2018,4,1001457,16122
2018,4,1001458,116852
2018,4,1001459,580113
2018,4,1001460,72921
2018,4,1001461,15033
2018,4,1001462,126607
2018,4,1001463,12121
2018,4,1001464,131411
2018,4,1001465,17847
2018,4,1001466,30172
2018,4,1001467,8715
2018,4,1001468,12537
2018,4,1001469,24622
2018,4,1001470,74422
2018,4,1001471,274931
2018,4,1001472,23840
2018,4,1001473,18151
2018,4,1001474,56883
2018,4,1001475,11380
2018,4,1001476,124411
2018,4,1001477,57728
2018,4,1001478,223264
2018,4,1001479,49250
2018,4,1001480,302031
2018,4,1001481,46226
2018,4,1001482,7551
2018,4,1001483,283505
2018,4,1001484,41500
2018,4,1001485,28872
2018,4,1001486,35634
2018,4,1001487,123897
2018,4,1001488,91097
2018,4,1001489,133660
2018,4,1001490,207466
2018,4,1001491,2345615
2018,4,1001492,4905600
2018,4,1001493,2757199
2018,4,1001494,4524906
2018,4,1001495,1912079
2018,4,1001496,56902
2019,1,1000001,118266
2019,1,1000002,246619
2019,1,1000003,144480
2019,1,1000004,322387
2019,1,1000005,23622
2019,1,1000006,55609
2019,1,1000007,55288
2019,1,1000008,24978
2019,1,1000009,24235
2019,1,1000010,261657
2019,1,1000011,79384
2019,1,1000012,166390
2019,1,1000013,65518
2019,1,1000014,114734
2019,1,1000015,189535
2019,1,1000016,171761
2019,1,1000017,79936
2019,1,1000018,258647
2019,1,1000019,273433
2019,1,1000020,340028
2019,1,1000021,116819
2019,1,1000022,78024
2019,1,1000023,223109
2019,1,1000024,218679
2019,1,1000025,138003
2019,1,1000026,328
2019,1,1000027,44522
2019,1,1000028,375649
2019,1,1000029,129488
2019,1,1000030,328795
2019,1,1000031,143031
2019,1,1000032,405796
2019,1,1000033,429601
2019,1,1000034,467098
2019,1,1000035,165863
2019,1,1000036,176670
2019,1,1000037,143778
2019,1,1000038,94176
2019,1,1000039,117210
2019,1,1000040,181636
2019,1,1000041,117121
2019,1,1000042,206109
2019,1,1000043,118226
2019,1,1000044,81241
2019,1,1000045,44565
2019,1,1000046,210979
2019,1,1000047,211366
2019,1,1000048,148057
2019,1,1000049,217309
2019,1,1000050,7490
2019,1,1000051,123293
2019,1,1000052,168222
2019,1,1000053,106154
2019,1,1000054,95361
2019,1,1000055,112758
2019,1,1000056,85692
2019,1,1000057,292720
2019,1,1000058,243534
2019,1,1000059,67402
2019,1,1000060,177764
2019,1,1000061,109687
2019,1,1000062,194669
2019,1,1000063,313337
2019,1,1000064,221591
2019,1,1000065,141034
2019,1,1000066,81365
2019,1,1000067,307852
2019,1,1000068,360376
2019,1,1000069,50169
2019,1,1000070,216048
2019,1,1000071,257689
2019,1,1000072,141977
2019,1,1000073,941621
2019,1,1000074,134996
2019,1,1000075,337509
2019,1,1000076,149397
2019,1,1000077,189399
2019,1,1000078,44665
2019,1,1000079,311751
2019,1,1000080,280052
2019,1,1000081,109141
2019,1,1000082,91528
2019,1,1000083,42666
2019,1,1000084,193378
2019,1,1000085,127963
2019,1,1000086,217939
2019,1,1000087,226783
2019,1,1000088,497903
2019,1,1000089,102384
2019,1,1000090,303054
2019,1,1000091,121883
2019,1,1000092,88574
2019,1,1000093,74874
2019,1,1000094,128693
2019,1,1000095,154871
2019,1,1000096,482923
2019,1,1000097,71933
2019,1,1000098,366610
2019,1,1000099,448115
2019,1,1000100,145159
2019,1,1000101,125535
2019,1,1000102,248564
2019,1,1000103,110512
2019,1,1000104,286238
2019,1,1000105,278395
2019,1,1000106,221294
2019,1,1000107,95981
2019,1,1000108,138259
2019,1,1000109,277400
2019,1,1000110,246209
2019,1,1000111,120559
2019,1,1000112,288012
2019,1,1000113,183181
2019,1,1000114,139274
2019,1,1000115,76606
2019,1,1000116,161737
2019,1,1000117,185559
2019,1,1000118,484392
2019,1,1000119,334699
2019,1,1000120,376274
2019,1,1000121,197624
2019,1,1000122,98765
2019,1,1000123,134874
2019,1,1000124,143981
2019,1,1000125,147782
2019,1,1000126,209460
2019,1,1000127,292511
2019,1,1000128,235135
2019,1,1000129,81165
2019,1,1000130,220082
2019,1,1000131,329525
2019,1,1000132,270461
2019,1,1000133,119606
2019,1,1000134,150870
2019,1,1000135,169906
2019,1,1000136,209314
2019,1,1000137,456022
2019,1,1000138,359622
2019,1,1000139,166395
2019,1,1000140,269352
2019,1,1000141,141509
2019,1,1000142,239840
2019,1,1000143,374347
2019,1,1000144,218490
2019,1,1000145,67322
2019,1,1000146,233299
2019,1,1000147,58910
2019,1,1000148,154112
2019,1,1000149,181961
2019,1,1000150,332273
2019,1,1000151,136852
2019,1,1000152,116612
2019,1,1000153,498920
2019,1,1000154,241069
2019,1,1000155,151766
2019,1,1000156,393340
2019,1,1000157,184653
2019,1,1000158,608094
2019,1,1000159,247402
2019,1,1000160,209929
2019,1,1000161,366910
2019,1,1000162,131732
2019,1,1000163,181371
2019,1,1000164,225367
2019,1,1000165,857338
2019,1,1000166,102628
2019,1,1000167,232002
2019,1,1000168,125913
2019,1,1000169,619956
2019,1,1000170,85985
2019,1,1000171,317762
2019,1,1000172,211614
2019,1,1000173,44825
2019,1,1000174,65079
2019,1,1000175,189683
2019,1,1000176,265163
2019,1,1000177,142421
2019,1,1000178,143416
2019,1,1000179,132987
2019,1,1000180,338020
2019,1,1000181,157845
2019,1,1000182,45520
2019,1,1000183,370225
2019,1,1000184,128773
2019,1,1000185,126026
2019,1,1000186,122326
2019,1,1000187,241280
2019,1,1000188,562096
2019,1,1000189,228453
2019,1,1000190,139976
2019,1,1000191,65635
2019,1,1000192,273953
2019,1,1000193,426417
2019,1,1000194,297485
2019,1,1000195,45486
2019,1,1000196,148858
2019,1,1000197,116272
2019,1,1000198,320028
2019,1,1000199,80830
2019,1,1000200,231541
2019,1,1000201,274754
2019,1,1000202,158110
2019,1,1000203,335013
2019,1,1000204,200856
2019,1,1000205,113384
2019,1,1000206,166288
2019,1,1000207,279452
2019,1,1000208,315073
2019,1,1000209,53533
2019,1,1000210,479093
2019,1,1000211,193217
2019,1,1000212,130884
2019,1,1000213,167896
2019,1,1000214,240958
2019,1,1000215,106220
2019,1,1000216,99906
2019,1,1000217,79125
2019,1,1000218,82907
2019,1,1000219,167473
2019,1,1000220,423968
2019,1,1000221,552947
2019,1,1000222,333641
2019,1,1000223,226509
2019,1,1000224,174481
2019,1,1000225,94238
2019,1,1000226,289601
2019,1,1000227,143695
2019,1,1000228,141965
2019,1,1000229,159687
2019,1,1000230,401696
2019,1,1000231,218881
2019,1,1000232,270099
2019,1,1000233,246201
2019,1,1000234,108303
2019,1,1000235,175909
2019,1,1000236,88331
2019,1,1000237,345348
2019,1,1000238,232539
2019,1,1000239,231347
2019,1,1000240,96383
2019,1,1000241,137489
2019,1,1000242,287651
2019,1,1000243,185359
2019,1,1000244,146513
2019,1,1000245,202893
2019,1,1000246,182844
2019,1,1000247,163094
2019,1,1000248,283203
2019,1,1000249,213480
2019,1,1000250,180794
2019,1,1000251,153749
2019,1,1000252,385884
2019,1,1000253,127591
2019,1,1000254,309815
2019,1,1000255,153257
2019,1,1000256,81280
2019,1,1000257,229008
2019,1,1000258,173364
2019,1,1000259,62090
2019,1,1000260,220893
2019,1,1000261,101148
2019,1,1000262,115634
2019,1,1000263,155093
2019,1,1000264,164473
2019,1,1000265,93814
2019,1,1000266,120405
2019,1,1000267,98582
2019,1,1000268,325119
2019,1,1000269,240492
2019,1,1000270,327535
2019,1,1000271,83960
2019,1,1000272,77539
2019,1,1000273,158831
2019,1,1000274,362955
2019,1,1000275,103095
2019,1,1000276,248069
2019,1,1000277,940076
2019,1,1000278,362824
2019,1,1000279,162269
2019,1,1000280,551804
2019,1,1000281,105400
2019,1,1000282,100235
2019,1,1000283,131475
2019,1,1000284,202869
2019,1,1000285,101362
2019,1,1000286,265621
2019,1,1000287,174297
2019,1,1000288,351494
2019,1,1000289,236571
2019,1,1000290,164323
2019,1,1000291,282066
2019,1,1000292,445735
2019,1,1000293,178651
2019,1,1000294,151224
2019,1,1000295,368924
2019,1,1000296,33448
2019,1,1000297,180295
2019,1,1000298,118293
2019,1,1000299,102409
2019,1,1000300,127423
2019,1,1000301,164440
2019,1,1000302,198321
2019,1,1000303,108565
2019,1,1000304,161983
2019,1,1000305,248676
2019,1,1000306,148725
2019,1,1000307,39751
2019,1,1000308,289034
2019,1,1000309,160138
2019,1,1000310,358263
2019,1,1000311,169680
2019,1,1000312,243634
2019,1,1000313,104651
2019,1,1000314,185682
2019,1,1000315,155085
2019,1,1000316,115814
2019,1,1000317,130865
2019,1,1000318,84265
2019,1,1000319,208507
2019,1,1000320,246283
2019,1,1000321,251589
2019,1,1000322,204917
2019,1,1000323,111223
2019,1,1000324,440443
2019,1,1000325,83480
2019,1,1000326,82000
2019,1,1000327,103176
2019,1,1000328,136503
2019,1,1000329,216534
2019,1,1000330,258075
2019,1,1000331,500065
2019,1,1000332,87630
2019,1,1000333,107438
2019,1,1000334,141174
2019,1,1000335,78114
2019,1,1000336,218417
2019,1,1000337,578144
2019,1,1000338,382482
2019,1,1000339,418131
2019,1,1000340,76332
2019,1,1000341,283466
2019,1,1000342,448620
2019,1,1000343,52239
2019,1,1000344,169573
2019,1,1000345,83009
2019,1,1000346,222633
2019,1,1000347,192064
2019,1,1000348,168356
2019,1,1000349,454782
2019,1,1000350,223410
2019,1,1000351,299132
2019,1,1000352,352479
2019,1,1000353,66494
2019,1,1000354,117475
2019,1,1000355,85238
2019,1,1000356,117500
2019,1,1000357,106829
2019,1,1000358,114165
2019,1,1000359,224250
2019,1,1000360,691501
2019,1,1000361,161111
2019,1,1000362,269733
2019,1,1000363,47836
2019,1,1000364,84920
2019,1,1000365,42078
2019,1,1000366,46105
2019,1,1000367,11245
2019,1,1000368,42449
2019,1,1000369,120594
2019,1,1000370,40152
2019,1,1000371,154575
2019,1,1000372,198508
2019,1,1000373,70458
2019,1,1000374,82371
2019,1,1000375,138865
2019,1,1000376,112631
2019,1,1000377,64847
2019,1,1000378,122261
2019,1,1000379,477041
2019,1,1000380,430312
2019,1,1000381,163532
2019,1,1000382,222203
2019,1,1000383,314044
2019,1,1000384,462340
2019,1,1000385,294812
2019,1,1000386,462667
2019,1,1000387,269340
2019,1,1000388,255541
2019,1,1000389,327910
2019,1,1000390,147531
2019,1,1000391,219325
2019,1,1000392,61647
2019,1,1000393,350382
2019,1,1000394,260246
2019,1,1000395,201671
2019,1,1000396,49050
2019,1,1000397,63038
2019,1,1000398,163481
2019,1,1000399,233929
2019,1,1000400,86523
2019,1,1000401,529700
2019,1,1000402,213956
2019,1,1000403,330312
2019,1,1000404,80039
2019,1,1000405,307952
2019,1,1000406,129090
2019,1,1000407,219780
2019,1,1000408,256695
2019,1,1000409,297029
2019,1,1000410,237654
2019,1,1000411,32796
2019,1,1000412,263394
2019,1,1000413,190861
2019,1,1000414,96247
2019,1,1000415,286854
2019,1,1000416,314817
2019,1,1000417,225097
2019,1,1000418,159266
2019,1,1000419,280276
2019,1,1000420,199021
2019,1,1000421,189166
2019,1,1000422,104520
2019,1,1000423,34396
2019,1,1000424,143818
2019,1,1000425,267637
2019,1,1000426,124544
2019,1,1000427,37087
2019,1,1000428,90415
2019,1,1000429,295165
2019,1,1000430,476229
2019,1,1000431,63226
2019,1,1000432,115553
2019,1,1000433,277862
2019,1,1000434,227869
2019,1,1000435,296102
2019,1,1000436,315486
2019,1,1000437,290223
2019,1,1000438,201737
2019,1,1000439,948599
2019,1,1000440,144710
2019,1,1000441,114241
2019,1,1000442,256910
2019,1,1000443,212589
2019,1,1000444,494341
2019,1,1000445,164515
2019,1,1000446,256607
2019,1,1000447,311223
2019,1,1000448,226984
2019,1,1000449,452050
2019,1,1000450,169244
2019,1,1000451,345220
2019,1,1000452,177918
2019,1,1000453,47125
2019,1,1000454,84432
2019,1,1000455,337790
2019,1,1000456,175666
2019,1,1000457,161134
2019,1,1000458,294020
2019,1,1000459,372405
2019,1,1000460,285950
2019,1,1000461,168833
2019,1,1000462,407036
2019,1,1000463,142615
2019,1,1000464,161953
2019,1,1000465,162227
2019,1,1000466,155237
2019,1,1000467,223800
2019,1,1000468,133026
2019,1,1000469,323397
2019,1,1000470,282651
2019,1,1000471,106403
2019,1,1000472,587682
2019,1,1000473,238505
2019,1,1000474,262465
2019,1,1000475,230568
2019,1,1000476,313664
2019,1,1000477,314125
2019,1,1000478,53674
2019,1,1000479,440339
2019,1,1000480,344543
2019,1,1000481,140605
2019,1,1000482,234955
2019,1,1000483,154909
2019,1,1000484,191993
2019,1,1000485,183513
2019,1,1000486,78966
2019,1,1000487,386666
2019,1,1000488,295071
2019,1,1000489,203956
2019,1,1000490,134635
2019,1,1000491,179531
2019,1,1000492,312115
2019,1,1000493,142995
2019,1,1000494,185247
2019,1,1000495,177185
2019,1,1000496,137092
2019,1,1000497,258095
2019,1,1000498,226237
2019,1,1000499,227478
2019,1,1000500,271267
2019,1,1000501,233885
2019,1,1000502,174603
2019,1,1000503,133415
2019,1,1000504,337851
2019,1,1000505,119908
2019,1,1000506,462824
2019,1,1000507,31814
