year,quarter,district,resid_total,household_total,household_apt
2015,3,1000634,4335,1895,275
2015,3,1000633,1063,525,0
2015,3,1000632,7884,3816,1663
2015,3,1000631,4206,2210,167
2015,3,1000630,3191,1554,128
2015,3,1000629,1909,935,19
2015,3,1000628,2449,1210,19
2015,3,1000627,1918,924,45
2015,3,1000626,1534,774,0
2015,3,1000625,1279,559,349
2015,3,1000624,3478,1325,684
2015,3,1000623,5589,2223,13
2015,3,1000622,2965,1201,46
2015,3,1000621,3194,1299,24
2015,3,1000620,1028,385,200
2015,3,1000619,4314,1751,0
2015,3,1000618,2297,937,0
2015,3,1000617,5461,2313,61
2015,3,1000616,2885,1087,59
2015,3,1000615,2560,940,35
2015,3,1000614,1010,401,173
2015,3,1000613,3222,1172,1104
2015,3,1000612,2419,909,157
2015,3,1000611,4372,1576,107
2015,3,1000610,6879,2481,86
2015,3,1000609,5407,2037,55
2015,3,1000608,4478,2065,569
2015,3,1000607,2204,909,378
2015,3,1000606,3140,1311,116
2015,3,1000605,4584,1625,69
2015,3,1000604,2540,1071,114
2015,3,1000603,3281,1256,113
2015,3,1000602,6181,2376,19
2015,3,1000601,4953,2123,10
2015,3,1000600,2874,1231,171
2015,3,1000599,1810,871,333
2015,3,1000598,4982,1781,931
2015,3,1000597,2580,889,510
2015,3,1000596,4320,1479,1395
2015,3,1000595,1408,505,62
2015,3,1000594,1530,572,550
2015,3,1000593,4822,1821,723
2015,3,1000592,3092,1153,468
2015,3,1000591,3899,1728,907
2015,3,1000590,4053,1854,0
2015,3,1000589,2547,1130,48
2015,3,1000588,1566,656,121
2015,3,1000587,3278,1215,205
2015,3,1000586,2359,882,253
2015,3,1000585,3243,1216,47
2015,3,1000584,3952,1634,24
2015,3,1000583,3757,1738,106
2015,3,1000582,4113,1764,0
2015,3,1000581,2663,1153,132
2015,3,1000580,3775,1747,55
2015,3,1000579,3110,1177,437
2015,3,1000578,3851,1332,490
2015,3,1000577,3232,1494,0
2015,3,1000576,3012,1389,225
2015,3,1000575,1003,357,117
2015,3,1000574,246,88,0
2015,3,1000573,2080,856,15
2015,3,1000572,3749,1557,163
2015,3,1000571,3853,1706,37
2015,3,1000570,3117,1383,83
2015,3,1000569,2790,1209,44
2015,3,1000568,2942,1326,116
2015,3,1000567,5200,2320,68
2015,3,1000566,3575,1571,243
2015,3,1000565,3497,1583,92
2015,3,1000564,1838,886,408
2015,3,1000563,1425,684,277
2015,3,1000562,3859,1370,276
2015,3,1000561,2878,1023,258
2015,3,1000560,3415,1316,199
2015,3,1000559,861,323,134
2015,3,1000558,6271,2448,95
2015,3,1000557,2340,1123,109
2015,3,1000556,7289,3168,166
2015,3,1000555,3255,1571,280
2015,3,1000554,4750,2294,98
2015,3,1000553,3078,1485,167
2015,3,1000552,3794,1837,43
2015,3,1000551,1565,585,109
2015,3,1000550,2505,945,345
2015,3,1000549,4083,1677,0
2015,3,1000548,3848,1427,192
2015,3,1000547,3823,1424,461
2015,3,1000546,10206,3885,18
2015,3,1000545,5279,1990,56
2015,3,1000544,760,251,29
2015,3,1000543,622,210,81
2015,3,1000542,4051,1535,43
2015,3,1000541,3696,1563,182
2015,3,1000540,619,204,24
2015,3,1000539,2681,935,537
2015,3,1000538,3739,1311,679
2015,3,1000537,4291,1823,51
2015,3,1000536,5618,2380,120
2015,3,1000535,2235,980,99
2015,3,1000534,5674,1982,892
2015,3,1000533,3884,1249,247
2015,3,1000532,2156,708,447
2015,3,1000531,2638,859,369
2015,3,1000530,1892,684,46
2015,3,1000529,4478,1618,91
2015,3,1000528,2543,1035,96
2015,3,1000527,4162,1609,29
2015,3,1000526,2424,925,175
2015,3,1000525,2320,833,47
2015,3,1000524,1304,499,21
2015,3,1000523,2293,868,147
2015,3,1000522,3104,1339,157
2015,3,1000521,2505,1074,125
2015,3,1000520,1176,371,170
2015,3,1000519,3560,1148,315
2015,3,1000518,1439,513,164
2015,3,1000517,611,225,201
2015,3,1000516,2667,1122,95
2015,3,1000515,4942,2031,20
2015,3,1000514,1704,779,0
2015,3,1000513,3192,1456,12
2015,3,1000512,4036,1500,66
2015,3,1000511,3861,1618,97
2015,3,1000510,3506,1490,339
2015,3,1000509,3926,1664,425
2015,3,1000508,4042,1711,32
2015,3,1000507,3261,1469,29
2015,3,1000506,3994,1677,16
2015,3,1000505,834,338,0
2015,3,1000504,1988,1131,15
2015,3,1000503,2500,1178,0
2015,3,1000502,3808,1460,127
2015,3,1000501,3299,1288,300
2015,3,1000500,2251,981,0
2015,3,1000499,2516,1381,31
2015,3,1000498,2773,1211,18
2015,3,1000497,1858,1047,76
2015,3,1000496,2716,1263,0
2015,3,1000495,1085,617,81
2015,3,1000494,783,448,0
2015,3,1000493,1668,785,52
2015,3,1000492,3066,1423,92
2015,3,1000491,818,462,19
2015,3,1000490,866,422,0
2015,3,1000489,1662,805,0
2015,3,1000488,1877,997,28
2015,3,1000487,2846,1435,73
2015,3,1000486,2502,1218,192
2015,3,1000485,1514,719,0
2015,3,1000484,3183,1384,144
2015,3,1000483,1431,694,12
2015,3,1000482,3359,1452,92
2015,3,1000481,3905,1710,71
2015,3,1000480,1496,823,114
2015,3,1000479,5021,1981,677
2015,3,1000478,3162,1207,79
2015,3,1000477,5307,1937,0
2015,3,1000476,4590,2029,37
2015,3,1000475,1713,660,42
2015,3,1000474,3441,1545,23
2015,3,1000473,1198,485,181
2015,3,1000472,1477,660,85
2015,3,1000471,448,222,45
2015,3,1000470,2313,1111,0
2015,3,1000469,3098,1542,15
2015,3,1000468,1628,806,40
2015,3,1000467,1979,1031,430
2015,3,1000466,1826,1013,49
2015,3,1000465,1716,799,106
2015,3,1000464,3261,1362,119
2015,3,1000463,881,399,127
2015,3,1000462,1011,411,155
2015,3,1000461,4134,1678,1238
2015,3,1000460,2760,1359,0
2015,3,1000459,7380,4313,27
2015,3,1000458,1875,832,120
2015,3,1000457,3543,1461,253
2015,3,1000456,1457,656,149
2015,3,1000455,1727,709,70
2015,3,1000454,1520,633,83
2015,3,1000453,416,182,0
2015,3,1000452,603,272,108
2015,3,1000451,240,97,0
2015,3,1000450,4149,1716,48
2015,3,1000449,5253,2204,60
2015,3,1000448,4120,1701,76
2015,3,1000447,4062,1709,60
2015,3,1000446,3315,1372,54
2015,3,1000445,2475,1148,0
2015,3,1000444,771,355,0
2015,3,1000443,8864,1441,254
2015,3,1000442,4676,2060,48
2015,3,1000441,3079,1213,48
2015,3,1000440,1158,477,118
2015,3,1000439,3241,1516,77
2015,3,1000438,3096,1308,707
2015,3,1000437,2694,1127,28
2015,3,1000436,4233,1886,466
2015,3,1000435,3292,1381,8
2015,3,1000434,4243,1932,57
2015,3,1000433,1845,804,20
2015,3,1000432,3325,1519,46
2015,3,1000431,1561,713,0
2015,3,1000430,3826,1530,146
2015,3,1000429,6120,2815,55
2015,3,1000428,2701,1094,119
2015,3,1000427,3513,1422,183
2015,3,1000426,2586,1044,111
2015,3,1000425,5752,2213,237
2015,3,1000424,1602,640,92
2015,3,1000423,2204,890,315
2015,3,1000422,2538,1022,27
2015,3,1000421,5792,2366,42
2015,3,1000420,4652,1945,19
2015,3,1000419,1966,924,32
2015,3,1000418,1396,632,8
2015,3,1000417,1251,573,0
2015,3,1000416,2468,1024,144
2015,3,1000415,2419,950,30
2015,3,1000414,2304,931,14
2015,3,1000413,2904,1285,14
2015,3,1000412,3422,1404,23
2015,3,1000411,2793,1121,130
2015,3,1000410,2686,1227,40
2015,3,1000409,3648,1462,100
2015,3,1000408,2048,937,10
2015,3,1000407,1469,670,0
2015,3,1000406,1192,517,19
2015,3,1000405,4024,1838,60
2015,3,1000404,2812,1095,53
2015,3,1000403,4237,1665,154
2015,3,1000402,1988,785,108
2015,3,1000401,5229,2120,98
2015,3,1000400,4591,1696,17
2015,3,1000399,3565,1360,84
2015,3,1000398,5418,2477,41
2015,3,1000397,2656,1058,20
2015,3,1000396,2837,1301,25
2015,3,1000395,4263,1580,295
2015,3,1000394,3758,1710,57
2015,3,1000393,2901,1158,113
2015,3,1000392,3451,1502,0
2015,3,1000391,3795,1555,197
2015,3,1000390,2316,889,134
2015,3,1000389,2864,1312,112
2015,3,1000388,4105,1614,23
2015,3,1000387,3282,1287,0
2015,3,1000386,2008,747,293
2015,3,1000385,1405,593,84
2015,3,1000384,2930,1120,0
2015,3,1000383,1087,419,290
2015,3,1000382,3699,1410,154
2015,3,1000381,2842,1017,215
2015,3,1000380,2986,1287,16
2015,3,1000379,3675,1584,573
2015,3,1000378,2111,764,18
2015,3,1000377,823,302,119
2015,3,1000376,2325,916,14
2015,3,1000375,2802,1101,203
2015,3,1000374,3656,1564,0
2015,3,1000373,1543,607,0
2015,3,1000372,2242,885,19
2015,3,1000371,3699,1386,32
2015,3,1000370,3460,1182,968
2015,3,1000369,2159,914,0
2015,3,1000368,1753,754,163
2015,3,1000367,516,220,0
2015,3,1000366,2019,869,0
2015,3,1000365,2241,968,240
2015,3,1000364,2246,868,10
2015,3,1000363,1301,501,0
2015,3,1000362,5055,2046,0
2015,3,1000361,1945,765,86
2015,3,1000360,7651,2972,276
2015,3,1000359,2138,969,126
2015,3,1000358,2894,1139,8
2015,3,1000357,4177,1681,0
2015,3,1000356,3363,1394,0
2015,3,1000355,1410,569,0
2015,3,1000354,2100,828,64
2015,3,1000353,1897,700,370
2015,3,1000352,2272,986,34
2015,3,1000351,1903,944,0
2015,3,1000350,1625,801,0
2015,3,1000349,1781,814,50
2015,3,1000348,3574,1627,16
2015,3,1000347,1890,859,123
2015,3,1000346,1831,644,454
2015,3,1000345,3225,1324,10
2015,3,1000344,3857,1565,405
2015,3,1000343,2235,924,0
2015,3,1000342,2272,1038,108
2015,3,1000341,2759,1184,0
2015,3,1000340,1189,510,0
2015,3,1000339,2285,966,30
2015,3,1000338,2923,1311,108
2015,3,1000337,2473,1114,20
2015,3,1000336,2427,1128,11
2015,3,1000335,4039,1829,14
2015,3,1000334,3048,1249,11
2015,3,1000333,3701,1563,8
2015,3,1000332,4325,1945,28
2015,3,1000331,5569,2187,8
2015,3,1000330,575,195,44
2015,3,1000329,2792,1270,88
2015,3,1000328,2717,1165,0
2015,3,1000327,3929,1904,62
2015,3,1000326,2542,1244,10
2015,3,1000325,276,108,0
2015,3,1000324,3163,1480,89
2015,3,1000323,1964,838,0
2015,3,1000322,3809,1754,60
2015,3,1000321,3597,1570,33
2015,3,1000320,1754,756,0
2015,3,1000319,2543,1149,26
2015,3,1000318,3086,1209,0
2015,3,1000317,2981,1164,41
2015,3,1000316,1369,545,0
2015,3,1000315,2601,1272,10
2015,3,1000314,1630,703,0
2015,3,1000313,4126,1723,0
2015,3,1000312,2583,991,98
2015,3,1000311,3053,1267,0
2015,3,1000310,1953,834,0
2015,3,1000309,920,382,0
2015,3,1000308,2139,904,122
2015,3,1000307,4460,1896,203
2015,3,1000306,1292,597,18
2015,3,1000305,2930,1378,16
2015,3,1000304,1959,791,96
2015,3,1000303,2730,1104,438
2015,3,1000302,1362,544,208
2015,3,1000301,1751,690,162
2015,3,1000300,3816,1495,0
2015,3,1000299,1759,811,0
2015,3,1000298,3179,1303,0
2015,3,1000297,450,189,0
2015,3,1000296,2407,974,0
2015,3,1000295,2541,1074,278
2015,3,1000294,587,285,12
2015,3,1000293,2011,1080,40
2015,3,1000292,740,393,0
2015,3,1000291,1124,585,21
2015,3,1000290,1634,804,0
2015,3,1000289,2061,1075,0
2015,3,1000288,3417,1432,171
2015,3,1000287,3584,1403,524
2015,3,1000286,2094,836,0
2015,3,1000285,2624,1385,152
2015,3,1000284,3419,1864,52
2015,3,1000283,2135,983,12
2015,3,1000282,1334,578,111
2015,3,1000281,3761,1640,48
2015,3,1000280,1146,545,0
2015,3,1000279,1860,883,8
2015,3,1000278,1395,663,0
2015,3,1000277,1662,910,0
2015,3,1000276,1958,931,61
2015,3,1000275,1795,940,22
2015,3,1000274,2791,1334,0
2015,3,1000273,2960,1181,104
2015,3,1000272,262,123,0
2015,3,1000271,323,152,0
2015,3,1000270,2153,1168,36
2015,3,1000269,1139,620,100
2015,3,1000268,2026,956,405
2015,3,1000267,1715,753,0
2015,3,1000266,2034,872,0
2015,3,1000265,2055,846,123
2015,3,1000264,3092,1264,0
2015,3,1000263,1358,588,0
2015,3,1000262,1533,667,0
2015,3,1000261,2013,770,0
2015,3,1000260,2799,1225,162
2015,3,1000259,3577,1572,0
2015,3,1000258,1727,737,0
2015,3,1000257,2819,1192,155
2015,3,1000256,3463,1546,0
2015,3,1000255,810,299,79
2015,3,1000254,3484,1456,11
2015,3,1000253,3205,1346,481
2015,3,1000252,4511,1539,721
2015,3,1000251,5170,2431,0
2015,3,1000250,3385,1273,12
2015,3,1000249,2843,1433,0
2015,3,1000248,6286,2876,77
2015,3,1000247,3371,1538,37
2015,3,1000246,1853,840,17
2015,3,1000245,3082,1361,25
2015,3,1000244,3495,1558,20
2015,3,1000243,1887,839,0
2015,3,1000242,3360,1539,20
2015,3,1000241,2300,1063,50
2015,3,1000240,2090,866,0
2015,3,1000239,2881,1202,8
2015,3,1000238,3642,1535,85
2015,3,1000237,2756,1170,10
2015,3,1000236,3053,1306,28
2015,3,1000235,2405,933,0
2015,3,1000234,2644,1267,0
2015,3,1000233,1595,731,307
2015,3,1000232,3990,1557,56
2015,3,1000231,2707,1282,0
2015,3,1000230,5285,2670,185
2015,3,1000229,3367,1423,154
2015,3,1000228,5048,2140,141
2015,3,1000227,2398,1105,78
2015,3,1000226,4087,1614,353
2015,3,1000225,1321,525,0
2015,3,1000224,5127,2346,85
2015,3,1000223,4344,1992,177
2015,3,1000222,2525,1152,17
2015,3,1000221,4559,2137,12
2015,3,1000220,1795,866,0
2015,3,1000219,2650,1243,0
2015,3,1000218,2787,1422,0
2015,3,1000217,2156,870,480
2015,3,1000216,2293,886,0
2015,3,1000215,834,307,0
2015,3,1000214,3315,1382,74
2015,3,1000213,2527,1040,519
2015,3,1000212,1823,758,60
2015,3,1000211,3659,1838,0
2015,3,1000210,2566,1285,32
2015,3,1000209,1259,710,0
2015,3,1000208,1444,724,0
2015,3,1000207,1815,814,0
2015,3,1000206,5226,2330,0
2015,3,1000205,2750,1092,0
2015,3,1000204,1917,785,0
2015,3,1000203,3216,1505,6
2015,3,1000202,2100,870,208
2015,3,1000201,2075,864,91
2015,3,1000200,1910,747,0
2015,3,1000199,1850,720,9
2015,3,1000198,2103,852,774
2015,3,1000197,1289,512,256
2015,3,1000196,904,375,17
2015,3,1000195,1551,643,299
2015,3,1000194,4825,1778,0
2015,3,1000193,3013,1364,122
2015,3,1000192,817,346,0
2015,3,1000191,1385,674,10
2015,3,1000190,2212,1008,26
2015,3,1000189,2895,1286,0
2015,3,1000188,5474,2469,192
2015,3,1000187,2757,1288,18
2015,3,1000186,2150,875,0
2015,3,1000185,2510,988,252
2015,3,1000184,2729,919,148
2015,3,1000183,2131,1112,28
2015,3,1000182,1615,824,0
2015,3,1000181,301,154,0
2015,3,1000180,2102,890,0
2015,3,1000179,3966,1689,0
2015,3,1000178,1435,570,19
2015,3,1000177,1577,619,245
2015,3,1000176,2640,1096,166
2015,3,1000175,4491,1877,30
2015,3,1000174,2343,903,18
2015,3,1000173,2276,908,228
2015,3,1000172,4415,1735,454
2015,3,1000171,3357,1570,0
2015,3,1000170,250,124,0
2015,3,1000169,1798,970,0
2015,3,1000168,938,503,0
2015,3,1000167,2819,1136,71
2015,3,1000166,3124,1410,82
2015,3,1000165,3962,1759,18
2015,3,1000164,4198,1504,208
2015,3,1000163,2969,1167,51
2015,3,1000162,4916,1993,25
2015,3,1000161,2428,956,19
2015,3,1000160,2887,1358,72
2015,3,1000159,2132,1029,0
2015,3,1000158,4389,2076,26
2015,3,1000157,3401,1507,56
2015,3,1000156,5279,2351,67
2015,3,1000155,2383,784,401
2015,3,1000154,3304,1287,74
2015,3,1000153,3490,1640,0
2015,3,1000152,1907,896,7
2015,3,1000151,3013,1440,45
2015,3,1000150,4473,1953,0
2015,3,1000149,3569,1485,0
2015,3,1000148,3469,1428,286
2015,3,1000147,4093,1696,56
2015,3,1000146,4420,1847,10
2015,3,1000145,2624,1375,0
2015,3,1000144,3466,1454,0
2015,3,1000143,2152,1301,161
2015,3,1000142,3538,1784,6
2015,3,1000141,2548,1007,720
2015,3,1000140,3527,1753,345
2015,3,1000139,4857,2534,25
2015,3,1000138,1997,1262,147
2015,3,1000137,2935,1784,10
2015,3,1000136,2454,1090,0
2015,3,1000135,4601,2068,19
2015,3,1000134,4747,2093,62
2015,3,1000133,4289,1920,48
2015,3,1000132,6391,2475,51
2015,3,1000131,4226,1980,69
2015,3,1000130,827,334,0
2015,3,1000129,2381,1111,30
2015,3,1000128,1300,783,0
2015,3,1000127,1991,1242,82
2015,3,1000126,2331,938,732
2015,3,1000125,1248,511,65
2015,3,1000124,4056,1611,0
2015,3,1000123,2889,1228,0
2015,3,1000122,3418,1630,0
2015,3,1000121,3531,1688,157
2015,3,1000120,2659,1160,168
2015,3,1000119,2731,1202,55
2015,3,1000118,2911,1274,264
2015,3,1000117,5314,2120,0
2015,3,1000116,2130,959,183
2015,3,1000115,2145,986,237
2015,3,1000114,791,354,0
2015,3,1000113,642,292,49
2015,3,1000112,3167,1463,0
2015,3,1000111,1462,670,0
2015,3,1000110,893,405,0
2015,3,1000109,2121,947,24
2015,3,1000108,629,281,0
2015,3,1000107,4567,1778,0
2015,3,1000106,4739,2081,0
2015,3,1000105,2998,1345,54
2015,3,1000104,901,404,99
2015,3,1000103,2806,1241,423
2015,3,1000102,3377,1981,0
2015,3,1000101,2077,871,157
2015,3,1000100,1345,569,83
2015,3,1000099,1624,710,18
2015,3,1000098,1461,598,96
2015,3,1000097,1092,461,217
2015,3,1000096,638,361,38
2015,3,1000095,2377,951,277
2015,3,1000094,868,366,110
2015,3,1000093,2124,856,11
2015,3,1000092,968,399,127
2015,3,1000091,3552,1472,0
2015,3,1000090,3342,1359,102
2015,3,1000089,2761,1123,0
2015,3,1000088,3019,1326,0
2015,3,1000087,3808,1681,63
2015,3,1000086,2927,1148,77
2015,3,1000085,1862,957,101
2015,3,1000084,862,446,388
2015,3,1000083,114,78,0
2015,3,1000082,867,403,0
2015,3,1000081,1074,536,36
2015,3,1000080,675,342,0
2015,3,1000079,1196,593,358
2015,3,1000078,710,338,0
2015,3,1000077,1678,1011,75
2015,3,1000076,3238,1636,0
2015,3,1000075,3782,1886,10
2015,3,1000074,3107,1553,23
2015,3,1000073,2434,1219,0
2015,3,1000072,2923,1424,0
2015,3,1000071,1854,959,15
2015,3,1000070,1282,716,15
2015,3,1000069,3190,1375,184
2015,3,1000068,1108,534,0
2015,3,1000067,2518,1047,0
2015,3,1000066,2087,774,0
2015,3,1000065,2502,951,138
2015,3,1000064,3185,1508,0
2015,3,1000063,1298,684,59
2015,3,1000062,3120,1551,0
2015,3,1000061,3045,1371,0
2015,3,1000060,2571,1196,0
2015,3,1000059,3536,1429,0
2015,3,1000058,1197,563,502
2015,3,1000057,4348,1808,115
2015,3,1000056,2634,1396,0
2015,3,1000055,1240,641,35
2015,3,1000054,1122,577,9
2015,3,1000053,1019,543,0
2015,3,1000052,683,381,40
2015,3,1000051,1360,758,0
2015,3,1000050,819,329,0
2015,3,1000049,3277,1553,10
2015,3,1000048,1078,679,60
2015,3,1000047,1250,646,0
2015,3,1000046,515,270,0
2015,3,1000045,1441,670,0
2015,3,1000044,694,439,140
2015,3,1000043,3631,1468,0
2015,3,1000042,1690,780,32
2015,3,1000041,1334,704,0
2015,3,1000040,28,13,0
2015,3,1000039,125,59,0
2015,3,1000038,1327,681,19
2015,3,1000037,2078,991,34
2015,3,1000036,2288,1065,0
2015,3,1000035,3273,1486,134
2015,3,1000034,4114,1705,185
2015,3,1000033,1444,797,0
2015,3,1000032,1999,752,214
2015,3,1000031,2299,873,0
2015,3,1000030,4072,2240,14
2015,3,1000029,972,460,35
2015,3,1000028,2293,1100,316
2015,3,1000027,831,401,13
2015,3,1000026,2175,844,19
2015,3,1000025,1596,701,0
2015,3,1000024,2629,1179,79
2015,3,1000023,1201,621,0
2015,3,1000022,1112,502,9
2015,3,1000021,721,365,0
2015,3,1000020,2992,1337,0
2015,3,1000019,2806,1486,110
2015,3,1000018,660,369,43
2015,3,1000017,225,159,0
2015,3,1000016,926,408,0
2015,3,1000015,1555,813,0
2015,3,1000014,439,242,68
2015,3,1000013,540,384,0
2015,3,1000012,2824,1115,8
2015,3,1000011,1078,602,0
2015,3,1000010,1182,598,0
2015,3,1000009,839,494,0
2015,3,1000008,753,445,0
2015,3,1000007,456,267,0
2015,3,1000006,565,259,0
2015,3,1000005,1975,803,27
2015,3,1000004,1377,705,25
2015,3,1000003,1321,918,408
2015,3,1000002,1082,601,270
2015,3,1000001,2122,957,0
2015,2,1001495,16376,6340,2043
2015,2,1001494,3814,2195,131
2015,2,1001493,1851,1042,158
2015,2,1001492,1318,750,0
2015,2,1001491,8420,4590,152
2015,2,1001490,2908,1154,416
2015,2,1001489,381,157,87
2015,2,1001488,1233,577,60
2015,2,1001487,69,30,0
2015,2,1001486,257,110,0
2015,2,1001485,401,177,0
2015,2,1001484,1002,321,25
2015,2,1001483,842,345,0
2015,2,1001482,551,223,50
2015,2,1001481,2169,768,551
2015,2,1001480,4122,1930,0
2015,2,1001479,913,622,230
2015,2,1001478,5126,2316,37
2015,2,1001477,1294,502,0
2015,2,1001476,3353,1456,0
2015,2,1001474,315,127,76
2015,2,1001473,119,48,48
2015,2,1001472,100,49,0
2015,2,1001471,1255,712,0
2015,2,1001470,219,94,94
2015,2,1001469,75,28,0
2015,2,1001468,154,56,0
2015,2,1001467,70,29,0
2015,2,1001466,1026,422,39
2015,2,1001465,705,246,0
2015,2,1001464,467,164,0
2015,2,1001463,61,31,0
2015,2,1001462,705,350,12
2015,2,1001460,2162,1120,19
2015,2,1001459,424,210,0
2015,2,1001458,1690,805,0
2015,2,1001457,113,60,0
2015,2,1001456,22,9,0
2015,2,1001455,250,106,0
2015,2,1001454,355,192,0
2015,2,1001453,670,377,16
2015,2,1001452,876,462,0
2015,2,1001451,12,5,0
2015,2,1001450,690,310,0
2015,2,1001449,837,329,0
2015,2,1001448,610,269,0
2015,2,1001447,2150,853,0
2015,2,1001446,144,59,0
2015,2,1001445,14,7,0
2015,2,1001444,1415,636,8
2015,2,1001443,158,70,0
2015,2,1001442,7,3,0
2015,2,1001441,580,230,0
2015,2,1001440,333,140,0
2015,2,1001439,647,310,0
2015,2,1001438,503,215,0
2015,2,1001437,185,79,0
2015,2,1001436,74,43,0
2015,2,1001435,160,79,0
2015,2,1001434,95,42,0
2015,2,1001433,1091,452,125
2015,2,1001432,66,31,0
2015,2,1001431,463,223,0
2015,2,1001430,2183,1316,60
2015,2,1001429,451,182,0
2015,2,1001428,125,50,19
2015,2,1001427,3714,1462,98
2015,2,1001426,16,7,0
2015,2,1001425,43,19,19
2015,2,1001424,1842,805,0
2015,2,1001423,243,115,0
2015,2,1001422,333,135,0
2015,2,1001421,426,154,0
2015,2,1001420,808,323,59
2015,2,1001419,293,164,0
2015,2,1001418,830,406,0
2015,2,1001417,190,94,0
2015,2,1001416,25,11,0
2015,2,1001415,766,291,101
2015,2,1001414,1007,354,19
2015,2,1001413,1573,689,24
2015,2,1001412,497,214,0
2015,2,1001411,2208,910,16
2015,2,1001409,1439,697,0
2015,2,1001408,130,51,0
2015,2,1001406,703,266,0
2015,2,1001405,933,299,0
2015,2,1001404,38,13,0
2015,2,1001403,239,99,20
2015,2,1001402,189,79,0
2015,2,1001401,327,145,0
2015,2,1001400,621,283,0
2015,2,1001399,326,122,43
2015,2,1001398,2015,837,0
2015,2,1001397,1219,514,10
2015,2,1001396,1309,471,57
2015,2,1001395,1049,426,166
2015,2,1001394,807,313,53
2015,2,1001392,51,24,0
2015,2,1001391,789,306,0
2015,2,1001390,1432,632,47
2015,2,1001389,85,40,0
2015,2,1001388,210,120,0
2015,2,1001386,123,54,0
2015,2,1001385,440,213,0
2015,2,1001384,25,13,0
2015,2,1001382,150,64,64
2015,2,1001381,49,20,0
2015,2,1001380,837,349,0
2015,2,1001379,319,140,0
2015,2,1001378,319,138,0
2015,2,1001377,848,372,10
2015,2,1001376,185,68,0
2015,2,1001375,160,65,0
2015,2,1001374,552,240,10
2015,2,1001373,525,213,0
2015,2,1001372,50,21,0
2015,2,1001369,54,24,0
2015,2,1001368,186,86,69
2015,2,1001367,1716,676,0
2015,2,1001366,14,6,0
2015,2,1001365,1649,709,48
2015,2,1001364,1402,588,0
2015,2,1001363,857,406,0
2015,2,1001362,695,270,0
2015,2,1001361,134,57,0
2015,2,1001360,1015,373,0
2015,2,1001359,2095,736,98
2015,2,1001358,59,24,0
2015,2,1001357,1600,675,26
2015,2,1001356,25,12,0
2015,2,1001355,850,420,22
2015,2,1001354,1893,740,10
2015,2,1001353,574,244,79
2015,2,1001352,1081,497,99
2015,2,1001351,420,143,0
2015,2,1001350,225,101,0
2015,2,1001349,1768,759,0
2015,2,1001348,33,14,0
2015,2,1001347,2456,1067,0
2015,2,1001346,169,75,0
2015,2,1001345,120,53,0
2015,2,1001344,73,33,0
2015,2,1001343,1941,774,18
2015,2,1001342,187,70,0
2015,2,1001341,91,35,0
2015,2,1001340,1578,708,12
2015,2,1001339,458,184,0
2015,2,1001338,182,88,0
2015,2,1001337,88,40,0
2015,2,1001336,2590,1093,35
2015,2,1001335,1103,441,24
2015,2,1001334,837,395,103
2015,2,1001333,2125,971,0
2015,2,1001332,2169,960,54
2015,2,1001331,1574,664,18
2015,2,1001330,2305,1054,8
2015,2,1001329,1418,638,23
2015,2,1001327,274,143,0
2015,2,1001326,1195,636,311
2015,2,1001325,80,39,0
2015,2,1001324,326,125,0
2015,2,1001323,528,202,0
2015,2,1001321,783,328,0
2015,2,1001320,64,28,0
2015,2,1001319,275,128,0
2015,2,1001318,163,74,0
2015,2,1001317,169,82,0
2015,2,1001316,1949,880,0
2015,2,1001314,12,4,0
2015,2,1001313,437,223,0
2015,2,1001310,34,13,0
2015,2,1001309,193,96,0
2015,2,1001308,1922,981,0
2015,2,1001307,610,246,0
2015,2,1001306,731,300,0
2015,2,1001305,54,22,0
2015,2,1001304,2434,1155,0
2015,2,1001303,127,49,0
2015,2,1001302,588,261,0
2015,2,1001301,1124,510,0
2015,2,1001300,893,545,0
2015,2,1001299,100,63,0
2015,2,1001298,2097,999,0
2015,2,1001297,411,183,0
2015,2,1001296,457,201,0
2015,2,1001295,1520,668,75
2015,2,1001294,778,332,0
2015,2,1001293,13,6,0
2015,2,1001292,65,34,0
2015,2,1001291,95,53,0
2015,2,1001290,137,46,10
2015,2,1001289,714,266,0
2015,2,1001288,56,27,0
2015,2,1001287,72,34,0
2015,2,1001286,462,200,29
2015,2,1001285,10,6,0
2015,2,1001284,1473,699,0
2015,2,1001283,1198,549,0
2015,2,1001282,2842,1450,36
2015,2,1001279,81,42,29
2015,2,1001277,367,241,0
2015,2,1001275,179,102,0
2015,2,1001274,228,137,0
2015,2,1001273,579,354,0
2015,2,1001272,71,40,0
2015,2,1001271,909,509,224
2015,2,1001270,489,244,0
2015,2,1001268,88,48,0
2015,2,1001267,169,98,0
2015,2,1001265,3,3,0
2015,2,1001264,815,309,0
2015,2,1001263,793,310,14
2015,2,1001262,583,228,0
2015,2,1001261,940,368,264
2015,2,1001260,2875,1080,120
2015,2,1001259,599,297,14
2015,2,1001257,1506,731,143
2015,2,1001256,776,360,159
2015,2,1001255,51,23,0
2015,2,1001254,870,351,39
2015,2,1001253,143,64,54
2015,2,1001252,1160,514,0
2015,2,1001251,519,223,0
2015,2,1001249,1839,746,36
2015,2,1001248,659,298,53
2015,2,1001247,174,76,0
2015,2,1001246,777,293,190
2015,2,1001245,952,507,20
2015,2,1001244,667,360,22
