year,quarter,district,resid_total,household_total,household_apt
2018,3,1001431,299,167,0
2018,3,1001430,2304,1769,498
2018,3,1001429,421,191,0
2018,3,1001428,296,177,0
2018,3,1001427,2580,1304,0
2018,3,1001426,8,6,0
2018,3,1001425,41,17,0
2018,3,1001424,1697,842,0
2018,3,1001423,91,80,0
2018,3,1001422,161,95,0
2018,3,1001421,371,157,0
2018,3,1001420,626,274,60
2018,3,1001419,268,155,0
2018,3,1001418,656,391,0
2018,3,1001417,131,80,0
2018,3,1001416,164,150,0
2018,3,1001415,592,265,91
2018,3,1001414,526,233,0
2018,3,1001413,1187,588,27
2018,3,1001412,350,170,0
2018,3,1001411,1913,864,0
2018,3,1001409,1024,429,0
2018,3,1001408,73,39,0
2018,3,1001407,3,3,0
2018,3,1001406,265,165,0
2018,3,1001405,477,220,0
2018,3,1001404,168,85,0
2018,3,1001403,122,45,0
2018,3,1001402,176,85,0
2018,3,1001401,62,22,22
2018,3,1001400,336,186,0
2018,3,1001399,358,129,0
2018,3,1001398,1695,773,44
2018,3,1001397,1202,565,0
2018,3,1001396,1160,452,47
2018,3,1001395,1170,572,107
2018,3,1001394,1173,695,69
2018,3,1001392,39,20,0
2018,3,1001391,808,360,0
2018,3,1001390,2038,1073,0
2018,3,1001389,90,41,41
2018,3,1001388,245,119,119
2018,3,1001387,27,25,0
2018,3,1001386,68,34,0
2018,3,1001385,409,214,0
2018,3,1001384,12,7,0
2018,3,1001383,12,5,0
2018,3,1001382,156,68,68
2018,3,1001381,407,247,0
2018,3,1001380,512,250,0
2018,3,1001379,314,157,42
2018,3,1001378,129,72,0
2018,3,1001377,354,224,0
2018,3,1001376,118,71,0
2018,3,1001375,159,66,0
2018,3,1001374,635,309,0
2018,3,1001373,219,86,0
2018,3,1001372,16,8,0
2018,3,1001371,489,242,0
2018,3,1001370,11,11,0
2018,3,1001369,153,111,0
2018,3,1001368,258,127,0
2018,3,1001367,1866,842,129
2018,3,1001365,1566,782,0
2018,3,1001364,1005,472,0
2018,3,1001363,726,370,0
2018,3,1001362,375,180,0
2018,3,1001361,174,83,0
2018,3,1001360,1245,608,0
2018,3,1001359,2324,969,0
2018,3,1001358,65,30,0
2018,3,1001357,1477,629,0
2018,3,1001356,49,19,0
2018,3,1001355,727,422,0
2018,3,1001354,1685,719,0
2018,3,1001353,633,315,86
2018,3,1001352,1167,537,101
2018,3,1001351,146,76,0
2018,3,1001350,235,141,0
2018,3,1001349,1528,856,0
2018,3,1001348,29,14,0
2018,3,1001347,1865,908,0
2018,3,1001346,166,90,0
2018,3,1001345,83,50,0
2018,3,1001344,32,13,0
2018,3,1001343,1425,597,0
2018,3,1001342,236,116,0
2018,3,1001341,15,15,0
2018,3,1001340,1390,639,0
2018,3,1001339,1066,428,136
2018,3,1001338,220,116,0
2018,3,1001337,108,49,0
2018,3,1001336,2134,1073,41
2018,3,1001335,1422,575,0
2018,3,1001334,958,435,0
2018,3,1001333,1895,905,0
2018,3,1001332,1918,963,0
2018,3,1001331,1310,633,0
2018,3,1001330,2112,1040,0
2018,3,1001329,1578,894,0
2018,3,1001328,70,29,0
2018,3,1001327,230,106,0
2018,3,1001326,1205,930,0
2018,3,1001325,62,50,0
2018,3,1001324,240,113,0
2018,3,1001323,437,205,0
2018,3,1001321,330,176,0
2018,3,1001320,84,51,0
2018,3,1001319,97,52,0
2018,3,1001318,173,146,0
2018,3,1001317,180,78,0
2018,3,1001316,2166,1422,0
2018,3,1001315,3,3,0
2018,3,1001314,9,7,0
2018,3,1001313,483,302,0
2018,3,1001312,21,13,0
2018,3,1001311,1,1,0
2018,3,1001310,160,75,0
2018,3,1001309,79,54,0
2018,3,1001308,975,541,0
2018,3,1001307,363,196,0
2018,3,1001306,216,138,0
2018,3,1001305,64,21,0
2018,3,1001304,2017,944,0
2018,3,1001303,92,40,0
2018,3,1001302,473,220,0
2018,3,1001301,818,361,0
2018,3,1001300,951,689,0
2018,3,1001299,12,11,0
2018,3,1001298,2014,967,0
2018,3,1001297,580,302,77
2018,3,1001296,253,142,0
2018,3,1001295,1531,858,0
2018,3,1001294,332,178,1
2018,3,1001293,5,4,0
2018,3,1001292,43,28,0
2018,3,1001291,63,31,0
2018,3,1001290,102,56,4
2018,3,1001289,408,223,0
2018,3,1001288,35,21,0
2018,3,1001287,105,64,0
2018,3,1001286,286,157,83
2018,3,1001285,79,74,0
2018,3,1001284,1017,584,0
2018,3,1001283,815,410,0
2018,3,1001282,950,486,0
2018,3,1001281,1,1,0
2018,3,1001279,51,31,23
2018,3,1001277,285,206,0
2018,3,1001276,4,4,0
2018,3,1001275,145,90,0
2018,3,1001274,287,221,0
2018,3,1001273,86,69,0
2018,3,1001272,14,11,0
2018,3,1001271,789,604,64
2018,3,1001270,385,238,0
2018,3,1001269,65,36,0
2018,3,1001268,176,88,0
2018,3,1001267,110,89,0
2018,3,1001266,2,2,0
2018,3,1001265,60,46,0
2018,3,1001264,711,330,43
2018,3,1001263,242,197,0
2018,3,1001262,17,15,0
2018,3,1001261,699,279,277
2018,3,1001260,578,474,0
2018,3,1001259,721,492,0
2018,3,1001258,181,103,0
2018,3,1001257,2100,1405,0
2018,3,1001256,781,446,0
2018,3,1001255,101,82,0
2018,3,1001254,1079,614,0
2018,3,1001253,221,148,0
2018,3,1001252,466,266,0
2018,3,1001251,380,225,0
2018,3,1001250,768,544,174
2018,3,1001249,657,438,0
2018,3,1001248,557,341,0
2018,3,1001247,96,58,0
2018,3,1001246,935,418,243
2018,3,1001245,1078,743,0
2018,3,1001244,368,255,0
2018,3,1001243,365,253,0
2018,3,1001242,647,445,0
2018,3,1001241,804,534,0
2018,3,1001240,479,292,0
2018,3,1001239,1444,854,103
2018,3,1001238,2842,1374,703
2018,3,1001237,307,177,0
2018,3,1001236,275,149,0
2018,3,1001235,109,65,0
2018,3,1001234,615,312,0
2018,3,1001233,155,119,0
2018,3,1001232,2308,2004,0
2018,3,1001231,379,306,0
2018,3,1001230,802,498,150
2018,3,1001229,282,190,0
2018,3,1001228,710,503,0
2018,3,1001227,525,359,29
2018,3,1001226,2058,1235,0
2018,3,1001225,425,359,0
2018,3,1001224,286,243,0
2018,3,1001223,2557,1252,117
2018,3,1001222,867,345,243
2018,3,1001221,4436,2341,640
2018,3,1001220,577,439,0
2018,3,1001219,128,68,0
2018,3,1001218,32,26,0
2018,3,1001217,24,21,0
2018,3,1001216,175,156,0
2018,3,1001215,13,10,0
2018,3,1001214,3,3,0
2018,3,1001213,153,129,0
2018,3,1001212,1427,543,0
2018,3,1001211,28,26,0
2018,3,1001210,1012,543,78
2018,3,1001209,80,57,0
2018,3,1001208,506,404,80
2018,3,1001207,298,212,0
2018,3,1001206,869,581,0
2018,3,1001205,430,314,0
2018,3,1001204,228,184,0
2018,3,1001203,144,112,0
2018,3,1001202,1,1,0
2018,3,1001201,883,513,0
2018,3,1001200,244,217,0
2018,3,1001199,1446,764,159
2018,3,1001198,2163,1420,21
2018,3,1001197,1404,800,0
2018,3,1001196,352,157,0
2018,3,1001195,532,331,0
2018,3,1001194,102,77,0
2018,3,1001193,197,137,0
2018,3,1001192,762,511,0
2018,3,1001190,1204,1021,0
2018,3,1001189,1247,709,0
2018,3,1001188,301,200,100
2018,3,1001187,957,794,0
2018,3,1001186,1603,1286,70
2018,3,1001185,2694,2056,60
2018,3,1001184,190,142,0
2018,3,1001183,511,256,0
2018,3,1001182,4789,3034,129
2018,3,1001181,1757,1085,0
2018,3,1001180,1142,863,0
2018,3,1001179,2973,1849,103
2018,3,1001178,668,403,0
2018,3,1001177,53,23,0
2018,3,1001176,10,7,0
2018,3,1001175,2716,890,432
2018,3,1001174,1237,683,384
2018,3,1001173,2013,997,0
2018,3,1001172,563,301,85
2018,3,1001171,27,18,0
2018,3,1001170,48,37,0
2018,3,1001169,474,310,0
2018,3,1001168,242,191,0
2018,3,1001167,604,238,0
2018,3,1001166,3470,1837,395
2018,3,1001165,1999,1440,0
2018,3,1001164,882,509,0
2018,3,1001163,4596,2910,395
2018,3,1001162,1047,633,0
2018,3,1001161,544,296,0
2018,3,1001160,1891,1252,0
2018,3,1001159,292,170,0
2018,3,1001158,696,553,0
2018,3,1001157,384,214,0
2018,3,1001156,3074,2184,0
2018,3,1001155,610,367,46
2018,3,1001154,332,165,0
2018,3,1001153,1050,688,113
2018,3,1001152,193,66,62
2018,3,1001151,253,125,70
2018,3,1001150,893,584,0
2018,3,1001149,166,110,0
2018,3,1001148,62,56,0
2018,3,1001147,177,67,0
2018,3,1001146,113,57,0
2018,3,1001145,1460,843,0
2018,3,1001144,696,556,0
2018,3,1001143,390,307,0
2018,3,1001142,103,92,0
2018,3,1001141,1306,663,244
2018,3,1001140,1878,992,0
2018,3,1001139,1278,888,0
2018,3,1001138,579,236,0
2018,3,1001137,791,375,12
2018,3,1001136,871,272,103
2018,3,1001135,3844,2163,0
2018,3,1001134,17,14,0
2018,3,1001133,888,595,0
2018,3,1001132,503,316,0
2018,3,1001131,1050,479,346
2018,3,1001130,198,71,0
2018,3,1001129,357,135,0
2018,3,1001128,254,143,0
2018,3,1001127,1376,505,462
2018,3,1001126,288,158,0
2018,3,1001125,456,173,116
2018,3,1001124,1435,1128,0
2018,3,1001123,428,271,46
2018,3,1001122,1412,585,116
2018,3,1001121,486,418,0
2018,3,1001120,272,178,24
2018,3,1001119,751,694,0
2018,3,1001118,1493,711,573
2018,3,1001117,1000,631,0
2018,3,1001116,325,279,0
2018,3,1001115,742,557,0
2018,3,1001114,779,532,0
2018,3,1001113,9,9,0
2018,3,1001112,120,91,0
2018,3,1001111,620,398,92
2018,3,1001110,1765,614,212
2018,3,1001109,1895,1206,10
2018,3,1001108,494,346,0
2018,3,1001107,1418,930,0
2018,3,1001106,93,70,0
2018,3,1001105,1025,843,0
2018,3,1001104,60,46,0
2018,3,1001103,24,14,0
2018,3,1001102,894,540,0
2018,3,1001101,3065,1842,141
2018,3,1001100,66,37,0
2018,3,1001099,686,397,0
2018,3,1001098,2033,1167,79
2018,3,1001096,2775,984,547
2018,3,1001095,3907,2487,0
2018,3,1001094,647,335,0
2018,3,1001093,2787,1695,0
2018,3,1001092,1946,1374,0
2018,3,1001091,9,5,0
2018,3,1001090,616,410,0
2018,3,1001089,90,48,0
2018,3,1001088,1418,802,0
2018,3,1001087,2154,1376,0
2018,3,1001085,3061,2162,44
2018,3,1001084,680,499,0
2018,3,1001083,605,298,0
2018,3,1001082,4200,2649,114
2018,3,1001081,1045,654,0
2018,3,1001080,192,106,0
2018,3,1001079,3,2,0
2018,3,1001078,2534,1397,456
2018,3,1001077,1317,595,282
2018,3,1001076,687,308,169
2018,3,1001075,412,92,0
2018,3,1001074,2603,1809,0
2018,3,1001073,5477,3873,59
2018,3,1001072,1241,806,34
2018,3,1001071,2103,927,0
2018,3,1001070,389,133,89
2018,3,1001069,309,132,0
2018,3,1001068,18,9,0
2018,3,1001067,3768,2714,0
2018,3,1001066,2372,1654,103
2018,3,1001065,142,48,0
2018,3,1001064,1769,1477,0
2018,3,1001063,444,252,40
2018,3,1001062,2684,1190,144
2018,3,1001061,2564,950,477
2018,3,1001059,19,10,0
2018,3,1001058,2822,1615,14
2018,3,1001057,1640,942,285
2018,3,1001056,543,382,0
2018,3,1001055,55,25,0
2018,3,1001054,614,194,104
2018,3,1001053,509,144,144
2018,3,1001052,2078,1555,256
2018,3,1001051,5111,2002,402
2018,3,1001050,2575,1314,197
2018,3,1001049,2664,1225,0
2018,3,1001048,1679,1288,1
2018,3,1001047,1092,674,0
2018,3,1001046,3040,2486,86
2018,3,1001045,1159,668,0
2018,3,1001044,1857,970,0
2018,3,1001043,1783,847,18
2018,3,1001042,465,285,0
2018,3,1001041,1554,943,514
2018,3,1001040,1024,881,0
2018,3,1001039,1694,1316,0
2018,3,1001038,133,79,0
2018,3,1001037,1684,861,132
2018,3,1001036,374,188,0
2018,3,1001035,578,290,0
2018,3,1001034,1224,647,0
2018,3,1001033,1234,494,0
2018,3,1001032,1667,1140,0
2018,3,1001031,687,576,0
2018,3,1001030,895,473,0
2018,3,1001029,10,5,0
2018,3,1001028,521,410,0
2018,3,1001027,1570,1415,30
2018,3,1001026,369,241,0
2018,3,1001025,6550,5251,0
2018,3,1001024,937,410,83
2018,3,1001023,606,356,163
2018,3,1001022,944,639,0
2018,3,1001021,24,22,0
2018,3,1001019,92,57,0
2018,3,1001018,1838,1134,0
2018,3,1001017,292,224,0
2018,3,1001016,1645,1279,0
2018,3,1001015,1220,878,0
2018,3,1001013,1694,536,0
2018,3,1001012,3,3,0
2018,3,1001011,1570,1020,0
2018,3,1001010,3137,1622,0
2018,3,1001009,4084,2066,38
2018,3,1001008,2271,1225,0
2018,3,1001007,2285,1000,0
2018,3,1001006,4809,1818,653
2018,3,1001005,2800,1270,98
2018,3,1001004,4193,1938,305
2018,3,1001003,2667,1146,119
2018,3,1001002,4526,1847,137
2018,3,1001001,6577,2736,438
2018,3,1001000,1808,883,0
2018,3,1000999,7597,3814,685
2018,3,1000998,3223,1662,124
2018,3,1000997,2045,1066,0
2018,3,1000996,1822,1114,74
2018,3,1000995,2628,1294,0
2018,3,1000994,2539,1368,0
2018,3,1000993,1581,684,47
2018,3,1000992,3604,1357,656
2018,3,1000991,3605,1535,145
2018,3,1000990,4078,1652,389
2018,3,1000989,5020,2105,189
2018,3,1000988,4440,1936,109
2018,3,1000987,1515,664,138
2018,3,1000986,4784,2377,109
2018,3,1000985,7147,3150,291
2018,3,1000984,4743,1823,43
2018,3,1000983,3384,1297,458
2018,3,1000982,1307,522,0
2018,3,1000981,1938,968,284
2018,3,1000980,3028,1205,372
2018,3,1000979,3262,1632,115
2018,3,1000978,3734,1610,351
2018,3,1000977,2750,1241,110
2018,3,1000976,2931,1269,0
2018,3,1000975,1746,842,0
2018,3,1000974,2573,1029,0
2018,3,1000973,4377,2209,109
2018,3,1000972,5413,2425,322
2018,3,1000971,2633,1210,0
2018,3,1000970,1617,629,0
2018,3,1000969,1544,553,136
2018,3,1000968,2085,997,57
2018,3,1000967,4254,1615,260
2018,3,1000966,1958,933,0
2018,3,1000965,2596,997,85
2018,3,1000964,2928,1303,51
2018,3,1000963,4804,2490,23
2018,3,1000962,2686,1014,412
2018,3,1000961,1542,608,21
2018,3,1000960,2653,1159,9
2018,3,1000959,1567,743,282
2018,3,1000958,2186,1151,0
2018,3,1000957,3323,1388,304
2018,3,1000956,5258,2250,258
2018,3,1000955,4387,2007,40
2018,3,1000954,6532,3502,0
2018,3,1000953,8413,3562,206
2018,3,1000952,3247,1492,17
2018,3,1000951,4683,2190,252
2018,3,1000950,4198,2098,0
2018,3,1000949,3359,1721,0
2018,3,1000948,7769,3649,18
2018,3,1000947,6224,3323,0
2018,3,1000946,6452,2981,36
2018,3,1000945,6308,3108,0
2018,3,1000944,6845,3335,0
2018,3,1000943,2515,1373,0
2018,3,1000942,4081,1934,88
2018,3,1000941,3563,1323,377
2018,3,1000940,3298,1640,0
2018,3,1000939,2544,983,634
2018,3,1000938,1579,973,0
2018,3,1000937,1021,444,126
2018,3,1000936,1529,837,102
2018,3,1000935,442,235,0
2018,3,1000934,3430,1550,0
2018,3,1000933,2351,983,82
2018,3,1000932,2320,1089,0
2018,3,1000931,2643,1043,479
2018,3,1000930,3503,2022,181
2018,3,1000929,1028,505,64
2018,3,1000928,1690,730,34
2018,3,1000927,1980,1079,0
2018,3,1000926,1559,798,108
2018,3,1000925,2081,854,119
2018,3,1000924,859,473,0
2018,3,1000923,2488,1146,235
2018,3,1000922,3430,1545,0
2018,3,1000921,3107,1003,713
2018,3,1000920,4313,2048,18
2018,3,1000919,1688,515,389
2018,3,1000918,1257,652,25
2018,3,1000917,2812,1262,131
2018,3,1000916,1486,891,0
2018,3,1000915,1553,797,0
2018,3,1000914,3313,1517,330
2018,3,1000913,1236,747,0
2018,3,1000912,2209,812,148
2018,3,1000911,1920,817,161
2018,3,1000910,929,364,0
2018,3,1000909,2236,997,381
2018,3,1000908,1029,640,0
2018,3,1000907,908,537,30
2018,3,1000906,1529,818,31
2018,3,1000905,692,363,0
2018,3,1000904,5992,3076,0
2018,3,1000903,3621,1619,0
2018,3,1000902,2557,1273,221
2018,3,1000901,78,36,0
2018,3,1000900,1242,645,0
2018,3,1000899,428,207,0
2018,3,1000898,1328,656,0
2018,3,1000897,2087,1503,0
2018,3,1000896,3211,1926,54
2018,3,1000895,1578,655,0
2018,3,1000894,2106,1358,0
2018,3,1000893,3548,1326,791
2018,3,1000892,31,26,0
2018,3,1000891,2065,824,105
2018,3,1000890,2369,1064,0
2018,3,1000889,3656,1581,80
2018,3,1000888,1873,973,550
2018,3,1000887,1237,553,0
2018,3,1000886,1495,906,17
2018,3,1000885,2615,1097,144
2018,3,1000884,2688,1014,150
2018,3,1000883,2076,893,337
2018,3,1000882,1580,631,306
2018,3,1000881,1784,903,0
2018,3,1000880,4565,1980,141
2018,3,1000879,3966,1807,0
2018,3,1000878,3998,2711,0
2018,3,1000877,2622,1668,0
2018,3,1000876,2078,952,0
2018,3,1000875,2620,1352,86
2018,3,1000874,3259,1355,0
2018,3,1000873,1735,593,475
2018,3,1000872,3437,1440,118
2018,3,1000871,1267,532,0
2018,3,1000870,2659,1268,119
2018,3,1000869,3302,1493,0
2018,3,1000868,1264,832,0
2018,3,1000867,133,62,0
2018,3,1000866,1519,592,83
2018,3,1000865,1067,538,38
2018,3,1000864,1013,384,0
2018,3,1000863,1755,668,0
2018,3,1000862,1624,828,0
2018,3,1000861,1649,692,78
2018,3,1000860,2775,1276,78
2018,3,1000859,1494,680,0
2018,3,1000858,1197,591,0
2018,3,1000857,2065,959,0
2018,3,1000856,3496,1499,32
2018,3,1000855,1640,728,0
2018,3,1000854,3335,1428,0
2018,3,1000853,1330,537,0
2018,3,1000852,1855,1054,159
2018,3,1000851,3181,1367,0
2018,3,1000850,1580,729,0
2018,3,1000849,2492,1105,225
2018,3,1000848,1704,649,97
2018,3,1000847,1998,725,49
2018,3,1000846,3675,1829,94
2018,3,1000845,2632,1364,0
2018,3,1000844,1073,529,0
2018,3,1000843,709,517,0
2018,3,1000842,1378,657,154
2018,3,1000841,1830,902,0
2018,3,1000840,1607,917,282
2018,3,1000839,2619,2158,0
2018,3,1000838,3090,2300,0
2018,3,1000837,4851,3267,0
2018,3,1000836,3330,2010,0
2018,3,1000835,4207,2073,381
2018,3,1000834,3440,2405,23
2018,3,1000833,1867,1130,0
2018,3,1000832,3178,1745,154
2018,3,1000831,4397,2374,49
2018,3,1000830,1778,1156,0
2018,3,1000829,1761,997,0
2018,3,1000828,1755,1060,0
2018,3,1000827,877,537,30
2018,3,1000826,3077,1427,0
2018,3,1000825,1515,587,0
2018,3,1000824,4542,2635,81
2018,3,1000823,2808,1706,0
2018,3,1000822,1821,1163,0
2018,3,1000821,1919,1514,0
2018,3,1000820,1642,1341,0
2018,3,1000819,2582,1484,0
2018,3,1000818,1961,1118,0
2018,3,1000817,2999,2046,58
2018,3,1000816,4689,3141,0
2018,3,1000815,4077,3294,0
2018,3,1000814,3137,1821,20
2018,3,1000813,4120,3178,0
2018,3,1000812,4001,2090,457
2018,3,1000811,3831,1826,0
2018,3,1000810,4146,2406,0
2018,3,1000809,1339,598,0
2018,3,1000808,5261,2146,0
2018,3,1000807,4106,1792,213
2018,3,1000806,1770,1308,0
2018,3,1000805,2968,2330,0
2018,3,1000804,1805,980,0
2018,3,1000803,1961,936,150
2018,3,1000802,1600,993,28
2018,3,1000801,2822,1529,0
2018,3,1000800,1689,913,45
2018,3,1000799,1926,1213,23
2018,3,1000798,2629,1373,153
2018,3,1000797,3934,2068,0
2018,3,1000796,3364,1834,0
2018,3,1000795,3516,1856,273
2018,3,1000794,2591,1319,0
2018,3,1000793,2396,1025,0
2018,3,1000792,1829,1149,0
2018,3,1000791,2583,1144,0
2018,3,1000790,3319,1641,0
2018,3,1000789,2516,1180,0
2018,3,1000788,5272,3303,0
2018,3,1000787,5482,2312,0
2018,3,1000786,2983,1414,0
2018,3,1000785,4370,2536,0
2018,3,1000784,4588,2364,0
2018,3,1000783,2773,1028,289
2018,3,1000782,3084,1096,165
2018,3,1000781,1415,968,0
2018,3,1000780,4466,2649,117
2018,3,1000779,2024,1182,230
2018,3,1000778,669,328,0
2018,3,1000777,2342,1356,0
2018,3,1000776,2471,1333,0
2018,3,1000775,385,213,22
2018,3,1000774,2881,1121,173
2018,3,1000773,2874,1437,74
2018,3,1000772,3175,1693,0
2018,3,1000771,2470,1076,198
2018,3,1000770,2361,1231,178
2018,3,1000769,1774,703,141
2018,3,1000768,3934,2220,0
2018,3,1000767,2095,968,0
2018,3,1000766,1099,676,0
2018,3,1000765,623,328,0
2018,3,1000764,358,223,0
2018,3,1000763,377,201,0
2018,3,1000762,1796,889,0
2018,3,1000761,2889,1631,133
2018,3,1000760,2302,1274,272
2018,3,1000759,3957,2138,49
2018,3,1000758,1317,706,0
2018,3,1000757,3868,2128,0
2018,3,1000756,2590,1275,0
2018,3,1000755,1036,634,0
2018,3,1000754,3135,1518,232
2018,3,1000753,2554,1353,0
2018,3,1000752,2885,1584,0
2018,3,1000751,1017,475,0
2018,3,1000750,1533,509,505
2018,3,1000749,2665,1415,0
2018,3,1000748,3406,1655,68
2018,3,1000747,2218,1092,0
2018,3,1000746,3580,1679,589
2018,3,1000745,923,715,0
2018,3,1000744,1955,993,140
2018,3,1000743,3409,2048,65
2018,3,1000742,2426,1079,24
2018,3,1000741,2605,1391,19
2018,3,1000740,858,346,146
2018,3,1000739,2385,1459,0
2018,3,1000738,3514,1740,0
2018,3,1000737,4219,1928,0
2018,3,1000736,3275,1620,18
2018,3,1000735,3970,1986,0
2018,3,1000734,1387,795,0
2018,3,1000733,3356,1825,0
2018,3,1000732,2614,1457,69
2018,3,1000731,2588,1658,15
2018,3,1000730,2263,1271,0
2018,3,1000729,1639,965,22
2018,3,1000728,1194,848,0
2018,3,1000727,1895,1187,0
2018,3,1000726,1741,1041,0
2018,3,1000725,2322,1231,408
2018,3,1000724,3543,1619,742
2018,3,1000723,369,219,0
2018,3,1000722,1480,718,0
2018,3,1000721,4052,1830,627
2018,3,1000720,1570,828,163
2018,3,1000719,2980,1138,521
2018,3,1000718,3034,1479,0
2018,3,1000717,2773,1305,84
2018,3,1000716,4050,1923,245
2018,3,1000715,2022,1060,0
2018,3,1000714,2423,1245,0
2018,3,1000713,939,416,0
2018,3,1000712,3372,1779,592
2018,3,1000711,1323,742,0
2018,3,1000710,2914,1861,17
2018,3,1000709,90,8,0
2018,3,1000708,1478,868,0
2018,3,1000707,1399,745,0
2018,3,1000706,1691,839,0
2018,3,1000705,773,407,0
2018,3,1000704,1632,744,84
2018,3,1000703,3667,1888,12
2018,3,1000702,2531,1369,0
2018,3,1000701,834,366,0
2018,3,1000700,347,208,0
2018,3,1000699,2239,1114,0
2018,3,1000698,3090,1650,0
2018,3,1000697,1053,564,0
2018,3,1000696,2383,1032,58
2018,3,1000695,2848,1213,134
2018,3,1000694,2403,1263,172
2018,3,1000693,1916,1151,0
2018,3,1000692,4375,1915,790
2018,3,1000691,2120,1325,0
2018,3,1000690,1796,1252,0
2018,3,1000689,1346,779,580
2018,3,1000688,977,567,90
2018,3,1000687,2583,2030,272
2018,3,1000686,141,125,0
2018,3,1000685,141,70,0
2018,3,1000684,275,200,0
2018,3,1000683,1954,905,0
2018,3,1000682,3815,1844,19
2018,3,1000681,5975,2667,67
2018,3,1000680,2649,1253,0
2018,3,1000679,1625,817,388
2018,3,1000678,3023,1442,0
2018,3,1000677,1975,834,72
2018,3,1000676,3545,1350,208
2018,3,1000675,1825,1157,31
2018,3,1000674,4840,2214,345
2018,3,1000673,2213,1490,0
2018,3,1000672,590,306,24
2018,3,1000671,3306,1536,35
2018,3,1000670,1084,654,0
2018,3,1000669,821,536,51
2018,3,1000668,1285,995,149
2018,3,1000667,3193,1589,33
2018,3,1000666,661,306,0
2018,3,1000665,3365,1494,56
2018,3,1000664,2642,1458,0
2018,3,1000663,2306,1064,0
2018,3,1000662,2157,772,248
2018,3,1000661,2650,1152,67
2018,3,1000660,1904,1002,13
2018,3,1000659,2305,1751,0
2018,3,1000658,4345,2011,0
2018,3,1000657,1959,949,0
2018,3,1000656,1724,822,115
2018,3,1000655,3279,2144,216
2018,3,1000654,1042,765,0
2018,3,1000653,1074,451,181
2018,3,1000652,1604,634,98
2018,3,1000651,853,526,0
2018,3,1000650,2092,1048,0
2018,3,1000649,537,263,0
2018,3,1000648,2631,1239,307
2018,3,1000647,1418,588,63
2018,3,1000646,1561,689,9
2018,3,1000645,2696,1081,0
2018,3,1000644,1529,1308,0
2018,3,1000643,4753,4114,95
2018,3,1000642,1261,656,0
2018,3,1000641,1447,709,0
2018,3,1000640,2186,975,0
2018,3,1000639,1293,483,451
2018,3,1000638,2809,1324,0
2018,3,1000637,713,372,0
2018,3,1000636,893,423,0
2018,3,1000635,1147,566,21
2018,3,1000634,3346,1736,324
2018,3,1000633,896,444,0
2018,3,1000632,6191,2720,0
2018,3,1000631,2664,1322,0
2018,3,1000630,1960,928,0
2018,3,1000629,2490,1188,0
2018,3,1000628,1944,960,0
2018,3,1000627,2057,1133,42
2018,3,1000626,990,528,0
2018,3,1000625,2092,1358,109
2018,3,1000624,3162,1251,635
2018,3,1000623,4435,1935,0
2018,3,1000622,2536,1165,0
2018,3,1000621,2639,1231,0
2018,3,1000620,1920,810,321
2018,3,1000619,3083,1502,0
2018,3,1000618,1861,1037,0
2018,3,1000617,3456,1528,0
2018,3,1000616,3013,1290,248
2018,3,1000615,2232,947,0
2018,3,1000614,2453,1085,357
2018,3,1000613,3691,1324,788
2018,3,1000612,2205,911,134
2018,3,1000611,3378,1514,185
2018,3,1000610,5784,2319,0
2018,3,1000609,5332,2157,0
2018,3,1000608,4219,2266,479
2018,3,1000607,2611,986,414
2018,3,1000606,3242,1579,41
2018,3,1000605,4006,1904,21
2018,3,1000604,3376,1478,92
2018,3,1000603,3391,1376,115
2018,3,1000602,3597,1631,22
2018,3,1000601,4978,2022,93
2018,3,1000600,2617,1651,0
2018,3,1000599,2479,1529,43
2018,3,1000598,5192,1812,481
2018,3,1000597,2749,1008,322
2018,3,1000596,6680,2061,1944
2018,3,1000595,1254,596,0
2018,3,1000594,2020,717,237
2018,3,1000593,3845,1572,452
2018,3,1000592,2930,1183,216
2018,3,1000591,4261,1558,552
2018,3,1000590,2373,1140,0
2018,3,1000589,2467,1195,44
2018,3,1000588,1454,633,49
2018,3,1000587,2953,1353,0
2018,3,1000586,2131,793,236
2018,3,1000585,3372,1337,101
2018,3,1000584,3994,1686,159
2018,3,1000583,4091,1941,110
2018,3,1000582,4358,1747,0
2018,3,1000581,2358,1068,106
2018,3,1000580,3046,1575,0
2018,3,1000579,2035,802,339
2018,3,1000578,3098,1306,471
2018,3,1000577,2231,1303,0
2018,3,1000576,1739,738,0
2018,3,1000575,1108,412,18
2018,3,1000574,395,174,0
2018,3,1000573,2016,1026,0
2018,3,1000572,3725,1526,102
2018,3,1000571,4136,1660,20
2018,3,1000570,3178,1220,21
2018,3,1000569,3052,1419,0
2018,3,1000568,2463,1522,30
2018,3,1000567,3932,1920,0
2018,3,1000566,3447,1579,145
2018,3,1000565,2791,1227,58
2018,3,1000564,2960,1850,346
2018,3,1000563,2040,1188,557
2018,3,1000562,3684,1300,130
2018,3,1000561,4248,1555,488
2018,3,1000560,2725,1122,147
2018,3,1000559,917,361,101
2018,3,1000558,3898,1815,37
2018,3,1000557,3110,1455,93
2018,3,1000556,6917,2932,15
2018,3,1000555,3222,1415,129
2018,3,1000554,5492,2808,76
2018,3,1000553,2940,1232,0
2018,3,1000552,3248,1428,158
2018,3,1000551,1484,697,33
2018,3,1000550,3249,1206,409
2018,3,1000549,3331,1411,0
